scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,quality_selected_action,v43_future_mean_selected_action,v43_future_robust_selected_action,pc_response_mean_selected_action,pc_occupancy_mean_selected_action,pc_occupancy_robust_selected_action,pcor_main_selected_action,quality_value,v43_future_mean_value,v43_future_robust_value,pc_response_mean_value,pc_occupancy_mean_value,pc_occupancy_robust_value,pcor_main_value,rsm_has_proposal,teacher_bucket,quality_accept,v43_future_mean_accept,v43_future_robust_accept,pc_response_mean_accept,pc_occupancy_mean_accept,pc_occupancy_robust_accept,pcor_main_accept,rsm_occ_delta_cv,rsm_occ_delta_ca,rsm_occ_delta_brake,rsm_occ_delta_yield,rsm_occ_delta_nonyield
46bf28b955d051b1,0,1,29,1,5,-0.0003345792815641,-1,5,5,5,5,5,5,-0.0117541964474493,1.061686610594602,0.7468396323571982,1.096690402904782,0.5174879098283234,0.5259362360472983,0.4830705174388658,True,mild_harm,False,True,True,True,True,True,True,0.06433165073394775,0.06433165073394775,0.06433165073394775,0.06433165073394775,0.06433165073394775
4efebde6623256df,0,1,6,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
5991dfcee3185e01,0,1,15,0,2,-3.552210174457291e-05,2,2,2,2,2,2,2,0.0296987985340642,0.0296987985340642,0.0296987985340642,0.0296987985340642,0.1189216745435114,0.0977356194090934,0.0548699008006609,True,mild_harm,True,True,True,True,True,True,True,0.006339669227600098,0.006006911396980286,0.016507908701896667,0.016507908701896667,0.004082426428794861
6c82dcb2637f5ad4,0,1,3,0,9,-0.0003719746213523,-1,9,9,9,9,9,9,-0.0089266683995388,0.3762201977808396,0.2632541858694371,0.3887794379590143,0.9219599332843956,0.9368197367479564,0.8939540181395238,True,mild_harm,False,True,True,True,True,True,True,0.11315326392650604,0.11315326392650604,0.11315326392650604,0.11315326392650604,0.11315326392650604
1a9e0797610e5da4,1,2,17,1,9,-0.0003152008085511,-1,-1,-1,-1,-1,-1,9,-0.1630152713567658,-0.1630152713567658,-0.1630152713567658,-0.1630152713567658,-0.114265688950274,-0.0777360294063173,0.0295189726349602,True,mild_harm,False,False,False,False,False,False,True,-0.0027283132076263428,-0.0011035948991775513,0.01105869933962822,0.021717339754104614,-0.0022747330367565155
31e5a1e6febd5acb,1,2,12,1,4,0.0022942917462438,4,4,4,4,4,4,4,0.0195280382398785,0.0195280382398785,0.0195280382398785,0.0195280382398785,0.2816517579116036,0.2833604385345111,0.3906154405757887,True,nearzero_positive,True,True,True,True,True,True,True,0.04104483127593994,0.04104483127593994,0.04104483127593994,0.04104483127593994,0.04104483127593994
3f0c33142293536e,1,2,11,1,19,0.0,-1,-1,-1,-1,-1,-1,19,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,0.0903231635910308,True,mild_harm,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0
48fc14e048fb5fe2,1,2,18,1,23,0.0001272183358669,23,23,23,23,23,23,23,0.0044445604943502,0.0464511933135867,0.033786456157284,0.0462931430709768,0.0459359016532672,0.0458271406813499,0.1530821427226276,True,nearzero_positive,True,True,True,True,True,True,True,0.006527632474899292,0.006527632474899292,0.006349459290504456,0.006527632474899292,0.006527632474899292
65f00228b6bc54b5,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
d22547ad7061548d,1,2,11,1,26,0.0043491496021159,-1,-1,-1,-1,-1,-1,-1,-0.0207781105256546,-0.0477618867590673,-0.0396264469357601,-0.0476603601168684,-0.6041845580460339,-0.6079875534155712,-0.5007325513742935,True,nearzero_positive,False,False,False,False,False,False,False,-0.09135311841964722,-0.09135311841964722,-0.09135311841964722,-0.09135311841964722,-0.09135311841964722
ebc361211e395b18,1,2,19,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
f757646a2d865977,1,2,1,0,5,-0.0002396740362047,-1,5,5,-1,-1,-1,-1,-0.1411752663796481,0.0106400034210517,0.0733681035764111,-0.0094751049643302,-0.4390846637427092,-0.395444793128753,-0.2881897910874754,True,mild_harm,False,True,True,False,False,False,False,-0.022967487573623657,-0.03408059477806091,-0.05898696184158325,-0.05898696184158325,-0.03588530421257019
9ca3798eb199579e,1,2,10,0,23,-7.272584703751916e-05,-1,-1,-1,-1,-1,-1,23,-0.0756890779888464,-0.1509937980294217,-0.0752714276028962,-0.1691938963966286,-0.2624113325434254,-0.0130048636879152,0.0942501383533624,True,mild_harm,False,False,False,False,False,False,True,-0.08812151849269867,-0.08969861268997192,0.06823676824569702,0.00891643762588501,-0.08973453938961029
f7050dbcd3c954f3,1,2,6,1,2,1.2324836412908278,-1,-1,-1,-1,-1,-1,2,-0.0183146703605858,-0.0183146703605858,-0.0183146703605858,-0.0183146703605858,-0.0097023301249774,-0.0095236241157732,0.0977313779255044,True,material_positive,False,False,False,False,False,False,True,0.0008940994739532471,0.0008999407291412354,0.003559127449989319,0.0009462833404541016,0.0009086728096008301
180f81d1ca5c5ee3,1,2,17,1,23,7.068096973794624e-05,-1,-1,-1,-1,-1,-1,23,-0.0041931641123639,-0.0041931641123639,-0.0041931641123639,-0.0041931641123639,-0.0241893532872079,-0.0243197005179653,0.0829353015233122,True,nearzero_positive,False,False,False,False,False,False,True,-0.003131117671728134,-0.003131117671728134,-0.003131117671728134,-0.003131117671728134,-0.003131117671728134
1bd8ca835d485cd8,1,2,14,1,23,0.0001267136363314,23,23,23,23,-1,-1,23,0.0208828277036313,0.0208828277036313,0.0208828277036313,0.0208828277036313,-0.0573541659996092,-0.057864161948479,0.0493908400927985,True,nearzero_positive,True,True,True,True,False,False,True,-0.01225079596042633,-0.01225079596042633,-0.01225079596042633,-0.01225079596042633,-0.01225079596042633
291db523bb115ccf,1,2,16,1,24,-8.852075822662897e-05,-1,-1,-1,-1,24,24,24,-0.0701666952380924,-0.0701666952380924,-0.0701666952380924,-0.0701666952380924,0.0909862647804974,0.0920367570459543,0.1992917590872319,True,mild_harm,False,False,False,False,True,True,True,0.025234252214431763,0.025234252214431763,0.025234252214431763,0.025234252214431763,0.025234252214431763
2d4f708394ef542e,1,2,2,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
39346eef49ad52a6,1,2,16,0,2,-1.8276321345854372,-1,-1,-1,-1,-1,-1,-1,-0.2347490004295813,-0.2347490004295813,-0.2347490004295813,-0.2347490004295813,-0.3298746605102116,-0.3304947469805417,-0.2232397449392641,True,catastrophe,False,False,False,False,False,False,False,-0.014895319938659668,-0.014895319938659668,-0.014895319938659668,-0.014895319938659668,-0.014895319938659668
621fb14952d45fbc,1,2,2,0,2,-1.793281329542026,-1,-1,-1,-1,-1,-1,2,-0.3272054905934107,-0.3272054905934107,-0.3272054905934107,-0.3272054905934107,-0.0102681891681756,-0.0082022005338767,0.0990528015074008,True,catastrophe,False,False,False,False,False,False,True,0.04962785542011261,0.04962785542011261,0.04962785542011261,0.04962785542011261,0.04962785542011261
79a3cfc7d4535d5f,1,2,14,1,25,0.0030683114655256,25,25,25,25,-1,-1,-1,0.0226288211103738,0.0226288211103738,0.0226288211103738,0.0226288211103738,-0.0677630280079027,-0.114863177965181,-0.0076081759239034,True,nearzero_positive,True,True,True,True,False,False,False,-0.007314041256904602,-0.006684020161628723,-0.0322435200214386,-0.016534000635147095,-0.00648285448551178
7a90e31caaa35114,1,2,11,1,23,-0.0002471273148438,23,23,23,23,23,23,23,0.0077925570944603,0.0077925570944603,0.0077925570944603,0.0077925570944603,0.1184004701080782,0.1191214792481258,0.2263764812894035,True,mild_harm,True,True,True,True,True,True,True,0.01731961965560913,0.01731961965560913,0.01731961965560913,0.01731961965560913,0.01731961965560913
9e4525cb8f5e5fcd,1,2,15,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
c5e0107671965987,1,2,13,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
ca00c31168b252d5,1,2,16,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
e2c31e25cb35514d,1,2,14,1,9,-0.0005410650956444,-1,-1,-1,-1,-1,-1,-1,-0.1435231315168559,-0.1435231315168559,-0.1435231315168559,-0.1435231315168559,-0.304567085141406,-0.3061344211663162,-0.1988794191250385,True,mild_harm,False,False,False,False,False,False,False,-0.025062531232833862,-0.02504792809486389,-0.025217711925506592,-0.0254184752702713,-0.02512100338935852
114a8e53ec3c5e0d,1,2,3,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
1907423ff64a51eb,1,2,9,1,22,4.7492956556399735e-05,-1,-1,-1,-1,-1,-1,22,-0.0893515620737052,-0.1504722040469245,-0.1728294059854969,-0.1327266581860386,-0.0277955356813545,-0.0294406887883088,0.0778143132529688,True,nearzero_positive,False,False,False,False,False,False,True,-0.009256154298782349,0.0048628151416778564,0.011940136551856995,0.01810997724533081,0.008842885494232178
b8091003cbb95da3,1,2,2,1,21,0.0057995361132896,21,-1,-1,-1,-1,-1,-1,0.0236475088153857,-0.1728774874135564,-0.2537088064276358,-0.1769006558973869,-0.0984246783541455,-0.2470502882454656,-0.1397952862041879,True,nearzero_positive,True,False,False,False,False,False,False,-0.019702628254890442,-0.06137542426586151,0.011270880699157715,0.011270880699157715,-0.07661008834838867
c9281513f02f50f2,1,2,12,1,23,0.0,-1,-1,-1,-1,-1,-1,23,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,0.0771787660197112,True,mild_harm,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0
eeb054ac63575b33,1,2,2,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
6988613e2a3557be,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
b66ea7e3342b533b,1,2,2,0,2,-5.520669647962606e-05,-1,-1,-1,-1,-1,-1,-1,-0.175496164425522,-0.175496164425522,-0.175496164425522,-0.175496164425522,-0.1848546806275224,-0.1849156850849349,-0.0776606830436573,True,mild_harm,False,False,False,False,False,False,False,-0.0014654099941253662,-0.0014654099941253662,-0.0014654099941253662,-0.0014654099941253662,-0.0014654099941253662
ebdc46dacb5f53f2,1,2,20,1,21,7.133007049464624e-07,-1,-1,-1,-1,-1,-1,21,-0.0362546546809306,-0.0362546546809306,-0.0362546546809306,-0.0362546546809306,-0.0337296005951496,-0.0337131407684938,0.0735418612727838,True,nearzero_positive,False,False,False,False,False,False,True,0.0003953874111175537,0.0003953874111175537,0.0003953874111175537,0.0003953874111175537,0.0003953874111175537
06a937676ff65c69,1,2,17,1,9,-0.0008672325992258,-1,-1,-1,-1,-1,-1,-1,-0.1278810034407201,-0.1468314924747626,-0.1696412216092329,-0.1386220917972041,-0.1966642628521159,-0.1176970030239336,-0.010442000982656,True,mild_harm,False,False,False,False,False,False,False,-0.004668012261390686,-0.00449998676776886,0.020116567611694336,-0.031624943017959595,-0.004685312509536743
26f611f146275818,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
441987f47a6f5784,1,2,9,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
5f4392860e5752ce,1,2,6,1,24,-0.000464562402782,-1,-1,-1,-1,-1,-1,-1,-0.0925478705058807,-0.0925478705058807,-0.0925478705058807,-0.0925478705058807,-0.1567714516248951,-0.1571900996920338,-0.0499350976507562,True,mild_harm,False,False,False,False,False,False,False,-0.010056495666503906,-0.010056495666503906,-0.010056495666503906,-0.010056495666503906,-0.010056495666503906
5fde760ec9f05c3d,1,2,16,1,22,-0.0001297025804172,-1,-1,-1,-1,-1,-1,-1,-0.0232363225905668,-0.0232363225905668,-0.0232363225905668,-0.0232363225905668,-0.0805457829317489,-0.127928022757766,-0.0206730207164883,True,mild_harm,False,False,False,False,False,False,False,0.0020679980516433716,0.0032999664545059204,-0.03093971312046051,-0.01736675202846527,0.005038782954216003
606e5b5125985e1f,1,2,12,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
73cd1e45d87156ee,1,2,18,1,23,0.0003884504090763,23,-1,-1,-1,-1,-1,-1,0.0237844221966703,-0.0126581683255789,-0.0035909238157518,-0.0123978703605077,-0.2243729459247393,-0.24466340324227,-0.1374084012009924,True,nearzero_positive,True,False,False,False,False,False,False,-0.03303344547748566,-0.03265810012817383,-0.04068300127983093,-0.0461203008890152,-0.03292493522167206
7a9a7b86210b5dc4,1,2,17,0,3,-0.0001631911307573,3,3,3,3,3,3,3,0.1040579374486047,0.0345621504133607,0.0555146956949406,0.0348236287862773,0.0771300541879909,0.0769545219912063,0.184209524032484,True,mild_harm,True,True,True,True,True,True,True,-0.004216521978378296,-0.004216521978378296,-0.004216521978378296,-0.004216521978378296,-0.004216521978378296
81195788481d5844,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
948d834b78515695,1,2,10,1,22,2.8722488693892767e-05,22,22,22,22,22,22,22,0.0304712844060136,0.0304712844060136,0.0304712844060136,0.0304712844060136,0.0199710543403832,0.0199133145465896,0.1271683165878672,True,nearzero_positive,True,True,True,True,True,True,True,-0.0016448795795440674,-0.001640021800994873,-0.001648545265197754,-0.0016452968120574951,-0.0016404986381530762
a08635adfbc45990,1,2,16,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
a5836bf6d71f58f2,1,2,17,1,9,0.000861446211487,-1,-1,-1,-1,-1,-1,-1,-0.2202320559556684,-0.187368329312761,-0.1881099568229277,-0.1890140995049977,-0.4920829851105117,-0.4615708801342967,-0.354315878093019,True,nearzero_positive,False,False,False,False,False,False,False,-0.044851988554000854,-0.04446956515312195,-0.03001171350479126,-0.04519036412239075,-0.04465410113334656
a6e92119ed185a7d,1,2,19,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
aeb0da156a7b5426,1,2,3,1,21,8.050889065489182e-05,21,21,21,21,21,21,21,0.1944553441453541,0.1944553441453541,0.1944553441453541,0.1944553441453541,0.2042937972349747,0.200557735091185,0.3078127371324626,True,nearzero_positive,True,True,True,True,True,True,True,0.0020463019609451294,0.0008438676595687866,0.0020463019609451294,0.0020463019609451294,6.255507469177246e-05
b024a29a38815f5d,1,2,10,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
c0eff628bb5d57f2,1,2,5,0,9,-0.0002712661859579,-1,-1,-1,-1,9,9,9,-0.0425774173922706,-0.0425774173922706,-0.0425774173922706,-0.0425774173922706,0.5777097700213083,0.5741453582844402,0.6814003603257179,True,mild_harm,False,False,False,False,True,True,True,0.09769795835018158,0.09768524765968323,0.09416921436786652,0.09774251282215118,0.09768238663673401
c2ef8af22b6b57fa,1,2,16,1,8,0.0006266896873712,-1,-1,-1,-1,-1,-1,-1,-0.1670342690588205,-0.1547061099119134,-0.160008245615177,-0.1561630151810006,-0.3285581520269074,-0.323930891973248,-0.2166758899319703,True,nearzero_positive,False,False,False,False,False,False,False,-0.0257185697555542,-0.025639325380325317,-0.023083150386810303,-0.025782406330108643,-0.025565534830093384
e2becee9277c5811,1,2,18,1,22,0.0001367530750111,-1,-1,-1,-1,-1,-1,-1,-0.0179489893019277,-0.0485699777272334,-0.0350397755003242,-0.0433620732065848,-0.3291130004549158,-0.3333665317448046,-0.2261115297035269,True,nearzero_positive,False,False,False,False,False,False,False,-0.04116785526275635,-0.040533676743507385,-0.04958927631378174,-0.05921068787574768,-0.038309648633003235
e7c6e7ca0bf75a88,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
f845609710815b95,1,2,16,1,22,-0.0001336572684111,-1,-1,-1,-1,-1,-1,-1,-0.0208471729654777,-0.0208471729654777,-0.0208471729654777,-0.0208471729654777,-0.1087627122113189,-0.1450057669851884,-0.0377507649439108,True,mild_harm,False,False,False,False,False,False,False,-0.005193963646888733,-0.004102796316146851,-0.03067941963672638,-0.020723924040794373,-0.00227414071559906
0e7c79855e005220,1,2,17,1,3,0.989674308249508,-1,3,3,3,-1,-1,3,-0.0188629179574028,0.073755660782477,0.1320912561644741,0.0431759354033659,-0.1297838504228669,-0.0868039984345356,0.0204510036067419,True,material_positive,False,True,True,True,False,False,True,-0.02053248882293701,-0.02053248882293701,-0.0003713071346282959,-0.02053248882293701,-0.02053248882293701
14dd0d86a4d353af,1,2,1,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
2d691673d2a75468,1,2,5,1,9,-0.0005493406044321,-1,-1,-1,-1,-1,-1,9,-0.1580240209070793,-0.1580240209070793,-0.1580240209070793,-0.1580240209070793,-0.0213003291087627,-0.0250542904947197,0.0822007115465578,True,mild_harm,False,False,False,False,False,False,True,0.02378559485077858,0.023899685591459274,0.016704358160495758,0.019602321088314056,0.024163194000720978
4a475083531f544e,1,2,17,1,5,0.0005351796336472,-1,-1,-1,-1,-1,-1,-1,-0.1290598766545519,-0.1290598766545519,-0.1290598766545519,-0.1290598766545519,-0.1763420583386676,-0.1845452344137563,-0.0772902323724787,True,nearzero_positive,False,False,False,False,False,False,False,-0.006454065442085266,-0.0048440247774124146,-0.0076853930950164795,-0.010474294424057007,-0.004221290349960327
4aa6a5b42a9d5a1a,1,2,4,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
4f8180de60ff5016,1,2,16,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
65f6f0aad1645746,1,2,15,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
86935537a5e256bd,1,2,3,1,23,-4.216529144323439e-05,-1,-1,-1,-1,-1,-1,-1,-0.1073278805994244,-0.1111203680235126,-0.1101064607726192,-0.1105873837737899,-0.1231409947661425,-0.110049473945555,-0.0027944719042774,True,mild_harm,False,False,False,False,False,False,False,-0.016102313995361328,0.0006544291973114014,9.733438491821289e-05,-0.00022298097610473633,0.0026556551456451416
91dfe4ebf3c25298,1,2,3,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
ae93b0cb5f2752c9,1,2,7,1,23,-1.621068492024813e-06,-1,-1,-1,-1,-1,-1,23,-0.0293535171357767,-0.0293624524503894,-0.0294648905720301,-0.0292083397958076,-0.0299292217087582,-0.0288428966161978,0.0784121054250798,True,mild_harm,False,False,False,False,False,False,True,-0.0005555450916290283,-0.0005553960800170898,0.00030919909477233887,0.0003338158130645752,-0.0005571246147155762
c4b429aa06c65c18,1,2,5,1,27,2.0200232751698115,27,27,27,27,27,27,27,0.0735804685394211,0.2891389852778196,0.314539703793513,0.2272207749262412,0.9096556013035432,0.9062352004194812,1.0134902024607588,True,material_positive,True,True,True,True,True,True,True,0.13468578457832336,0.1347997486591339,0.12746745347976685,0.129752516746521,0.13497668504714966
d124fe4c82a0504a,1,2,14,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
d8a9f79a9b2f5af3,1,2,1,1,22,3.149701463542634,22,22,22,22,22,22,22,2.2019307595008084,3.2723137786130447,3.380430142202563,3.024824709721327,3.6216508811617567,4.293542175433725,4.4007971774750025,True,material_positive,True,True,True,True,True,True,True,0.23411405086517334,0.4800265431404114,0.11561907827854156,0.09669944643974304,0.41594837605953217
d9b829983ef95e41,1,2,17,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
dba43762ec9a571c,1,2,3,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
fefa06851c7f58a7,1,2,7,1,20,-1.232325807697454,-1,-1,-1,-1,-1,-1,-1,-0.1250783774858456,-0.2999844379472767,-0.4101486701760344,-0.2440512633021092,-0.1430339047060821,-0.2994055359563198,-0.1921505339150421,True,catastrophe,False,False,False,False,False,False,False,0.02193966507911682,0.01855923980474472,-0.06358352303504944,-0.005067050457000732,0.01565520465373993
185ce8f5060f5856,1,2,1,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
6b5577a2a92d5e63,1,2,14,1,4,-4.862848371267603e-05,-1,-1,-1,-1,-1,-1,-1,-0.1219906322737365,-0.1219906322737365,-0.1219906322737365,-0.1219906322737365,-0.2183140134187988,-0.2189419073579723,-0.1116869053166947,True,mild_harm,False,False,False,False,False,False,False,-0.015082865953445435,-0.015082865953445435,-0.015082865953445435,-0.015082865953445435,-0.015082865953445435
6d5d40bcf2f153a8,1,2,28,1,11,0.0014631343937406,11,-1,-1,-1,11,11,11,0.04693156707531,-0.116610755963103,-0.0673037680851279,-0.1159954268567586,0.0160152612505818,0.0158137301081092,0.1230687321493868,True,nearzero_positive,True,False,False,False,True,True,True,-0.004841051995754242,-0.004841051995754242,-0.004841051995754242,-0.004841051995754242,-0.004841051995754242
8ce184b9fe795518,1,2,12,1,12,0.0,-1,-1,-1,-1,-1,-1,-1,-0.2064090888528929,-0.2064090888528929,-0.2064090888528929,-0.2064090888528929,-0.2064090888528929,-0.2064090888528929,-0.0991540868116152,True,mild_harm,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
ae75c379fc4f5ac0,1,2,15,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
bc30bddda7655472,1,2,17,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
ec003315c7f8544e,1,2,13,1,7,1.625132601845264,7,7,7,7,7,7,7,1.353453065244092,1.353453065244092,1.353453065244092,1.353453065244092,1.3773599011370865,1.3447987357971003,1.4520537378383782,True,material_positive,True,True,True,True,True,True,True,0.006683245301246643,0.0066220685839653015,-0.008981123566627502,0.005603164434432983,0.006596274673938751
f80967dcb45f5879,1,2,25,1,25,-8.79884749651616e-05,25,25,25,25,25,25,25,0.099576536580388,0.099576536580388,0.099576536580388,0.099576536580388,0.0716707939522193,0.0409993076764014,0.1482543097176791,True,mild_harm,True,True,True,True,True,True,True,-0.0014370828866958618,-0.0014341026544570923,-0.018803566694259644,-0.0016813576221466064,-0.0014089643955230713
f8295ad66d0b502a,1,2,18,1,23,0.0001384854522026,-1,-1,-1,-1,-1,-1,-1,-0.0008499481947263,-0.0008499481947263,-0.0008499481947263,-0.0008499481947263,-0.5360400816012607,-0.5395287739319979,-0.4322737718907203,True,nearzero_positive,False,False,False,False,False,False,False,-0.08380313217639923,-0.08380313217639923,-0.08380313217639923,-0.08380313217639923,-0.08380313217639923
00d83b17d1755be3,1,2,7,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
07f7850e943e5787,1,2,17,1,9,-0.0003208969734609,-1,-1,-1,-1,-1,-1,-1,-0.1973979916018529,-0.1973979916018529,-0.1973979916018529,-0.1973979916018529,-0.3966052886275528,-0.3979038420312505,-0.2906488399899729,True,mild_harm,False,False,False,False,False,False,False,-0.031193017959594727,-0.031193017959594727,-0.031193017959594727,-0.031193017959594727,-0.031193017959594727
0bd45dc9e3a759c2,1,2,17,1,17,0.000105648253858,-1,-1,-1,-1,-1,-1,-1,-0.0491502720382282,-0.1139694647562644,-0.1535707826588385,-0.0920607453927267,-0.2496729300296604,-0.2529147195882603,-0.1456597175469826,True,nearzero_positive,False,False,False,False,False,False,False,-0.035188883543014526,-0.034739524126052856,-0.03215143084526062,-0.026362746953964233,-0.03449796140193939
183eebcd18325090,1,2,12,1,22,-2.6754828193224865e-05,-1,-1,-1,-1,-1,-1,22,-0.0662978432413972,-0.0662978432413972,-0.0662978432413972,-0.0662978432413972,-0.0749566261693814,-0.0750130693429543,0.0322419326983232,True,mild_harm,False,False,False,False,False,False,True,-0.0013558417558670044,-0.0013558417558670044,-0.0013558417558670044,-0.0013558417558670044,-0.0013558417558670044
19b32f02944d51ad,1,2,19,1,20,4.461837168800997e-05,-1,-1,-1,-1,-1,-1,-1,-0.0019317958303994,-0.0019317958303994,-0.0019317958303994,-0.0019317958303994,-0.2366414446586265,-0.2381714238206207,-0.1309164217793431,True,nearzero_positive,False,False,False,False,False,False,False,-0.03675217926502228,-0.03675217926502228,-0.03675217926502228,-0.03675217926502228,-0.03675217926502228
1de30d88d7e15d70,1,2,11,1,4,0.0004073154002428,-1,-1,-1,-1,-1,-1,-1,-0.1069080151793301,-0.1278310714773245,-0.1222502815965471,-0.1224356933064312,-0.1432342170033085,-0.1604791278581041,-0.0532241258168264,True,nearzero_positive,False,False,False,False,False,False,False,-0.00920899212360382,-0.01230311393737793,-0.00040187686681747437,-0.0028823986649513245,-0.006643220782279968
351a31864bda5923,1,2,12,1,9,-0.0003158109522206,-1,-1,-1,-1,-1,-1,-1,-0.1578984658755699,-0.1566867651135663,-0.1572445426442346,-0.155793526506646,-0.5082716156439429,-0.5106422783393005,-0.4033872762980229,True,mild_harm,False,False,False,False,False,False,False,-0.05483633279800415,-0.054837316274642944,-0.054832279682159424,-0.054897159337997437,-0.05483812093734741
42e1302d4d595015,1,2,24,0,23,-3.214230805159701e-05,-1,-1,-1,-1,-1,-1,-1,-0.0238772594682052,-0.0238772594682052,-0.0238772594682052,-0.0238772594682052,-0.3253453258438253,-0.3220589930129388,-0.2148039909716611,True,mild_harm,False,False,False,False,False,False,False,-0.048218682408332825,-0.048218682408332825,-0.048218682408332825,-0.04516313970088959,-0.048218682408332825
436d539f02525dbf,1,2,9,1,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
53791dfcfb555d8b,1,2,13,0,-1,,-1,-1,-1,-1,-1,-1,-1,,,,,,,,False,no_rsm_proposal,False,False,False,False,False,False,False,,,,,
5787abf0e35d54cf,1,2,12,1,9,-0.0003529437301916,-1,-1,-1,-1,-1,-1,9,-0.1807149867705499,-0.1807149867705499,-0.1807149867705499,-0.1807149867705499,-0.088113809797917,-0.0875101794322647,0.0197448226090128,True,mild_harm,False,False,False,False,False,False,True,0.014500021934509277,0.014500021934509277,0.014500021934509277,0.014500021934509277,0.014500021934509277
