scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_teacher_improvement,quality_selected_action,plan_control_selected_action,dist_mean_selected_action,temporal_profile_selected_action,dirp_joint_selected_action,quality_value,plan_control_value,dist_mean_value,temporal_profile_value,dirp_joint_value,cv_occ_selected_action,local_rf_selected_action,plan_rf_selected_action,cv_occ_value,local_rf_value,plan_rf_value,pc_occupancy_robust_selected_action,pc_occupancy_robust_value,rsm_occ_delta_cv,rsm_occ_delta_ca,rsm_occ_delta_brake,rsm_occ_delta_yield,rsm_occ_delta_nonyield,risk_delta_l1,delta_hard_agent_risk,delta_soft_agent_risk,delta_agent_ttc_risk,delta_hard_off_route_risk,delta_soft_off_route_risk,delta_red_light_risk,teacher_bucket,quality_accept,cv_occ_accept,local_rf_accept,plan_rf_accept,v44_robust_accept,current_risk_all_zero,cv_to_local_local_only,cv_to_local_cv_only,local_to_plan_plan_only,local_to_plan_local_only,v44robust_to_plan_plan_only,v44robust_to_plan_v44_only,teacher_bucket_v46,plan_control_accept,dist_mean_accept,temporal_profile_accept,dirp_joint_accept,plan_to_dist_mean_dist_mean_only,plan_to_dist_mean_plan_only,plan_to_temporal_profile_temporal_profile_only,plan_to_temporal_profile_plan_only,plan_to_dirp_joint_dirp_joint_only,plan_to_dirp_joint_plan_only,plan_control_material_miss,dist_mean_material_miss,temporal_profile_material_miss,dirp_joint_material_miss
8813e8c6790a59d3,0,1,13,1,22,0.0001085729885146,22,22,22,22,22,0.128368534954043,0.2703179349934203,0.2280357762756346,0.0496410989764904,0.0845284342532853,22,22,22,0.3487067175302313,0.2478139110007394,0.2703179349934203,22,0.3857431812269261,0.0307934358716011,0.0307934358716011,0.0307934358716011,0.0307934358716011,0.0307934358716011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
9626975e16725ec8,0,1,20,1,22,0.0008604435924439,22,-1,-1,22,22,0.0712654831030521,-0.2101660997331766,-0.2501681989156228,0.1433685965223314,0.1200529494811491,-1,-1,-1,-0.3502752545765851,-0.2864845700895451,-0.2101660997331766,-1,-0.421131707009619,-0.0589125677943229,-0.0589125677943229,-0.0589125677943229,-0.0589125677943229,-0.0589125677943229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,True,True,False,False,True,False,True,False,False,False,False,False
9907ad0101c45e09,0,1,1,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9e720f0176b35d63,0,1,24,1,19,-9.262234168127192e-05,-1,-1,-1,-1,-1,-0.0998189426026542,-0.2299018621809841,-0.2492923866847818,-0.0319574676635149,-0.0458169658547839,-1,-1,-1,-0.233179199331582,-0.1855227608234986,-0.2299018621809841,-1,-0.2555875552654536,-0.0186378061771392,-0.0186378061771392,-0.0186377763748168,-0.0186337083578109,-0.0186379998922348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a67f3948c2445760,0,1,3,1,3,0.0006509598884731,3,3,3,3,3,0.0992417242539443,0.2455906852744848,0.267358391880389,0.1392110611416906,0.1803235436648831,3,3,3,0.2932212029251946,0.2348194449560486,0.2455906852744848,3,0.325827063848846,0.0271096676588058,0.0271096676588058,0.0271096676588058,0.0271096676588058,0.0271096676588058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
a8e99095a8235549,0,1,4,0,16,-1.2318749638779087,16,16,16,16,16,2.4079723824805743,2.3979479940237534,2.432766235306417,2.3799586574402083,2.3780528303976727,16,16,16,2.3432146167223977,2.399267901473595,2.3979479940237534,16,2.369902066627495,-0.0090502500534057,-0.0090502500534057,3.057718276977539e-05,-0.0090502500534057,-0.0090502500534057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,catastrophe,True,True,True,True,True,True,False,False,False,False,False,False,catastrophe,True,True,True,True,False,False,False,False,False,False,False,False,False,False
aed1237adf57578c,0,1,1,1,0,1.0332035451421078,0,0,0,0,0,1.0469789120425848,2.434306758065947,2.4353770861817545,2.544067492950771,2.817677674067837,0,0,0,2.6283496873032464,2.2158205857272444,2.434306758065947,0,2.6917396508075337,0.2210049927234649,0.171192929148674,0.2145732417702675,0.2238703966140747,0.2188117206096649,2.8231206834316254,0.0,0.1431317329406738,0.2660504281520843,0.0,2.413938522338867,0.0,material_positive_gt_0.2,True,True,True,True,True,False,False,False,False,False,False,False,material_positive_gt_0p2,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ba5ddc3d1d5d56ad,0,1,1,0,25,-3.65264862778325e-05,25,25,25,25,25,0.0127626955319317,0.0192881736456898,0.011725696821486,0.0092389817327635,0.0133246449195506,25,25,25,0.0207854146279628,0.0188124235463107,0.0192881736456898,25,0.0221339280779888,0.0011212155222892,0.0011212155222892,0.0011212155222892,0.0011212155222892,0.0011212155222892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,True,True,True,True,True,True,False,False,False,False,False,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
c81dc86e054f566d,0,1,15,1,3,0.0005305072082206,3,3,3,3,3,0.0551113876017744,0.0152567280651815,0.0085770561396555,0.0984387609277703,0.0764663271232397,3,3,3,0.0069401394743201,0.0195715964538565,0.0152567280651815,-1,-0.0011569364098798,-0.0067321900278329,-0.0067321900278329,-0.0067321900278329,-0.0067321900278329,-0.0067321900278329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,False,True,False,False,False,False,True,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
cffbf96734fa5f35,0,1,2,0,1,-0.0001211573171431,-1,-1,-1,1,1,-0.0153861545730877,-0.1055280480973427,-0.1002431443926986,0.1070526022068612,0.0800189022920175,1,-1,-1,0.0209365078374037,-0.0927513953731024,-0.1055280480973427,1,0.0442107069566855,0.0050762891769409,-0.0084496438503265,-0.0112702846527099,0.0147633329033851,0.0015520229935646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,True,False,False,True,True,False,True,False,False,False,True,mild_harm,False,False,True,True,False,False,True,False,True,False,False,False,False,False
f4ba7c7ca86f5233,0,1,13,1,22,6.64908149863308e-05,22,22,22,22,22,0.1251936210924971,0.2528117128018531,0.2087445200586392,0.05098843209562,0.0819329040985791,22,22,22,0.3236643814380909,0.2324855646165252,0.2528117128018531,22,0.3570251558501629,0.0277373455464839,0.0277373455464839,0.0277373455464839,0.0277373455464839,0.0277373455464839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,True,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
045cd7a008c65925,0,1,17,1,9,0.0004271200689487,-1,-1,-1,-1,-1,-0.0450054482189682,-0.0140767645471124,-0.1414836022100609,-0.0375522077476905,-0.0876983911689282,-1,-1,-1,-0.1594100988354935,-0.0117431003679508,-0.0140767645471124,-1,-0.2545239133163512,-0.015988677740097,-0.015988677740097,-0.0344991087913513,-0.015988677740097,-0.015988677740097,0.1090890765190124,0.0,0.0,0.1090890765190124,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0c77a4182a655cf9,0,1,3,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1470dbcb0c415442,0,1,9,1,9,0.0005928187692534,-1,9,9,9,9,-0.1299976554846019,0.3970582104528051,0.4756252121132092,0.686462939236637,0.8528589905541109,9,9,9,0.3980028687642572,0.2209601230416524,0.3970582104528051,9,0.4867539540921776,0.0737908780574798,0.0737908780574798,0.0737908780574798,0.0737908780574798,0.0737908780574798,0.107776939868927,0.0,0.1066112518310546,0.0011656880378723,0.0,0.0,0.0,positive_le_0.001,False,True,True,True,True,False,False,False,False,False,False,False,positive_le_0p001,True,True,True,True,False,False,False,False,False,False,False,False,False,False
208da297c61b5a6b,0,1,14,0,9,-0.0002173149178734,-1,-1,-1,-1,-1,-0.0867331847604068,-0.5163930055448205,-0.5415812370242671,-0.1279965750627966,-0.2406668058739474,-1,-1,-1,-0.9016749008744008,-0.4785991428302062,-0.5163930055448205,-1,-0.5921251351606052,-0.1138924658298492,-0.1138926148414611,-0.0297566950321197,-0.0589184761047363,-0.113896757364273,0.0102043151855468,0.0,0.0,0.0102043151855468,0.0,0.0,0.0,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249837af09305794,0,1,2,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2648d4ed541751cc,0,1,13,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2e3481cf5ec35baa,0,1,14,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31d6d7b013a75d29,0,1,17,1,9,0.00015953127658,-1,-1,-1,-1,-1,-0.1073844318899427,-0.2403831257095861,-0.4193414815955393,-0.2324554605389152,-0.3261146422676865,-1,-1,-1,-0.409522072589537,-0.2257847493390706,-0.2403831257095861,-1,-0.4603080125097513,-0.0422253310680389,-0.0422253310680389,-0.0422253310680389,-0.0422253310680389,-0.0422253310680389,0.0085025429725646,0.0,0.0,0.0085025429725646,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45389fbdea6657a0,0,1,10,0,6,-0.0003288350688643,6,6,6,6,6,0.0079909663662709,0.2965372650488857,0.3317959589462361,0.2421108553945206,0.2796078333976097,6,6,6,0.1073169659822871,0.3175416491470323,0.2965372650488857,6,0.1373212601488347,0.0138813257217407,0.0184709131717681,0.0103384554386138,0.0118994712829589,0.0148427784442901,0.0245783329010009,0.0,0.0,-0.0245783329010009,0.0,0.0,0.0,mild_harm,True,True,True,True,True,False,False,False,False,False,False,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
46bf28b955d051b1,0,1,29,1,5,-0.0003345792815641,-1,5,5,5,5,-0.0117541964474493,0.2495989506983915,0.3116653086316007,0.6807932950159407,0.7189162852004595,5,5,5,0.4485621334104278,0.1937988304074446,0.2495989506983915,5,0.5259362360472983,0.0643316507339477,0.0643316507339477,0.0643316507339477,0.0643316507339477,0.0643316507339477,0.6970826983451843,0.0,0.0,0.6970826983451843,0.0,0.0,0.0,mild_harm,False,True,True,True,True,False,False,False,False,False,False,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
4efebde6623256df,0,1,6,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5991dfcee3185e01,0,1,15,0,2,-3.552210174457291e-05,2,2,2,2,2,0.0296987985340642,0.1378135491728643,0.1047688398634762,0.0282278287661694,0.0311875675698966,2,2,2,0.0750613976092406,0.1251608709520002,0.1378135491728643,2,0.0977356194090934,0.0063396692276,0.0060069113969802,0.0165079087018966,0.0165079087018966,0.0040824264287948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,True,True,True,True,True,True,False,False,False,False,False,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
6c82dcb2637f5ad4,0,1,3,0,9,-0.0003719746213523,-1,9,9,9,9,-0.0089266683995388,0.4250313715423205,0.2586412374560538,0.32191895287868,0.2449586788638447,9,9,9,0.8007259246704121,0.300306686959972,0.4250313715423205,9,0.9368197367479564,0.113153263926506,0.113153263926506,0.113153263926506,0.113153263926506,0.113153263926506,0.250110775232315,0.0,0.0,0.250110775232315,0.0,0.0,0.0,mild_harm,False,True,True,True,True,False,False,False,False,False,False,False,mild_harm,True,True,True,True,False,False,False,False,False,False,False,False,False,False
1a9e0797610e5da4,1,2,17,1,9,-0.0003152008085511,-1,-1,-1,-1,-1,-0.1630152713567658,-0.1276949703626711,-0.1021931275326285,-0.1778059932147139,-0.1955056696221473,-1,-1,-1,-0.1786689410993669,-0.131415795555659,-0.1276949703626711,-1,-0.0777360294063173,-0.0027283132076263,-0.0011035948991775,0.0110586993396282,0.0217173397541046,-0.0022747330367565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31e5a1e6febd5acb,1,2,12,1,4,0.0022942917462438,4,-1,4,-1,-1,0.0195280382398785,-0.0369527523879082,0.0304234636763763,-0.0506971239073333,-0.0787892629703918,4,4,-1,0.2550222918012764,0.0634953339894366,-0.0369527523879082,4,0.2833604385345111,0.0410448312759399,0.0410448312759399,0.0410448312759399,0.0410448312759399,0.0410448312759399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_0.001_to_0.01,True,True,True,False,True,True,False,False,False,True,False,True,positive_0p001_to_0p01,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3f0c33142293536e,1,2,11,1,19,0.0,-1,-1,-1,-1,-1,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-1,-1,-1,-0.0169318384502467,-0.0169318384502467,-0.0169318384502467,-1,-0.0169318384502467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48fc14e048fb5fe2,1,2,18,1,23,0.0001272183358669,23,23,-1,23,23,0.0044445604943502,0.0118477093078209,-0.0123162466152662,0.0201164328335816,0.0318824729195872,23,23,23,0.0418968204413027,0.0119667054341957,0.0118477093078209,23,0.0458271406813499,0.0065276324748992,0.0065276324748992,0.0063494592905044,0.0065276324748992,0.0065276324748992,0.038800660520792,0.0,-0.0027443766593933,0.0360562838613987,0.0,0.0,0.0,positive_le_0.001,True,True,True,True,True,False,False,False,False,False,False,False,positive_le_0p001,True,False,True,True,False,True,False,False,False,False,False,False,False,False
65f00228b6bc54b5,1,2,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
d22547ad7061548d,1,2,11,1,26,0.0043491496021159,-1,-1,-1,-1,-1,-0.0207781105256546,-0.4240523875704108,-0.4878608246808227,-0.5542109195711394,-0.6341816366365947,-1,-1,-1,-0.5449156304369442,-0.5440861303465265,-0.4240523875704108,-1,-0.6079875534155712,-0.0913531184196472,-0.0913531184196472,-0.0913531184196472,-0.0913531184196472,-0.0913531184196472,0.0444406466558575,0.0,-0.0291472077369689,-0.0152934389188885,0.0,0.0,0.0,positive_0.001_to_0.01,False,False,False,False,False,False,False,False,False,False,False,False,positive_0p001_to_0p01,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ebc361211e395b18,1,2,19,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f757646a2d865977,1,2,1,0,5,-0.0002396740362047,-1,-1,-1,-1,-1,-0.1411752663796481,-0.276787285914598,-0.2878530691926333,-0.3120776144701144,-0.2938689812168054,-1,-1,-1,-0.2729509826286523,-0.2646051641429836,-0.276787285914598,-1,-0.395444793128753,-0.0229674875736236,-0.0340805947780609,-0.0589869618415832,-0.0589869618415832,-0.0358853042125701,0.1949517130851745,0.0,0.1648016571998596,0.0301500558853149,0.0,0.0,0.0,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9ca3798eb199579e,1,2,10,0,23,-7.272584703751916e-05,-1,-1,-1,-1,-1,-0.0756890779888464,-0.1850061387357592,-0.1884015597829903,-0.2122014512335923,-0.3001016346079202,-1,-1,-1,-0.5812852814428097,-0.1743388008649727,-0.1850061387357592,-1,-0.0130048636879152,-0.0881215184926986,-0.0896986126899719,0.068236768245697,0.008916437625885,-0.0897345393896102,0.1122879385948181,0.0,-0.0013227462768554,-0.1109651923179626,0.0,0.0,0.0,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
f7050dbcd3c954f3,1,2,6,1,2,1.2324836412908278,-1,-1,2,2,2,-0.0183146703605858,-0.0057075811357303,0.0388018473251937,0.0362101110600919,0.0169458041694481,-1,-1,-1,-0.0131847905526328,-0.0072260262220973,-0.0057075811357303,-1,-0.0095236241157732,0.0008940994739532,0.0008999407291412,0.0035591274499893,0.0009462833404541,0.0009086728096008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,material_positive_gt_0.2,False,False,False,False,False,True,False,False,False,False,False,False,material_positive_gt_0p2,False,True,True,True,True,False,True,False,True,False,True,False,False,False
180f81d1ca5c5ee3,1,2,17,1,23,7.068096973794624e-05,-1,-1,-1,23,23,-0.0041931641123639,-0.0161474231122504,-0.0180814909073875,0.0066917497414199,0.006484437808715,-1,-1,-1,-0.0221579250762888,-0.0146317465049248,-0.0161474231122504,-1,-0.0243197005179653,-0.0031311176717281,-0.0031311176717281,-0.0031311176717281,-0.0031311176717281,-0.0031311176717281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,True,True,False,False,True,False,True,False,False,False,False,False
1bd8ca835d485cd8,1,2,14,1,23,0.0001267136363314,23,-1,-1,-1,-1,0.0208828277036313,-0.0352082565311139,-0.0452965016673891,-0.0040112955903487,-0.013744822848257,-1,-1,-1,-0.0494060022348308,-0.0285502360219648,-0.0352082565311139,-1,-0.057864161948479,-0.0122507959604263,-0.0122507959604263,-0.0122507959604263,-0.0122507959604263,-0.0122507959604263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_le_0.001,True,False,False,False,False,True,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291db523bb115ccf,1,2,16,1,24,-8.852075822662897e-05,-1,24,24,-1,-1,-0.0701666952380924,0.0334679548007345,0.0475255170336582,-0.0535159857369779,-0.0386850496245165,24,24,24,0.0746145483944489,0.013530901374083,0.0334679548007345,24,0.0920367570459543,0.0252342522144317,0.0252342522144317,0.0252342522144317,0.0252342522144317,0.0252342522144317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,True,True,True,True,True,False,False,False,False,False,False,mild_harm,True,True,False,False,False,False,False,True,False,True,False,False,False,False
2d4f708394ef542e,1,2,2,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39346eef49ad52a6,1,2,16,0,2,-1.8276321345854372,-1,-1,-1,-1,-1,-0.2347490004295813,-0.2985336650891376,-0.3081188158443639,-0.2114405839713798,-0.2137948305278822,-1,-1,-1,-0.3202106984529183,-0.262606413060494,-0.2985336650891376,-1,-0.3304947469805417,-0.0148953199386596,-0.0148953199386596,-0.0148953199386596,-0.0148953199386596,-0.0148953199386596,0.4119033813476562,0.0,0.0,0.0,0.0,-0.4119033813476562,0.0,catastrophe,False,False,False,False,False,False,False,False,False,False,False,False,catastrophe,False,False,False,False,False,False,False,False,False,False,False,False,False,False
621fb14952d45fbc,1,2,2,0,2,-1.793281329542026,-1,-1,-1,-1,-1,-0.3272054905934107,-0.1168272908608037,-0.0789872274806194,-0.3969154276112775,-0.3750680325451464,-1,-1,-1,-0.0424662286331196,-0.142215857129804,-0.1168272908608037,-1,-0.0082022005338767,0.0496278554201126,0.0496278554201126,0.0496278554201126,0.0496278554201126,0.0496278554201126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,catastrophe,False,False,False,False,False,True,False,False,False,False,False,False,catastrophe,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79a3cfc7d4535d5f,1,2,14,1,25,0.0030683114655256,25,-1,-1,-1,-1,0.0226288211103738,-0.0261615257911515,-0.038909404400667,-0.0303462556859567,-0.0243931206184395,-1,-1,-1,-0.0193354698802357,-0.0580468774707476,-0.0261615257911515,-1,-0.114863177965181,-0.0073140412569046,-0.0066840201616287,-0.0322435200214386,-0.016534000635147,-0.0064828544855117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_0.001_to_0.01,True,False,False,False,False,True,False,False,False,False,False,False,positive_0p001_to_0p01,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7a90e31caaa35114,1,2,11,1,23,-0.0002471273148438,23,23,23,23,-1,0.0077925570944603,0.057978830997916,0.0310727139814839,0.0443877143439042,-0.0067761876358388,23,23,23,0.1071636770136336,0.0208753937420712,0.057978830997916,23,0.1191214792481258,0.0173196196556091,0.0173196196556091,0.0173196196556091,0.0173196196556091,0.0173196196556091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,True,True,True,True,True,True,False,False,False,False,False,False,mild_harm,True,True,True,False,False,False,False,False,False,True,False,False,False,False
9e4525cb8f5e5fcd,1,2,15,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
c5e0107671965987,1,2,13,0,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ca00c31168b252d5,1,2,16,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
e2c31e25cb35514d,1,2,14,1,9,-0.0005410650956444,-1,-1,-1,-1,-1,-0.1435231315168559,-0.2059984020240723,-0.1826643314902539,-0.2180404113756697,-0.1911689815679764,-1,-1,-1,-0.2873192056025924,-0.2373743876354191,-0.2059984020240723,-1,-0.3061344211663162,-0.0250625312328338,-0.0250479280948638,-0.0252177119255065,-0.0254184752702713,-0.0251210033893585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114a8e53ec3c5e0d,1,2,3,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1907423ff64a51eb,1,2,9,1,22,4.7492956556399735e-05,-1,-1,-1,-1,-1,-0.0893515620737052,-0.017911884332366,-0.0346696551390923,-0.0631930624064251,-0.0749357592512245,-1,-1,-1,-0.1424587413132495,-0.0341815319556479,-0.017911884332366,-1,-0.0294406887883088,-0.0092561542987823,0.0048628151416778,0.0119401365518569,0.0181099772453308,0.0088428854942321,0.0068999528884887,0.0,0.0,0.0068999528884887,0.0,0.0,0.0,positive_le_0.001,False,False,False,False,False,False,False,False,False,False,False,False,positive_le_0p001,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b8091003cbb95da3,1,2,2,1,21,0.0057995361132896,21,21,-1,21,21,0.0236475088153857,0.0694560119578858,-0.0093905044774174,0.0113226392202631,0.0745183190300071,-1,21,21,-0.0893961587860127,0.0637981011957377,0.0694560119578858,-1,-0.2470502882454656,-0.0197026282548904,-0.0613754242658615,0.0112708806991577,0.0112708806991577,-0.0766100883483886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive_0.001_to_0.01,True,False,True,True,False,True,True,False,False,False,True,False,positive_0p001_to_0p01,True,False,True,True,False,True,False,False,False,False,False,False,False,False
c9281513f02f50f2,1,2,12,1,23,0.0,-1,-1,-1,-1,-1,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-1,-1,-1,-0.0300762360215664,-0.0300762360215664,-0.0300762360215664,-1,-0.0300762360215664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
eeb054ac63575b33,1,2,2,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6988613e2a3557be,1,2,17,1,-1,,-1,-1,-1,-1,-1,,,,,,-1,-1,-1,,,,-1,,,,,,,,,,,,,,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,no_rsm_proposal,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b66ea7e3342b533b,1,2,2,0,2,-5.520669647962606e-05,-1,-1,-1,-1,-1,-0.175496164425522,-0.0046733975142171,-0.0465087931035901,-0.1030576031058159,-0.1094870286500194,-1,-1,-1,-0.1839039125894347,-0.0422680570132833,-0.0046733975142171,-1,-0.1849156850849349,-0.0014654099941253,-0.0014654099941253,-0.0014654099941253,-0.0014654099941253,-0.0014654099941253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mild_harm,False,False,False,False,False,True,False,False,False,False,False,False,mild_harm,False,False,False,False,False,False,False,False,False,False,False,False,False,False
