scenario_token,outer_test_fold,candidate_count,full_selected_action,intervention_prefix_size,intervention_selected_action,intervention_selected_rank_by_rsmr_score,full_selected_rank_by_rsmr_score,switched_from_full_winner,full_winner_deleted_by_prefix,intervention_y,full_y,intervention_rsmr_score,intervention_quality_value,intervention_plan_control_value,intervention_ego_ref_value
42e1302d4d595015,1,24,23,-1,-1,-1,1,0,1,,-3.214230805159701e-05,,,,
431f7c6b100d5249,4,8,21,4,21,1,1,0,0,-9.228673037142698e-05,-9.228673037142698e-05,0.2740727649917469,0.03310275023558566,0.020277939955162604,0.026892701719846132
43557bbc55b85aa6,4,6,-1,-1,-1,-1,-1,0,0,,,,,,
436d539f02525dbf,1,9,-1,-1,-1,-1,-1,0,0,,,,,,
43f8bc12d54d5cef,3,2,-1,-1,-1,-1,-1,0,0,,,,,,
440a7c7dd1395be4,2,17,22,12,22,1,1,0,0,0.005498093330710496,0.005498093330710496,0.3464565185401473,0.0795708657337044,-0.32923733079770234,-0.22790814783945298
441987f47a6f5784,1,9,-1,-1,-1,-1,-1,0,0,,,,,,
447b5889e4005e16,4,5,-1,-1,-1,-1,-1,0,0,,,,,,
44ae005ad8b25d52,4,10,-1,-1,-1,-1,-1,0,0,,,,,,
452d348a65ac59f3,3,11,-1,-1,-1,-1,-1,0,0,,,,,,
45389fbdea6657a0,0,10,6,10,6,1,1,0,0,-0.00032883506886438596,-0.00032883506886438596,0.05115423176304604,0.007990966366270984,0.2965372650488857,0.2199716340821655
460cfd36104e5450,2,16,6,-1,-1,-1,1,0,1,,-0.001754277704656193,,,,
46bf28b955d051b1,0,29,5,-1,-1,-1,1,0,1,,-0.0003345792815641069,,,,
46eb37ed09fc5718,3,22,-1,-1,-1,-1,-1,0,0,,,,,,
46f297276986585b,2,4,-1,-1,-1,-1,-1,0,0,,,,,,
46f5fac22c0b5cb0,0,5,5,4,5,1,1,0,0,-0.0008687456113751976,-0.0008687456113751976,0.0060178534605635214,-0.032732857784812885,0.06126515472422968,0.018329094823775108
470e191769275e16,2,9,-1,-1,-1,-1,-1,0,0,,,,,,
4750b9c4cfbd5d3f,0,2,-1,-1,-1,-1,-1,0,0,,,,,,
479da12f5f165e29,3,17,-1,-1,-1,-1,-1,0,0,,,,,,
47cdc9127a1e55a7,4,11,9,-1,-1,-1,1,0,1,,-0.0004928609021008779,,,,
48428a15cb2d56c8,4,5,-1,-1,-1,-1,-1,0,0,,,,,,
48ee2a6b3a4b54cc,4,8,-1,-1,-1,-1,-1,0,0,,,,,,
48fc14e048fb5fe2,1,18,23,17,23,1,1,0,0,0.00012721833586692988,0.00012721833586692988,0.13772132931757214,0.004444560494350229,0.01184770930782096,-0.011597387928283838
48fd1a7abb7c59a6,0,19,23,6,2,2,1,1,0,-0.00020503198169175008,-0.0003539639446881182,0.21384664537024498,-0.0306346491505455,-0.023285061161134716,0.01804177960552767
49677b3a648b58be,4,28,-1,-1,-1,-1,-1,0,0,,,,,,
49f109b9cca4567a,4,8,-1,-1,-1,-1,-1,0,0,,,,,,
4a1db4bffda6552f,4,16,-1,-1,-1,-1,-1,0,0,,,,,,
4a35d5b02394561e,3,17,-1,-1,-1,-1,-1,0,0,,,,,,
4a42412827f55dc1,2,16,24,7,24,1,1,0,0,0.0,0.0,0.05199140907750935,-0.05131792744936843,-0.05131792744936843,-0.05131792744936843
4a475083531f544e,1,17,5,8,5,1,1,0,0,0.0005351796336472425,0.0005351796336472425,0.015295741761631593,-0.12905987665455196,-0.1789358345051261,-0.1856946775658674
4a90f1c8ef895e13,3,12,2,5,24,2,1,1,0,-8.079872835078244e-05,-0.00028515581056126355,0.12809401532955816,-0.016610071153088556,-0.007440338810563055,0.009855791595747912
4aa6a5b42a9d5a1a,1,4,-1,-1,-1,-1,-1,0,0,,,,,,
4ac48ad526735073,4,15,1,14,1,1,1,0,0,0.0003725693814456421,0.0003725693814456421,0.1935467795769919,-0.018222531399934017,0.08749988507625373,0.1232865294767283
4ace61964e9f5b4b,4,5,-1,-1,-1,-1,-1,0,0,,,,,,
4b308d5a04d05498,4,17,-1,-1,-1,-1,-1,0,0,,,,,,
4b30de14589f513c,0,14,23,8,22,2,1,1,0,0.0002504963003098963,0.0002240603599697351,0.020999800329346202,0.10764382958817197,-0.06074910306912788,-0.09659390863337995
4b7fb448a9f35a56,4,18,-1,-1,-1,-1,-1,0,0,,,,,,
4cf854e9eadf5084,3,2,-1,-1,-1,-1,-1,0,0,,,,,,
4d08ab0578415b3b,4,6,-1,-1,-1,-1,-1,0,0,,,,,,
4d104d17dc625c04,4,8,26,6,25,2,1,1,0,-0.0004376932598653127,-0.0004376932598653127,0.15105657188963317,-0.007956252444979588,0.00546939706473302,0.0016119223022975047
4d6b64ad777d51e8,3,8,9,4,9,1,1,0,0,-0.00035497374311091456,-0.00035497374311091456,0.13382230526485772,-0.045477059432490245,-0.34053904691817016,-0.29383521890204467
4d6fb0d27a0f51ce,2,7,-1,-1,-1,-1,-1,0,0,,,,,,
4db8527b43a95f0d,3,17,11,12,11,1,1,0,0,-0.00032001790143532105,-0.00032001790143532105,0.09475520421992928,0.02691777011596715,0.17454903978993705,0.2814412173080084
4efebde6623256df,0,6,-1,-1,-1,-1,-1,0,0,,,,,,
4f1e4809df7255cd,3,3,9,3,9,1,1,0,0,-0.0004685123638249935,-0.0004685123638249935,0.11596109120638542,-0.06583067235542547,-0.31864461962707624,-0.2735287382233304
4f48d8ce00c3509c,3,16,6,6,6,1,1,0,0,0.0004191477632149443,0.0004191477632149443,0.03788096763493115,-0.0033652878207937236,0.028541222281497743,0.02455536256959607
4f547ba1d6e953b1,3,17,3,-1,-1,-1,1,0,1,,-4.7124452050795185e-05,,,,
4f74e2eb505a5fd0,0,9,7,-1,-1,-1,1,0,1,,-0.24303894127057868,,,,
4f8180de60ff5016,1,16,-1,-1,-1,-1,-1,0,0,,,,,,
4fc4718214135eee,4,12,9,-1,-1,-1,1,0,1,,0.989265655384527,,,,
501128405d13533f,0,10,-1,-1,-1,-1,-1,0,0,,,,,,
506ddb4d458f5a70,0,1,9,1,9,1,1,0,0,-0.9297249210089445,-0.9297249210089445,0.21299426294952226,-0.046178427279010996,-0.22788621982603935,-0.17350602850622404
5098ce6b12fa5143,4,9,-1,-1,-1,-1,-1,0,0,,,,,,
518c0014d1a45ca8,0,13,12,9,25,2,1,1,0,2.831977549977438e-05,-0.00013040864672486663,0.1834140439796676,-0.012955027085015832,-0.062035758591489396,-0.07021482010748128
52092728a1c1574f,4,17,-1,-1,-1,-1,-1,0,0,,,,,,
5214a5118acc5d75,4,15,6,9,6,1,1,0,0,-0.0018463206470360483,-0.0018463206470360483,0.07705476928321099,-0.015420270159797503,0.16901506228076024,0.14475079088921916
524cadd627f25d7f,0,8,7,8,7,1,1,0,0,-0.2439054437735635,-0.2439054437735635,0.04393666708463834,-0.09263717732450064,-0.005796149795107355,-0.03127206186538791
53620555ea3a5d3c,0,9,21,-1,-1,-1,1,0,1,,0.0,,,,
53791dfcfb555d8b,1,13,-1,-1,-1,-1,-1,0,0,,,,,,
538923756bab555f,3,17,9,-1,-1,-1,1,0,1,,0.0007085304721989871,,,,
538f3eb865185615,3,26,19,5,10,2,1,1,0,-9.073641953261102e-05,-9.282299746971034e-05,0.31894836049447106,-0.04573808104473571,-0.2055087741580607,-0.13076721821987805
54059bb6b643525f,3,11,24,6,24,1,1,0,0,-0.0005095285788178439,-0.0005095285788178439,0.011126935583375491,-0.057850613025718756,-0.24964959033603842,-0.24250528037508762
5465043a8ae85d79,4,2,9,1,9,1,1,0,0,0.9894966626687549,0.9894966626687549,0.2690886366362399,0.028189001739512012,0.01597654910449266,0.052130615803606464
549a8da7bb0b5e8a,2,2,2,2,2,1,1,0,0,-0.9131117959951052,-0.9131117959951052,0.07383833468040031,-0.38975925435497205,-0.48181325942076686,-0.5370150138381814
54dbabed00525444,0,17,6,-1,-1,-1,1,0,1,,-0.00011966039536054351,,,,
5583fb05984f5685,2,17,2,11,2,1,1,0,0,-0.00044750133621285215,-0.00044750133621285215,0.11665104118359451,-0.06991814616655602,-0.17990783251108752,-0.10221669479145393
55a7c26fd2d35b8e,4,16,-1,-1,-1,-1,-1,0,0,,,,,,
5693aed0af7e548c,4,5,17,4,17,1,1,0,0,-2.020414070067741,-2.020414070067741,0.06633656337021299,0.07660071653820894,-0.1170812394340193,-0.11559136967178646
56e384e4189f536f,3,19,3,13,3,1,1,0,0,-1.771524733840124e-05,-1.771524733840124e-05,0.11767366958601866,0.0018453444255964865,0.10789602239238555,0.15878222295198352
5740c711ed2d5d2f,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
5787abf0e35d54cf,1,12,9,-1,-1,-1,1,0,1,,-0.00035294373019167935,,,,
57a59636cde25b02,3,10,2,5,24,2,1,1,0,1.5958167911578611,1.5957976206366964,0.152442751142963,-0.007159162635918955,0.712647906834878,0.7558338603138134
581836f4f4365cc8,2,18,1,7,1,1,1,0,0,-0.00035384111877938274,-0.00035384111877938274,0.6314680991488936,0.11952465391366648,0.24485291722901772,0.3444261124224858
586dc46118d75100,0,14,9,13,9,1,1,0,0,-0.00040474789324213,-0.00040474789324213,0.27742879555935296,-0.07252252497564693,-0.4322105728406123,-0.36663914656592717
588dbd820a135056,3,6,3,5,3,1,1,0,0,0.0005023064074397565,0.0005023064074397565,0.16634610202953165,-0.009825418920578796,-0.024864302827144653,0.02826429686675317
58c0557c53635354,4,6,-1,-1,-1,-1,-1,0,0,,,,,,
58e646ea48eb59d3,4,18,22,13,22,1,1,0,0,0.00030974064748745533,0.00030974064748745533,0.4074574322979462,-0.030032985847803267,-0.12052826963731499,-0.028178175373814476
58f2e39eebc65d24,4,9,0,6,8,3,1,1,0,0.009801858139818043,0.009800787047762327,0.03163272862102761,-0.04950695512906549,-0.03581507359562135,-0.03585784907057168
594c56337e94571b,0,14,-1,-1,-1,-1,-1,0,0,,,,,,
5979437fa70f5fd8,3,2,9,2,9,1,1,0,0,-0.00016503224619679457,-0.00016503224619679457,0.11337853503427592,-0.08499399933087717,0.2684469307033245,0.32008297457908497
5991dfcee3185e01,0,15,2,15,2,1,1,0,0,-3.552210174457291e-05,-3.552210174457291e-05,0.22897578262307536,0.02969879853406421,0.1378135491728643,0.16868349079299072
59b8dea90c1b5499,1,17,3,-1,-1,-1,1,0,1,,0.0010224562064280462,,,,
59d1bd367a965623,3,19,9,17,9,1,1,0,0,0.0002097983349114152,0.0002097983349114152,0.39568768546755895,-0.024294100705087394,0.013785447687901433,0.11568101990644786
5a0bd184100f54d5,3,3,-1,-1,-1,-1,-1,0,0,,,,,,
5a67404157535f5b,3,1,-1,-1,-1,-1,-1,0,0,,,,,,
5a917f5bb8815bd0,4,2,7,1,7,1,1,0,0,0.23763340743854644,0.23763340743854644,0.1667378500895651,-0.07437085985389308,-0.22137092601491817,-0.223869873981396
5aa3112549445a00,2,4,20,-1,-1,-1,1,0,1,,-5.174224078752232e-06,,,,
5b06ed05f63a5554,2,14,3,14,3,1,1,0,0,0.0001472774073248695,0.0001472774073248695,0.09420511719853825,0.09839026524194888,0.026227277264665602,-0.02353639488100892
5b4aedf8449c54ca,0,4,1,3,1,1,1,0,0,0.001329014174267673,0.001329014174267673,0.30369811066460817,0.00977872068524219,0.09301505704006478,0.14760412188547545
5c0a063437415679,3,6,-1,-1,-1,-1,-1,0,0,,,,,,
5c921b6094c95071,2,2,-1,-1,-1,-1,-1,0,0,,,,,,
5c92fa52c5165a1e,0,19,10,7,21,2,1,1,0,2.6677810028186144e-05,-7.041046395883654e-05,0.13614732775868077,-0.007442719181982971,-0.15404828315176475,-0.17862368614225693
5d00c83bfb0c508d,3,12,-1,-1,-1,-1,-1,0,0,,,,,,
5d0c2052e0a35e3f,4,17,24,10,24,1,1,0,0,0.0017037782690954018,0.0017037782690954018,0.39333654800360646,0.1133914376610515,-0.14840452474169788,-0.08977051041223336
5d64681dd478516a,4,27,-1,-1,-1,-1,-1,0,0,,,,,,
5da895ba0a415a80,2,16,6,-1,-1,-1,1,0,1,,-0.0020260254189370386,,,,
5db6ae467e8f530f,3,1,-1,-1,-1,-1,-1,0,0,,,,,,
5e16781ce6685597,2,12,9,4,9,1,1,0,0,0.9893989870341495,0.9893989870341495,0.11196107574940097,-0.08623712953344753,-0.07477148740830027,-0.028553274910201126
5e6ab34948a9514f,3,15,2,12,2,1,1,0,0,0.002017144269123694,0.002017144269123694,0.4339535235807815,0.05569232400744485,0.03174970931811534,0.06246412881176289
5eae283cb1b95a45,0,6,25,4,25,1,1,0,0,0.00021139208469539883,0.00021139208469539883,0.16880198592320705,0.0061142925815621035,0.13714374296756227,0.13754235112992075
5f01892cbea95932,2,14,-1,-1,-1,-1,-1,0,0,,,,,,
5f4392860e5752ce,1,6,24,5,24,1,1,0,0,-0.00046456240278203165,-0.00046456240278203165,0.222149187005187,-0.09254787050588073,-0.21958008114908711,-0.18926543138599272
5f60684cc6045646,3,17,2,2,2,1,1,0,0,-0.9895701892308891,-0.9895701892308891,0.029946972912350156,-0.008635258626844484,-0.1389181974409042,-0.07733257043124159
5f9c0089a0a355fe,2,1,-1,-1,-1,-1,-1,0,0,,,,,,
5fde760ec9f05c3d,1,16,22,7,20,2,1,1,0,6.991243225051846e-05,-0.0001297025804172236,0.45243854866433925,0.0206970403970919,-0.0936554041987728,0.06486358725737634
6004adf688695a08,3,17,9,14,3,2,1,1,0,-0.000410470519215167,-0.00019609272740783723,0.15849349869807527,-0.07596738107029875,-0.005077099466968188,0.05972198097990079
60183447caa4548b,2,17,3,-1,-1,-1,1,0,1,,-6.448373179882786e-05,,,,
606e5b5125985e1f,1,12,-1,-1,-1,-1,-1,0,0,,,,,,
60bd62401d0857f9,0,15,22,8,22,1,1,0,0,-5.674398746347009e-05,-5.674398746347009e-05,0.23395181210833113,-0.01219350793858418,-0.09619387929090795,-0.081989999920419
6110193eb32f5ad4,0,17,-1,-1,-1,-1,-1,0,0,,,,,,
613662b53d9a5ae7,4,12,-1,-1,-1,-1,-1,0,0,,,,,,
618892326e0c530e,2,24,17,24,17,1,1,0,0,-1.1183486133825582e-05,-1.1183486133825582e-05,0.07531431451466508,-0.02325137318249472,-0.04146039979838476,-0.050155879711130495
621fb14952d45fbc,1,2,2,-1,-1,-1,1,0,1,,-1.793281329542026,,,,
6281e79a633155a3,4,12,24,5,25,2,1,1,0,0.0014172612654294314,0.0014172612654294314,0.14940289004613153,-0.025429057306281873,-0.33114138486206407,-0.3325329790431569
628e147a02bf5128,2,15,2,-1,-1,-1,1,0,1,,0.00017715641876420163,,,,
629734efb5f5564c,4,20,10,15,10,1,1,0,0,0.0004178750086341054,0.0004178750086341054,0.1707049247538192,-0.01902140356969312,-0.09409932462091561,-0.04699903669950764
62f95fe3004d54c9,4,3,26,1,3,2,1,1,0,0.00034877659976473296,0.0002856012105940664,0.0553627632462817,-0.06258270193402589,-0.07768789460275523,-0.07775665302800472
630c3828efa0518a,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
633d93f8f6bc51b5,3,5,-1,-1,-1,-1,-1,0,0,,,,,,
63464806708f5d70,3,3,-1,-1,-1,-1,-1,0,0,,,,,,
637d23f7438f50f6,3,17,9,6,9,1,1,0,0,0.00035218214355414723,0.00035218214355414723,0.14363493550694809,-0.00813329942400968,-0.21171139999951952,-0.15940105066493826
63d0c4a8acfa5fc2,2,1,-1,-1,-1,-1,-1,0,0,,,,,,
6429eb85b6ba5938,4,17,6,16,6,1,1,0,0,-4.805480735781131e-05,-4.805480735781131e-05,0.42758568957603904,0.059982896240711535,0.2004500969902906,0.1946438240053822
642e382b50db5133,4,17,9,-1,-1,-1,1,0,1,,0.9895227806188629,,,,
648d283b25fa50d1,0,4,23,2,23,1,1,0,0,-0.0001290052613243456,-0.0001290052613243456,0.2530075331405964,-0.03499785418358672,0.20315314869887113,0.30001692246782186
64fe109ec6a858ec,1,24,14,23,14,1,1,0,0,-0.0001836422961903738,-0.0001836422961903738,0.10309033211811743,-0.03216939459199772,0.023765785600663315,0.030395861515813416
650894e30d725ba8,0,14,-1,-1,-1,-1,-1,0,0,,,,,,
651762602ed854bf,0,1,-1,-1,-1,-1,-1,0,0,,,,,,
6596827fb10b569a,0,23,1,-1,-1,-1,1,0,1,,0.0005793339748345616,,,,
65f00228b6bc54b5,1,17,-1,-1,-1,-1,-1,0,0,,,,,,
65f6f0aad1645746,1,15,-1,-1,-1,-1,-1,0,0,,,,,,
667054412512521b,3,11,9,10,9,1,1,0,0,-0.00010643603205681695,-0.00010643603205681695,0.03526535537068541,-0.02590477354665696,-0.03305047957763022,0.01489482707747981
669d54218ee75215,4,2,1,1,1,1,1,0,0,3.765455192187791e-05,3.765455192187791e-05,0.033113706414631565,-0.03125104301634359,-0.2042501354824453,-0.2310653852408954
66a39f4cabc85bc4,2,14,6,5,2,4,1,1,0,-0.0001536196351051844,-1.1789312648981811,0.04423831711234191,-0.056178520184142544,-0.0357342644920256,-0.04472328099086567
66da55b392b45a5d,4,21,17,3,17,1,1,0,0,0.00016681582629662906,0.00016681582629662906,0.1806756273563497,0.17095584061496766,0.174337544824554,0.22694344971903457
6715d16e80075f55,4,12,3,2,3,1,1,0,0,-0.00017848192839853283,-0.00017848192839853283,0.16444108994370268,-0.008395555582896903,-0.009769823622592558,-0.00294433414430296
671ff8b7146358da,4,10,20,7,20,1,1,0,0,2.0199987096356575,2.0199987096356575,0.32897686925000413,0.05405521804050613,0.5749207002687257,0.575326625106859
67a57ae417045162,3,4,-1,-1,-1,-1,-1,0,0,,,,,,
683e8d239bf75a5d,2,17,22,-1,-1,-1,1,0,1,,-0.00015954406317320036,,,,
684af4044c445d01,2,4,9,4,9,1,1,0,0,-6.066455971449631e-05,-6.066455971449631e-05,0.07824356592442179,-0.07307416237460707,-0.1894266042844493,-0.141102250516637
68e20734e9415e24,1,4,9,-1,-1,-1,1,0,1,,-8.91803213395187e-05,,,,
69244009b6eb50bf,4,13,17,-1,-1,-1,1,0,1,,-4.581917114554468e-05,,,,
696a489252f453fb,4,3,-1,-1,-1,-1,-1,0,0,,,,,,
6988613e2a3557be,1,17,-1,-1,-1,-1,-1,0,0,,,,,,
698c37f393b852d6,2,14,-1,-1,-1,-1,-1,0,0,,,,,,
69a069b9a6985aaf,2,15,7,11,7,1,1,0,0,0.00017445414308459029,0.00017445414308459029,0.16341190455139612,-0.07139186315221965,0.011861716577912282,0.0071697868584541385
69f12cf621135ce3,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
69f3980cf2db525c,4,16,2,-1,-1,-1,1,0,1,,-0.00019636941166822908,,,,
6a35a43b5e295b97,3,16,3,-1,-1,-1,1,0,1,,9.041018076239027e-05,,,,
6a35bb3d0b895433,4,24,22,-1,-1,-1,1,0,1,,0.0033963359457440667,,,,
6a860de43c125dbf,1,17,9,17,9,1,1,0,0,0.00013104936927543775,0.00013104936927543775,0.20493255844968775,-0.020733820051270904,-0.0047644021570160434,0.11442787502636954
6b416b289a3b5858,4,16,6,4,12,3,1,1,0,-2.020299874079134,-0.00010571956639182645,0.1211107504616159,0.14435372651690356,-0.3672232331222901,-0.3686145833761344
6b5577a2a92d5e63,1,14,4,-1,-1,-1,1,0,1,,-4.862848371267603e-05,,,,
6c6d30fe3b6e59f0,4,23,9,5,9,1,1,0,0,1.0326532647209063e-05,1.0326532647209063e-05,0.08726149597941253,0.06500935049327752,0.06794979975789517,0.06364391476205397
6c82dcb2637f5ad4,0,3,9,2,9,1,1,0,0,-0.0003719746213523001,-0.0003719746213523001,0.254706379729819,-0.008926668399538897,0.4250313715423205,0.48258567453664697
6c95d9b03b7a5944,1,6,10,5,10,1,1,0,0,-0.0025507494289427335,-0.0025507494289427335,0.09650103502282224,-0.16555931540852467,0.026261211990244726,0.08865543819003222
6d5d40bcf2f153a8,1,28,11,28,11,1,1,0,0,0.00146313439374062,0.00146313439374062,0.30563153831039624,0.04693156707531004,0.028369770703617684,0.13971448002343068
6db53a1807af5a90,0,13,-1,-1,-1,-1,-1,0,0,,,,,,
6e075e93bd485b81,0,10,-1,-1,-1,-1,-1,0,0,,,,,,
6e9b901524355c0b,4,21,21,-1,-1,-1,1,0,1,,-0.00014058176156361846,,,,
6ed7b0d3fc715d28,3,11,8,11,8,1,1,0,0,0.0009856917359167827,0.0009856917359167827,0.5592998637577578,-0.06961207781528286,0.11387030135950843,0.11644804210546986
6f319806306450c0,3,17,9,11,9,1,1,0,0,-0.00012574573676671363,-0.00012574573676671363,0.14362139951022668,0.01017431425830735,-0.3884312331216573,-0.3342559428032155
6f8bc109eabc5ad5,0,4,19,2,19,1,1,0,0,-4.585174424573402e-06,-4.585174424573402e-06,0.03328431236449239,-0.004795137743934571,-0.016757721985985848,-0.012024653916593768
6fc9e653b0ee5565,0,12,10,6,27,3,1,1,0,-0.00010790260161730458,-0.00017160955206474426,0.19800143916076113,-0.05618334628902234,0.1678195186404205,0.2180395721931898
70a67a5dedae584b,0,23,22,12,24,2,1,1,0,-0.00014467565938830376,0.00020503079220652578,0.030187744954249807,0.043560796452183824,0.1351204330591939,0.14536729131436227
70b54ac4d8ae56de,2,1,-1,-1,-1,-1,-1,0,0,,,,,,
70c45003ec3e527b,0,1,9,1,9,1,1,0,0,-0.0006647571086881854,-0.0006647571086881854,0.04956968022950637,-0.13748417770109567,0.0008539052827405968,0.04923522813299053
70f797bbed2158f6,4,17,-1,-1,-1,-1,-1,0,0,,,,,,
713177596893526a,2,23,1,1,1,1,1,0,0,0.9896099772717105,0.9896099772717105,0.3351266791047002,-0.028815282895908803,0.009776586420643496,0.08155791941531451
71589a780d925ed6,2,17,3,-1,-1,-1,1,0,1,,0.9912868022998795,,,,
71dfd904537f5299,2,6,-1,-1,-1,-1,-1,0,0,,,,,,
72eb13d3a4255179,2,1,-1,-1,-1,-1,-1,0,0,,,,,,
73458ba61f445d19,0,16,9,11,9,1,1,0,0,-2.754281880346099e-06,-2.754281880346099e-06,0.06920677740633147,-0.061770231552315064,-0.08329653764761995,0.04297956400153469
73963278f6eb5002,1,10,18,-1,-1,-1,1,0,1,,0.0,,,,
73cd1e45d87156ee,1,18,23,12,22,2,1,1,0,0.0004529736135152618,0.000388450409076313,0.2944829599515611,0.04324894061793716,-0.1146765016192961,0.018840802548905463
7418da8c04e85efb,4,7,1,-1,-1,-1,1,0,1,,4.00804797271723,,,,
742976289d405b0d,1,17,-1,-1,-1,-1,-1,0,0,,,,,,
7449973a63d255af,4,9,-1,-1,-1,-1,-1,0,0,,,,,,
7476e5ad4711587f,3,9,3,-1,-1,-1,1,0,1,,-9.649557229707284e-05,,,,
74bb5ba3f6a75df3,3,8,-1,-1,-1,-1,-1,0,0,,,,,,
75fd8a14d25350e5,2,12,14,7,14,1,1,0,0,6.06032689663456,6.06032689663456,0.04514352528794116,0.1343404675354907,1.1163348645620657,1.2047626250886028
761122460ac451ca,4,28,17,27,17,1,1,0,0,0.0023181671525582814,0.0023181671525582814,0.10830056617782644,-0.04947280913134673,0.24534646328962773,0.28405340638545656
7647b4788f795d71,0,1,1,1,1,1,1,0,0,0.0035336643615271335,0.0035336643615271335,0.2369589393802825,0.005543435643397154,-0.2864541924178065,-0.2259520200125899
767b810b38de5665,2,10,-1,-1,-1,-1,-1,0,0,,,,,,
77d52cd328e05b79,3,6,12,2,6,2,1,1,0,-0.008552443997439596,-0.0012133296082392775,0.05458958533892681,-0.19030688476613444,-0.09082259795732894,-0.1695932560985484
77e69dcde5805f89,2,17,-1,-1,-1,-1,-1,0,0,,,,,,
77f9220d917b52d0,0,12,1,-1,-1,-1,1,0,1,,0.9964797705322503,,,,
78823d4302645d60,4,12,-1,-1,-1,-1,-1,0,0,,,,,,
78a96b59eca751e7,3,16,5,14,5,1,1,0,0,0.0035972677305342593,0.0035972677305342593,0.030903347527003217,-0.004522987805391773,-0.0538926444867074,-0.09029627115119612
78dae1caad5656a7,2,15,17,14,17,1,1,0,0,0.00012827663570642465,0.00012827663570642465,0.008300177152345364,0.04223598323526685,0.11074638109015789,0.035669372595155964
799dcf813dba5d8a,1,6,4,6,4,1,1,0,0,-0.003188489996641869,-0.003188489996641869,0.018021054776701684,-0.09623466267511868,-0.7459634446522223,-0.8320406858614996
79a3cfc7d4535d5f,1,14,25,6,25,1,1,0,0,0.003068311465525664,0.003068311465525664,0.41444193231459747,0.022628821110373856,-0.026161525791151594,0.058597512757354815
79a429b2a2b450e7,2,17,3,-1,-1,-1,1,0,1,,4.5840236171379445e-05,,,,
79e0120026c25eed,2,2,-1,-1,-1,-1,-1,0,0,,,,,,
7a1756cf8f7a566e,4,13,2,1,2,1,1,0,0,-0.002361465603113011,-0.002361465603113011,0.37353327696376715,0.18104216857988423,0.17607772436018188,0.1763135524398451
7a90e31caaa35114,1,11,23,11,23,1,1,0,0,-0.00024712731484388684,-0.00024712731484388684,0.0008446797225420688,0.007792557094460343,0.05797883099791609,0.053439252890531315
7a9a7b86210b5dc4,1,17,3,11,3,1,1,0,0,-0.0001631911307573286,-0.0001631911307573286,0.12230143293127271,0.10405793744860473,0.07152625969684057,0.001593521735538811
7b1eb807d4d95132,1,17,6,15,6,1,1,0,0,-0.001243818229436866,-0.001243818229436866,0.06199501757426065,-0.12091072354488844,-0.11917166710222937,-0.12395965127322109
7b6dfa3d4bc553a9,1,15,15,14,15,1,1,0,0,0.0,0.0,0.14077452276832442,-0.020114919239983438,-0.020114919239983438,-0.020114919239983438
7c39359aaa345e52,2,11,9,11,9,1,1,0,0,0.00043774992538837994,0.00043774992538837994,0.13756595973536678,-0.07931087455689126,-0.15437937728854828,-0.1263327363290451
7c467941fb3d5524,3,11,19,9,19,1,1,0,0,0.0,0.0,0.020514226077126288,-0.04225889330997362,-0.04225889330997362,-0.04225889330997362
7c8389cb32f25aed,4,10,1,8,1,1,1,0,0,1.7302572846444377,1.7302572846444377,0.2603238397963863,0.43380218613445687,1.0949715576337238,1.1381388897585611
7ca96f8e844f56ca,0,15,20,10,1,3,1,1,0,3.506334125935595e-06,3.252210966228601,0.17352502681266496,0.009889324196921888,0.04100697756178729,0.04092209223582304
7d363b1db0fc5975,0,11,5,3,1,2,1,1,0,0.012868133672885751,-0.9769596037015144,0.01956020120821228,0.06519660573665068,0.13188000103537978,0.18606840787539752
7d8759e340975895,2,12,14,12,14,1,1,0,0,0.00013285990655420576,0.00013285990655420576,0.13693175551614817,0.030701925552864315,0.0358370972899855,0.04708289055232805
7defa49de9415496,3,5,9,-1,-1,-1,1,0,1,,-0.000493478185098047,,,,
7ef659e1786d5ef0,2,1,-1,-1,-1,-1,-1,0,0,,,,,,
7f9f132592f45a84,3,25,14,23,14,1,1,0,0,-0.000653486872685613,-0.000653486872685613,0.5086064863817903,0.07147905122946537,0.22594333551198614,0.38731457936445696
7fb1a51c02db514e,3,18,-1,-1,-1,-1,-1,0,0,,,,,,
7fc2b30cb72a5d56,2,9,-1,-1,-1,-1,-1,0,0,,,,,,
80bebabe4c6f5627,4,14,9,-1,-1,-1,1,0,1,,-0.0004784055048858704,,,,
80c337fb67145ff6,0,29,20,20,20,1,1,0,0,0.00020890609137680372,0.00020890609137680372,0.16774801155484736,0.11805001890507956,-0.5654655499353407,-0.5011164148437798
81195788481d5844,1,17,-1,-1,-1,-1,-1,0,0,,,,,,
82bcaf16eea459db,3,24,1,15,1,1,1,0,0,-0.00011574440002441407,-0.00011574440002441407,0.06160663968103894,-0.19050918038289366,-0.20121923902573788,-0.14848111390641278
83aa0b7439d45dd8,2,5,-1,-1,-1,-1,-1,0,0,,,,,,
83af8eb803795f59,4,16,-1,-1,-1,-1,-1,0,0,,,,,,
83d128720881565a,0,17,3,12,3,1,1,0,0,-0.000577886478602796,-0.000577886478602796,0.05243548881812632,-0.17126729515695682,-0.0861352538826575,-0.02947412631934701
