scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,avr_selected_action,avr_value,dense_selected_action,dense_value,davr_selected_action,davr_value,rsm_proposal,rsm_true_positive,rsm_catastrophe,dense_accept,davr_accept,dense_false_veto_positive,dense_accept_catastrophe,davr_false_veto_positive,davr_accept_catastrophe
2e3481cf5ec35baa,0,1,14,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
31d6d7b013a75d29,0,1,17,1,9,0.1573999275685835,0.00015953127658,-1,-0.0426911447177877,-1,-0.0769790061288819,-1,-0.1073918983476793,1,1,0,0,0,1,0,1,0
45389fbdea6657a0,0,1,10,0,6,0.051154231763046,-0.0003288350688643,-1,-0.1022303996815387,6,0.0727258799555681,6,0.0043419978857323,1,0,0,1,1,0,0,0,0
46bf28b955d051b1,0,1,29,1,5,0.0061431271667552,-0.0003345792815641,-1,-0.127454269810487,-1,-0.0454923238331647,-1,-0.0838914650326341,1,0,0,0,0,0,0,0,0
4efebde6623256df,0,1,6,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
5991dfcee3185e01,0,1,15,0,2,0.2289757826230753,-3.552210174457291e-05,-1,-0.0025805966995615,2,0.0183341794977344,-1,-0.036253848875649,1,0,0,1,0,0,0,0,0
6c82dcb2637f5ad4,0,1,3,0,9,0.254706379729819,-0.0003719746213523,9,0.0118386281913174,-1,-0.0530406764054008,-1,-0.0895252613975947,1,0,0,0,0,0,0,0,0
1a9e0797610e5da4,1,2,17,1,9,0.067860900177485,-0.0003152008085511,9,0.1044876722654734,-1,-0.1244812430618131,9,0.1853960287756045,1,0,0,0,1,0,0,0,0
31e5a1e6febd5acb,1,2,12,1,4,0.1001262372180711,0.0022942917462438,4,0.1008758627061043,4,0.0120371316504304,4,0.0985337728309134,1,1,0,1,1,0,0,0,0
3f0c33142293536e,1,2,11,1,19,0.1759833801899673,0.0,19,0.0923843489249934,19,0.0242708112672289,19,0.0907498755184851,1,0,0,1,1,0,0,0,0
48fc14e048fb5fe2,1,2,18,1,23,0.1377213293175721,0.0001272183358669,23,0.0966674357846828,23,0.022666458916853,23,0.0917706733764845,1,1,0,1,1,0,0,0,0
65f00228b6bc54b5,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
d22547ad7061548d,1,2,11,1,26,0.5517393249386024,0.0043491496021159,26,0.050321905519374,26,0.070504531805614,26,0.0613328444767263,1,1,0,1,1,0,0,0,0
ebc361211e395b18,1,2,19,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
f757646a2d865977,1,2,1,0,5,0.0157890678845987,-0.0002396740362047,5,0.1103166379264469,-1,-0.0580109484299778,5,0.1431031157725047,1,0,0,0,1,0,0,0,0
9ca3798eb199579e,1,2,10,0,23,0.1914482223399789,-7.272584703751916e-05,23,0.090653201203174,-1,-0.0883500384164225,23,0.1624069040360726,1,0,0,0,1,0,0,0,0
f7050dbcd3c954f3,1,2,6,1,2,0.0975107973028239,1.2324836412908278,2,0.1011686372981057,2,0.0243881937161655,2,0.0906751888373374,1,1,0,1,1,0,0,0,0
180f81d1ca5c5ee3,1,2,17,1,23,0.1443417416229646,7.068096973794624e-05,23,0.0959263411411803,23,0.0145036919045063,23,0.0969643797836833,1,1,0,1,1,0,0,0,0
1bd8ca835d485cd8,1,2,14,1,23,0.0869700583000563,0.0001267136363314,23,0.1023485766815103,23,0.0156940412197596,23,0.0962069987563816,1,1,0,1,1,0,0,0,0
291db523bb115ccf,1,2,16,1,24,0.1697532472292033,-8.852075822662897e-05,24,0.0930817553632254,-1,-0.0134703655546953,24,0.1147633738308542,1,0,0,0,1,0,0,0,0
2d4f708394ef542e,1,2,2,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
39346eef49ad52a6,1,2,16,0,2,0.0003899191943174,-1.8276321345854372,2,0.1120404318659226,2,0.0486786501004271,2,0.0752199518122085,1,0,1,1,1,0,1,0,1
621fb14952d45fbc,1,2,2,0,2,0.076859351701205,-1.793281329542026,2,0.1034803778680211,2,0.0455076289281184,2,0.0772375707097063,1,0,1,1,1,0,1,0,1
79a3cfc7d4535d5f,1,2,14,1,25,0.4144419323145974,0.0030683114655256,25,0.0656910936525107,25,0.0990190765329672,25,0.0431899557449023,1,1,0,1,1,0,0,0,0
7a90e31caaa35114,1,2,11,1,23,0.000844679722542,-0.0002471273148438,23,0.1119895255815407,-1,-0.0698715424331046,23,0.1506496306949627,1,0,0,0,1,0,0,0,0
9e4525cb8f5e5fcd,1,2,15,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
c5e0107671965987,1,2,13,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
ca00c31168b252d5,1,2,16,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
e2c31e25cb35514d,1,2,14,1,9,0.1786756793643761,-0.0005410650956444,9,0.0920829706414634,-1,-0.0877415899111412,9,0.162019767799604,1,0,0,0,1,0,0,0,0
114a8e53ec3c5e0d,1,2,3,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
1907423ff64a51eb,1,2,9,1,22,0.1844532815796694,4.7492956556399735e-05,22,0.0914362208838154,-1,-0.010165917117545,22,0.1126608594513152,1,1,0,0,1,1,0,0,0
b8091003cbb95da3,1,2,2,1,21,0.0097189837439082,0.0057995361132896,21,0.1109961283622028,-1,-0.0178310265794374,21,0.1175379223472542,1,1,0,0,1,1,0,0,0
c9281513f02f50f2,1,2,12,1,23,0.0998620397945753,0.0,23,0.1009054371927598,-1,-0.0145922052571018,23,0.1154771643924892,1,0,0,0,1,0,0,0,0
eeb054ac63575b33,1,2,2,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
6988613e2a3557be,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
b66ea7e3342b533b,1,2,2,0,2,0.1498102374783007,-5.520669647962606e-05,2,0.0953141930151332,-1,-0.0707045752956067,2,0.1511796627427769,1,0,0,0,1,0,0,0,0
ebdc46dacb5f53f2,1,2,20,1,21,0.059523338066818,7.133007049464624e-07,21,0.1054209861340148,-1,-0.0305939697702962,21,0.1256585730683656,1,1,0,0,1,1,0,0,0
06a937676ff65c69,1,2,17,1,9,0.1457244736804245,-0.0008672325992258,9,0.0957715569262534,-1,-0.0992704325664083,9,0.1693551999974945,1,0,0,0,1,0,0,0,0
26f611f146275818,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
441987f47a6f5784,1,2,9,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
5f4392860e5752ce,1,2,6,1,24,0.222149187005187,-0.000464562402782,24,0.0872165088320337,-1,-0.0719521295132214,24,0.1519734414116465,1,0,0,0,1,0,0,0,0
5fde760ec9f05c3d,1,2,16,1,22,0.509443486967129,-0.0001297025804172,22,0.0550565379738478,22,0.14530882121845,22,0.0137372783382161,1,0,0,1,1,0,0,0,0
606e5b5125985e1f,1,2,12,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
73cd1e45d87156ee,1,2,18,1,23,0.383533882953274,0.0003884504090763,23,0.069150967262517,23,0.1634387964003869,23,0.0022017575862022,1,1,0,1,1,0,0,0,0
7a9a7b86210b5dc4,1,2,17,0,3,0.1223014329312727,-0.0001631911307573,3,0.0983935522390828,3,0.1031340994768226,3,0.0405716988478299,1,0,0,1,1,0,0,0,0
81195788481d5844,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
948d834b78515695,1,2,10,1,22,0.0786345226336342,2.8722488693892767e-05,22,0.1032816637081412,-1,-0.0075834349203666,22,0.1110177089958784,1,1,0,0,1,1,0,0,0
a08635adfbc45990,1,2,16,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
a5836bf6d71f58f2,1,2,17,1,9,0.0483777762411058,0.000861446211487,9,0.1066686299040461,-1,-0.1289915271488692,9,0.1882657776396598,1,1,0,0,1,1,0,0,0
a6e92119ed185a7d,1,2,19,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
aeb0da156a7b5426,1,2,3,1,21,0.4016152735521289,8.050889065489182e-05,21,0.0671269208584927,21,0.2016334156799374,-1,-0.0221002515943452,1,1,0,1,0,0,0,1,0
b024a29a38815f5d,1,2,10,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
c0eff628bb5d57f2,1,2,5,0,9,0.1919309276150189,-0.0002712661859579,9,0.090599166759816,-1,-0.0599521339795755,9,0.1443382297738301,1,0,0,0,1,0,0,0,0
c2ef8af22b6b57fa,1,2,16,1,8,0.0314021350363716,0.0006266896873712,8,0.1085688977705355,-1,-0.1457107838585638,8,0.1989037035495135,1,1,0,0,1,1,0,0,0
e2becee9277c5811,1,2,18,1,22,0.4637404023987865,0.0001367530750111,22,0.0601725805407967,22,0.148956777937692,22,0.0114162006745693,1,1,0,1,1,0,0,0,0
e7c6e7ca0bf75a88,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
f845609710815b95,1,2,16,1,22,0.5103017594189099,-0.0001336572684111,22,0.0549604622179371,22,0.14961012157519,22,0.0110004991078036,1,0,0,1,1,0,0,0,0
0e7c79855e005220,1,2,17,1,3,0.1567587199850295,0.989674308249508,3,0.0945363739113271,-1,-0.0375843774484785,3,0.1301063448952707,1,1,0,0,1,1,0,0,0
14dd0d86a4d353af,1,2,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
2d691673d2a75468,1,2,5,1,9,0.2046044900958258,-0.0005493406044321,9,0.0891804772831847,-1,-0.0441937243984539,9,0.1343116600230411,1,0,0,0,1,0,0,0,0
4a475083531f544e,1,2,17,1,5,0.0152957417616315,0.0005351796336472,5,0.1103718612766501,-1,-0.0796669303079985,5,0.1568821213062815,1,1,0,0,1,1,0,0,0
4aa6a5b42a9d5a1a,1,2,4,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
4f8180de60ff5016,1,2,16,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
65f6f0aad1645746,1,2,15,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
86935537a5e256bd,1,2,3,1,23,0.1231613475703427,-4.216529144323439e-05,23,0.0982972926553156,-1,-0.0276654322241782,23,0.1237952387120144,1,0,0,0,1,0,0,0,0
91dfe4ebf3c25298,1,2,3,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
ae93b0cb5f2752c9,1,2,7,1,23,0.2090003092380338,-1.621068492024813e-06,23,0.0886884055103372,23,0.0145754091193364,23,0.0969187484239243,1,0,0,1,1,0,0,0,0
c4b429aa06c65c18,1,2,5,1,27,0.1829648659151209,2.0200232751698115,27,0.0916028354125516,-1,-0.0061827092794072,27,0.1101264722712268,1,1,0,0,1,1,0,0,0
d124fe4c82a0504a,1,2,14,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
d8a9f79a9b2f5af3,1,2,1,1,22,1.20704336188775,3.149701463542634,-1,-0.0230333915899942,22,1.4787453663196992,-1,-0.8346855563954124,1,1,0,1,0,0,0,1,0
d9b829983ef95e41,1,2,17,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
dba43762ec9a571c,1,2,3,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
fefa06851c7f58a7,1,2,7,1,20,0.2475751952100125,-1.232325807697454,20,0.0843702996207284,-1,-0.0159170007664347,20,0.1163200892137714,1,0,1,0,1,0,0,0,1
185ce8f5060f5856,1,2,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
6b5577a2a92d5e63,1,2,14,1,4,0.1546974795209342,-4.862848371267603e-05,4,0.0947671109404495,-1,-0.0110449358709699,4,0.1132201508441488,1,0,0,0,1,0,0,0,0
6d5d40bcf2f153a8,1,2,28,1,11,0.3056315383103962,0.0014631343937406,11,0.0778714226764643,11,0.1852771191587632,-1,-0.0116932655917343,1,1,0,1,0,0,0,1,0
8ce184b9fe795518,1,2,12,1,12,0.2697113966484706,0.0,12,0.0818923542063361,12,0.0166794985311636,12,0.0955799839286255,1,0,0,1,1,0,0,0,0
ae75c379fc4f5ac0,1,2,15,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
bc30bddda7655472,1,2,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
ec003315c7f8544e,1,2,13,1,7,0.3000589655082053,1.625132601845264,7,0.0784952212653932,7,0.0030426839271216,7,0.1042566509553416,1,1,0,1,1,0,0,0,0
f80967dcb45f5879,1,2,25,1,25,0.2387807976232137,-8.79884749651616e-05,25,0.0853547520451038,25,0.2687040427913708,-1,-0.0647751368675124,1,0,0,1,0,0,0,0,0
f8295ad66d0b502a,1,2,18,1,23,0.0323762385235986,0.0001384854522026,23,0.1084598557889639,-1,-0.0021952607909702,23,0.107589386901591,1,1,0,0,1,1,0,0,0
00d83b17d1755be3,1,2,7,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
07f7850e943e5787,1,2,17,1,9,0.0010526287388362,-0.0003208969734609,9,0.1119662475899311,-1,-0.1518229549678088,9,0.2027926816624456,1,0,0,0,1,0,0,0,0
0bd45dc9e3a759c2,1,2,17,1,17,0.1101286099339962,0.000105648253858,17,0.0997561885075578,17,0.0212386301021899,17,0.0926791549798284,1,1,0,1,1,0,0,0,0
183eebcd18325090,1,2,12,1,22,0.149891029584383,-2.6754828193224865e-05,22,0.0953051490773401,-1,-0.012896606636411,22,0.1143983094641299,1,0,0,0,1,0,0,0,0
19b32f02944d51ad,1,2,19,1,20,0.1436572762248105,4.461837168800997e-05,20,0.0960029607861262,20,0.0261933299166926,20,0.089526638666009,1,1,0,1,1,0,0,0,0
1de30d88d7e15d70,1,2,11,1,4,0.1436918799428695,0.0004073154002428,4,0.0959990872161859,4,0.0043051327292222,4,0.1034533953408775,1,1,0,1,1,0,0,0,0
351a31864bda5923,1,2,12,1,9,0.1666088868814431,-0.0003158109522206,9,0.0934337377630328,-1,-0.090717985181124,9,0.1639135524881396,1,0,0,0,1,0,0,0,0
42e1302d4d595015,1,2,24,0,23,0.1973050792219317,-3.214230805159701e-05,23,0.0899975796100233,-1,-0.0181758392832092,23,0.1177573155929703,1,0,0,0,1,0,0,0,0
436d539f02525dbf,1,2,9,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
53791dfcfb555d8b,1,2,13,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
5787abf0e35d54cf,1,2,12,1,9,0.1248199085838309,-0.0003529437301916,9,0.0981116319099846,-1,-0.1172733806158929,9,0.1808098974660916,1,0,0,0,1,0,0,0,0
6a860de43c125dbf,1,2,17,1,9,0.2049325584496877,0.0001310493692754,9,0.089143753029689,9,0.1775292734848788,-1,-0.0067635603021462,1,1,0,1,0,0,0,1,0
7b1eb807d4d95132,1,2,17,0,6,0.0619950175742606,-0.0012438182294368,6,0.1051443042056206,-1,-0.0481639099730722,6,0.1368377615552145,1,0,0,0,1,0,0,0,0
89ec4c93349d5b58,1,2,25,1,22,0.5054108353610807,-5.431908551845055e-05,22,0.0555079564605665,22,0.2100485693476486,-1,-0.0274545435220022,1,0,0,1,0,0,0,0,0
a3fff53e9f375592,1,2,6,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
a6bf958e054951f3,1,2,16,0,7,0.0266739883942886,-0.0005569157022051,7,0.1090981705693442,-1,-0.0673800311753514,7,0.1490643621256862,1,0,0,0,1,0,0,0,0
ad9cdad9769f572f,1,2,15,1,10,0.1477735710132283,-8.041050173335229e-05,10,0.0955421792096844,-1,-0.0417711122380273,10,0.132770229735893,1,0,0,0,1,0,0,0,0
c2c39f197ef95b97,1,2,25,1,20,0.1448880799919503,5.784040018896874e-05,20,0.0958651835545953,20,0.0288905305562278,20,0.0878104965512254,1,1,0,1,1,0,0,0,0
cf7a886f70be5245,1,2,14,1,20,0.1829912191300188,0.0004713724773375,20,0.0915998854110261,-1,-0.0214476680373678,20,0.1198390751161844,1,1,0,0,1,1,0,0,0
d7ed9fbf26d0502e,1,2,14,1,9,0.1523826617382438,-0.000349602394551,9,0.0950262336325571,-1,-0.1008007893752697,9,0.1703289168696607,1,0,0,0,1,0,0,0,0
e9922a266cc35210,1,2,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
eef9e53ca3eb51a8,1,2,8,0,2,0.0368163456877717,-1.8450037153049488,2,0.1079628263768735,2,0.0362697138549689,2,0.0831153592870359,1,0,1,1,1,0,1,0,1
f19973f839e35f20,1,2,4,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
02fca515559f520d,1,2,11,1,0,0.1076566095881033,-5.087164717831882e-05,0,0.1000329063508839,-1,-0.0195253228711964,0,0.1186159486455537,1,0,0,0,1,0,0,0,0
115efd50328f5ecc,1,2,18,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
117049ed19db55a2,1,2,20,1,25,0.2123565456466162,-0.0005033181324601,25,0.0883127055221805,-1,-0.0777878663903207,25,0.1556865333035837,1,0,0,0,1,0,0,0,0
2154d495b9b657a5,1,2,3,0,6,1.4060280125472815,-1.220322729590535,-1,-0.0453079044058927,6,0.6779734467297736,-1,-0.3251801101186366,1,0,1,1,0,0,1,0,0
2c572f2c1c485fc0,1,2,16,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
3152efff212c51ff,1,2,3,1,1,0.2935946569372989,-0.0102287174349422,1,0.079218841522691,1,0.0434093675774157,1,0.078572626996948,1,0,0,1,1,0,0,0,0
327d5cdfdd695e7e,1,2,17,1,3,0.176566180637329,0.0001152485769475,3,0.092319109742017,3,0.2096066036758944,-1,-0.0271733349639631,1,1,0,1,0,0,0,1,0
64fe109ec6a858ec,1,2,24,1,14,0.1030903321181174,-0.0001836422961903,14,0.1005440593754465,14,0.0256796218054872,14,0.0898534946334233,1,0,0,1,1,0,0,0,0
6c95d9b03b7a5944,1,2,6,1,10,0.0965010350228222,-0.0025507494289427,10,0.1012816709555881,-1,-0.1157338572432118,10,0.1798303482038583,1,0,0,0,1,0,0,0,0
73963278f6eb5002,1,2,10,1,18,0.1413580756368672,0.0,18,0.0962603352760315,18,0.0086113170950354,18,0.1007135085723987,1,0,0,1,1,0,0,0,0
799dcf813dba5d8a,1,2,6,0,4,0.0180210547767016,-0.0031884899966418,4,0.1100667873954221,4,0.0179436363713069,4,0.094775653633518,1,0,0,1,1,0,0,0,0
7b6dfa3d4bc553a9,1,2,15,1,15,0.1407745227683244,0.0,15,0.0963256586856815,15,0.006025614427062,15,0.1023587081099394,1,0,0,1,1,0,0,0,0
842b7f0b68fc5245,1,2,16,1,20,0.2373164256761826,1.2322185659539886,20,0.0855186750994362,-1,-0.0057452502393927,20,0.1098481311381804,1,1,0,0,1,1,0,0,0
86839ab67df151f2,1,2,9,1,1,0.1533425829309448,7.329354990481818e-05,1,0.094918779229224,1,0.0185978479477557,1,0.0943593998250819,1,1,0,1,1,0,0,0,0
9a3e4f2df62b54fa,1,2,14,0,22,0.1087206653252855,-0.000212181274418,22,0.0999137950371411,-1,-0.0021148490164157,22,0.1075382234728068,1,0,0,0,1,0,0,0,0
a7c4607a69e55039,1,2,17,1,23,0.1311335441940994,-0.0001578706935048,23,0.0974048781133992,-1,-0.000937173236054,23,0.1067889062085978,1,0,0,0,1,0,0,0,0
c608632e83a659ca,1,2,27,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
d022d382b3aa5fa1,1,2,10,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
d07acbfa3a6e55b0,1,2,17,1,3,0.0036022067530751,-0.0001263671795837,3,0.1116808456357348,3,0.0570583202144566,3,0.0698882369297896,1,0,0,1,1,0,0,0,0
e88d31e512eb52aa,1,2,23,1,20,0.3143507173025226,0.0001063138395562,20,0.0768953902862246,20,0.1505156650057605,20,0.0104243309150526,1,1,0,1,1,0,0,0,0
fc25adef73d35a71,1,2,6,1,9,0.1449706006304333,-0.0005650871805846,9,0.0958559461233997,-1,-0.0997958766316788,9,0.1696895231754429,1,0,0,0,1,0,0,0,0
06f2c0171372558e,1,2,14,0,9,0.1788165425554677,-0.0002192424658685,9,0.0920672022947851,-1,-0.0793156013717621,9,0.1566585819911932,1,0,0,0,1,0,0,0,0
1139bbb1cfe35d48,1,2,2,1,1,0.2045598402354911,0.0015995440794149,1,0.0891854754269257,-1,-0.0623891539055954,1,0.1458888272593514,1,1,0,0,1,1,0,0,0
190db336fe0e515f,1,2,4,0,9,0.1299149026015991,-0.000611153855361,9,0.0975412939006479,9,0.0053600173376228,9,0.1027822061545122,1,0,0,1,1,0,0,0,0
1bf5b342d1b052c3,1,2,3,0,11,0.0679980424190023,-0.0001951636242678,11,0.1044723204450885,11,0.0049863557855172,11,0.1030199549956049,1,0,0,1,1,0,0,0,0
1da0d8dce4485189,1,2,12,0,4,0.0354712576723474,-0.009133773411857,4,0.1081133966853811,4,0.0124885832340969,4,0.0982465286918754,1,0,0,1,1,0,0,0,0
21f2c3689d765b09,1,2,1,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
234440ab79d55e59,1,2,18,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
2ababb1ca1ba5637,1,2,17,1,3,0.0662434635992207,0.0001287251278991,3,0.1046687295061803,3,0.1732252654808171,-1,-0.0040250582827307,1,1,0,1,0,0,0,1,0
3c6c3ba8c08e581a,1,2,16,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
59b8dea90c1b5499,1,2,17,1,3,0.1315731938029783,0.001022456206428,3,0.0973556633583162,3,0.1569133606266159,3,0.0063536827283428,1,1,0,1,1,0,0,0,0
68e20734e9415e24,1,2,4,1,9,0.1098865271516235,-8.91803213395187e-05,9,0.0997832874622792,9,0.0135959732429786,9,0.0975419320060093,1,0,0,1,1,0,0,0,0
742976289d405b0d,1,2,17,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
091cae980d54535d,2,3,17,0,20,0.0143570900148686,-0.0001110662376973,-1,-0.0860087319571467,-1,-0.118762294744458,-1,-0.1174769755277475,1,0,0,0,0,0,0,0,0
0aea8543e71b5712,2,3,15,1,22,0.1013848030140113,0.0,22,0.0285116322413492,-1,-0.0125096184836343,22,0.0400221154203686,1,0,0,0,1,0,0,0,0
122436b1207258bf,2,3,19,1,2,0.0399785615020017,1.2323318207158476,-1,-0.0522932619661476,2,0.0080625569624557,2,0.0705163960879981,1,1,0,1,1,0,0,0,0
1bd7b3ce5adf5826,2,3,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
581836f4f4365cc8,2,3,18,1,1,0.6314680991488936,-0.0003538411187793,1,0.7260518758819453,1,0.1725673126162725,1,0.314362954912711,1,0,0,1,1,0,0,0,0
70b54ac4d8ae56de,2,3,1,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
72eb13d3a4255179,2,3,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
7fc2b30cb72a5d56,2,3,9,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
83aa0b7439d45dd8,2,3,5,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
8675d815740a5a0b,2,3,22,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
9070daa02ad0542c,2,3,3,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
9771a60ee60a5d27,2,3,5,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
9c2eb9c5b45f522b,2,3,29,1,25,0.073651212373821,3.822718737644948e-05,-1,-0.0079831898238689,-1,-0.0102595338194996,25,0.0433574317778368,1,1,0,0,1,1,0,0,0
bb1419c18f39553e,2,3,21,1,22,0.1391845165006192,0.0,22,0.0782525343736134,22,0.0006013362323248,22,0.0594565760089801,1,0,0,1,1,0,0,0,0
c56712e13eb759f5,2,3,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
b003a3bfbdb252e3,2,3,10,1,26,0.1487912521164641,0.9897842141886242,26,0.090894103634385,-1,-0.0042129317684796,26,0.0523203526178063,1,1,0,0,1,1,0,0,0
0f9ba65f3e2e5c1d,2,3,2,0,25,0.1375998380641172,-0.000127998102426,25,0.0761672451544482,-1,-0.0152927018517836,25,0.0358967313270743,1,0,0,0,1,0,0,0,0
2709051d421d536a,2,3,26,1,27,0.1563648694025691,-1.0131592304229995e-05,27,0.1008602785459711,-1,-0.010344706849368,27,0.0432311791953171,1,0,0,0,1,0,0,0,0
2bf633d593a957ad,2,3,11,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
2cfe30b626795e99,2,3,7,1,10,0.2991193499749825,-0.1894030885848565,10,0.2887118782574439,-1,-0.1654027583867793,-1,-0.1866124635321353,1,0,0,0,0,0,0,0,0
4a42412827f55dc1,2,3,16,1,24,0.0519914090775093,0.0,-1,-0.0364854734813268,-1,-0.0302041619649976,24,0.0137933688971698,1,0,0,0,1,0,0,0,0
60183447caa4548b,2,3,17,1,3,0.081899214436054,-6.448373179882786e-05,3,0.002870412638213,-1,-0.0292228362112731,3,0.0152479949788336,1,0,0,0,1,0,0,0,0
618892326e0c530e,2,3,24,0,17,0.075314314514665,-1.1183486133825582e-05,-1,-0.0057947023144863,-1,-0.0308474961129174,17,0.012839750155139,1,0,0,0,1,0,0,0,0
63d0c4a8acfa5fc2,2,3,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
8aeb517756f55681,2,3,14,1,15,0.0511970865472726,1.1431345063428466e-05,-1,-0.0375307279447489,-1,-0.0120271855222591,15,0.040737229199465,1,1,0,0,1,1,0,0,0
ab77602df4a154f7,2,3,11,1,10,0.0393448809408223,-0.0001715479505914,-1,-0.0531271265611244,-1,-0.0091625930224556,10,0.044983434853131,1,0,0,0,1,0,0,0,0
acdcf9be0fc85495,2,3,23,1,13,0.1510483237136072,1.6302977381565595e-05,13,0.0938641996235724,-1,-0.0311675253083982,13,0.0123653686229378,1,1,0,0,1,1,0,0,0
be58ded948ea5c00,2,3,4,0,2,0.0501064163029145,-0.0012929431468249,-1,-0.0389659483969466,2,0.2312110816096863,2,0.4012910270448527,1,0,0,1,1,0,0,0,0
d74df20dba705137,2,3,19,1,23,0.0858643709150893,-8.57298430055383e-05,23,0.0080881892341306,-1,-0.0462615218365733,-1,-0.0100085688214795,1,0,0,0,0,0,0,0,0
ec0f4f7c37615b20,2,3,5,0,2,0.0954451167856291,-0.7737388310596343,2,0.0206955584108692,2,0.0347725328656698,2,0.1101087816357812,1,0,1,1,1,0,1,0,1
ec57eef8dffd515e,2,3,1,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
f73c53f115a550d5,2,3,17,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
06f8d2f6dca3537c,2,3,6,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
79e0120026c25eed,2,3,2,1,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
884e1c90e87b5fab,2,3,16,1,7,0.1830596053222681,-2.0925029926001974e-05,7,0.1359880645620958,7,0.1176221123495985,7,0.2329172972737412,1,0,0,1,1,0,0,0,0
8c1a6d183a275d96,2,3,12,0,-1,,,-1,,-1,,-1,,0,0,0,0,0,0,0,0,0
