scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,dense_selected_action,zdelta_selected_action,dnl_selected_action,epv_raw_selected_action,epv_main_selected_action,dense_value,zdelta_value,dnl_value,epv_raw_value,epv_main_value,rsmr_proposal,rsmr_y,zdelta_accepts_rsmr_winner,zdelta_deletes_rsmr_winner,dnl_accepts_rsmr_winner,dnl_deletes_rsmr_winner,epv_raw_accepts_rsmr_winner,epv_raw_deletes_rsmr_winner,epv_main_accepts_rsmr_winner,epv_main_deletes_rsmr_winner,rsmr_outcome_class
fd35b4e54a465e54,0,1,1,0,7,0.1122411017486341,-2.0207331793509424,7,7,-1,-1,-1,0.0480940415390945,0.0289655068307459,-0.0461463663014969,-0.0122792240459133,-0.053559826227287,1,-2.0207331793509424,1,0,0,1,0,1,0,1,catastrophe
fe98c3c19baf5ea3,0,1,2,1,4,0.6410420944109576,2.128624531634088,-1,-1,-1,4,4,-0.3125983503322216,-0.3679168991430792,-0.4312147649267283,0.5448071044168696,0.5035265022354959,1,2.128624531634088,0,1,0,1,1,0,1,0,material_positive_gt_0p2
05ba4ac2db9c50d2,0,1,11,1,25,0.1727854607064307,-0.98944860655242,25,25,25,25,-1,0.0331336626397285,0.0120430821628625,0.1399528315315072,0.0032627740449928,-0.0380178281363808,1,-0.98944860655242,1,0,1,0,1,0,0,1,catastrophe
0d399eab6caf5d71,0,1,1,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
154c14f381535c43,0,1,1,1,24,0.2305967211942673,7.987478524418279e-05,24,24,24,24,-1,0.040217333795695,0.0190686329441149,0.0080916858678254,0.025511336215136,-0.0157692659662377,1,7.987478524418279e-05,1,0,1,0,1,0,0,1,near_zero_positive_le_0p01
20cd0f5250875606,0,1,5,0,9,0.1943934711475888,-0.0003515167922247,-1,-1,9,-1,-1,-0.0398395694111732,-0.0597868768282645,0.03680620206269,-0.0817648686127735,-0.1230454707941472,1,-0.0003515167922247,0,1,1,0,0,1,0,1,mild_harm
30a3163cf0805a69,0,1,4,0,1,0.2587818534600188,-1.2324926170708386,1,1,1,1,1,0.0194241889830392,0.0052647479338309,0.1183920774423836,0.0917251215193215,0.0504445193379478,1,-1.2324926170708386,1,0,1,0,1,0,1,0,catastrophe
3da38924ebd45f50,0,1,10,1,1,0.2897989109508466,1.728687759304978,-1,-1,-1,-1,-1,-0.0079665861157832,-0.0297829045725513,-0.0024962713089286,-0.0241293314092375,-0.0654099335906112,1,1.728687759304978,0,1,0,1,0,1,0,1,material_positive_gt_0p2
48fd1a7abb7c59a6,0,1,19,1,23,0.2661473623851567,-0.0003539639446881,-1,-1,23,-1,-1,-0.0033295249734401,-0.0219093735299151,0.0425825542080879,-0.02403155033795,-0.0653121525193238,1,-0.0003539639446881,0,1,1,0,0,1,0,1,mild_harm
501128405d13533f,0,1,10,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
594c56337e94571b,0,1,14,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
5c92fa52c5165a1e,0,1,19,1,10,0.1913259511332679,-7.041046395883654e-05,10,-1,10,-1,-1,0.0030554515099414,-0.0155372478721871,0.0128653752138533,-0.0243888225723708,-0.0656694247537445,1,-7.041046395883654e-05,0,1,1,0,0,1,0,1,mild_harm
83d128720881565a,0,1,17,0,3,0.0524354888181263,-0.0005778864786027,-1,-1,-1,-1,-1,-0.1249182448656026,-0.1454732779086158,-0.0636786882028032,-0.1456757412949807,-0.1869563434763544,1,-0.0005778864786027,0,1,0,1,0,1,0,1,mild_harm
95a810911ba359ec,0,1,11,0,18,0.3655633981867628,-1.2317849212438547,18,18,18,18,18,0.1207343544690172,0.1363993793652895,0.1052812236840874,0.2999102174849742,0.2586296153036005,1,-1.2317849212438547,1,0,1,0,1,0,1,0,catastrophe
9d1adc78bda259ce,0,1,10,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
a3b5d1855e7e5d96,0,1,12,1,5,0.8865874639511729,0.1193620606041702,5,5,5,-1,-1,0.3190493646369497,0.3426107814743035,0.084476118416155,-0.0036507200736732,-0.044931322255047,1,0.1193620606041702,1,0,1,0,0,1,0,1,small_positive_0p01_to_0p2
bbc08519add25675,0,1,3,1,9,0.34343464965122,2.284032596921548,9,-1,9,9,-1,0.0023107613452506,-0.0152616673711236,0.0232098777927719,0.0221651448712548,-0.0191154573101188,1,2.284032596921548,0,1,1,0,1,0,0,1,material_positive_gt_0p2
bf75c93832c7569d,0,1,9,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
d5b4a2295da55f8c,0,1,5,0,7,2.0232822920408102,-1.2230283835736102,7,7,7,7,7,0.9813746018924504,0.941602470815326,0.4842909227100235,0.9353179686446116,0.894037366463238,1,-1.2230283835736102,1,0,1,0,1,0,1,0,catastrophe
dec7d1a6632a516c,0,1,9,1,1,0.2095299925044658,0.0097562610348436,1,1,1,1,1,0.023127761480382,0.0029097737095533,0.0249987323543417,0.0734685589561282,0.0321879567747544,1,0.0097562610348436,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
e14c53a47ffc5fe0,0,1,21,1,24,0.2705662984108091,-0.0002950868985615,24,-1,24,-1,-1,0.0058990155140638,-0.0147163031243486,0.0372981322544055,-0.0253826964710458,-0.0666632986524195,1,-0.0002950868985615,0,1,1,0,0,1,0,1,mild_harm
0624fd97bb1d5859,0,1,23,1,22,0.307087604126155,0.0001875565206632,22,22,22,22,22,0.1419688518989592,0.1005462058918258,0.0745652435257398,0.070399065353109,0.0291184631717352,1,0.0001875565206632,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
1289017760ab5cda,0,1,22,1,23,0.1695696067585175,-0.0001021183120086,-1,-1,23,-1,-1,-0.018039207450306,-0.0358804453843444,0.0284391714693135,-0.0411884732449242,-0.0824690754262979,1,-0.0001021183120086,0,1,1,0,0,1,0,1,mild_harm
15210c5280b851a8,0,1,18,1,24,0.0783254314371099,1.220051444119215,24,24,-1,24,-1,0.0315768028261241,0.0114142741010069,-0.0473867492620419,0.0047761800650484,-0.0365044221163252,1,1.220051444119215,1,0,0,1,1,0,0,1,material_positive_gt_0p2
327472f9f4b755a7,0,1,12,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
35c70713d92251fc,0,1,12,1,17,0.1413127678783992,0.0,17,17,17,-1,-1,0.0449619893080849,0.0235777180516099,0.0387554373004594,-0.0025181338176987,-0.0437987359990725,1,0.0,1,0,1,0,0,1,0,1,mild_harm
3a4fd1d48a995545,0,1,12,1,19,0.3629425684112401,0.0142617651462133,19,19,19,19,19,0.0591832817396835,0.0551783937540968,0.0062483236370491,0.1052875011653026,0.0640068989839289,1,0.0142617651462133,1,0,1,0,1,0,1,0,small_positive_0p01_to_0p2
3c9d60b02bfb51c0,0,1,17,0,9,0.2019859033669045,-0.0004975407660006,-1,-1,-1,-1,-1,-0.06521624842846,-0.0899275677550487,-0.0239640749402915,-0.0900059797549511,-0.1312865819363248,1,-0.0004975407660006,0,1,0,1,0,1,0,1,mild_harm
4750b9c4cfbd5d3f,0,1,2,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
506ddb4d458f5a70,0,1,1,0,9,0.2129942629495222,-0.9297249210089444,-1,-1,9,-1,-1,-0.0528829134088118,-0.0756810196047875,0.0151803710662032,-0.0336924228187109,-0.0749730250000847,1,-0.9297249210089444,0,1,1,0,0,1,0,1,catastrophe
54dbabed00525444,0,1,17,0,6,0.1129828642843183,-0.0001196603953605,-1,-1,-1,-1,-1,-0.0071237407722798,-0.0265904409199201,-0.0249015682091542,-0.0685019175179703,-0.109782519699344,1,-0.0001196603953605,0,1,0,1,0,1,0,1,mild_harm
77f9220d917b52d0,0,1,12,1,1,0.1751107123164369,0.9964797705322505,1,1,1,1,1,0.0912410640457193,0.0581569152882897,0.1301538361401394,0.06283071699994,0.0215501148185663,1,0.9964797705322505,1,0,1,0,1,0,1,0,material_positive_gt_0p2
7ca96f8e844f56ca,0,1,15,1,20,0.3163398267823767,3.252210966228601,20,20,20,20,20,0.0539080959917234,0.0349808515551655,0.0586702728745484,0.0445966220410409,0.0033160198596671,1,3.252210966228601,1,0,1,0,1,0,1,0,material_positive_gt_0p2
7d363b1db0fc5975,0,1,11,1,5,0.0515535415839632,-0.9769596037015144,5,-1,-1,-1,-1,0.0023679799345624,-0.0174866853408972,-0.0757894717169958,-0.0544285951270214,-0.0957091973083951,1,-0.9769596037015144,0,1,0,1,0,1,0,1,catastrophe
8813e8c6790a59d3,0,1,13,1,22,0.2954325623573707,0.0001085729885146,22,22,-1,22,22,0.0811287626644632,0.0799476775304702,-0.0439372734710553,0.1269286512506129,0.0856480490692392,1,0.0001085729885146,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
9626975e16725ec8,0,1,20,1,22,0.0387127754169094,0.0008604435924439,22,22,22,22,22,0.0489570869994059,0.0240728534047358,0.1276257416129361,0.0563337120702004,0.0150531098888267,1,0.0008604435924439,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
9907ad0101c45e09,0,1,1,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
9e720f0176b35d63,0,1,24,1,19,0.2363259581218463,-9.262234168127192e-05,19,-1,19,-1,-1,0.0233437677746473,-0.0002576653539395,0.0450833873965286,-0.0987745683431768,-0.1400551705245505,1,-9.262234168127192e-05,0,1,1,0,0,1,0,1,mild_harm
a67f3948c2445760,0,1,3,1,3,0.030472551691319,0.0006509598884731,3,3,3,3,3,0.108885410976374,0.0890783788087801,0.024564282097739,0.0847829433889634,0.0435023412075897,1,0.0006509598884731,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
a8e99095a8235549,0,1,4,0,16,0.5009691622233208,-1.2318749638779087,16,16,16,16,16,0.4386884357042828,0.2768326253429587,2.386472607810871,2.4031024259549008,2.361821823773527,1,-1.2318749638779087,1,0,1,0,1,0,1,0,catastrophe
aed1237adf57578c,0,1,1,1,0,0.3113336971456892,1.0332035451421078,0,0,0,0,0,0.1439955376041523,0.0947513036760112,0.276369489009164,0.1867993101613492,0.1455187079799755,1,1.0332035451421078,1,0,1,0,1,0,1,0,material_positive_gt_0p2
ba5ddc3d1d5d56ad,0,1,1,0,25,0.2006617011717707,-3.65264862778325e-05,25,25,25,25,-1,0.0515940402595782,0.0332608740101628,0.0960161739385334,0.0154091749230908,-0.0258714272582829,1,-3.65264862778325e-05,1,0,1,0,1,0,0,1,mild_harm
c81dc86e054f566d,0,1,15,1,3,0.0446817022815315,0.0005305072082206,3,3,-1,3,3,0.0931528744394683,0.0741596760233709,-0.0464243476973839,0.0475272511454098,0.0062466489640361,1,0.0005305072082206,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
cffbf96734fa5f35,0,1,2,0,1,0.0905889789082065,-0.0001211573171431,1,1,-1,-1,-1,0.1044881091706108,0.0873679145356192,-0.0452967373422547,-0.0106100186961276,-0.0518906208775013,1,-0.0001211573171431,1,0,0,1,0,1,0,1,mild_harm
f4ba7c7ca86f5233,0,1,13,1,22,0.3020711472082559,6.64908149863308e-05,22,22,-1,22,22,0.0814907908108935,0.0806935872766547,-0.0471217468891781,0.124466345537311,0.0831857433559373,1,6.64908149863308e-05,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
045cd7a008c65925,0,1,17,1,9,0.2187556230918365,0.0004271200689487,9,-1,9,-1,-1,0.008633577527114,-0.0330548085491469,0.1063809382762815,-0.040519167601463,-0.0817997697828368,1,0.0004271200689487,0,1,1,0,0,1,0,1,near_zero_positive_le_0p01
0c77a4182a655cf9,0,1,3,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
1470dbcb0c415442,0,1,9,1,9,0.0258193396029285,0.0005928187692534,-1,-1,-1,-1,-1,-0.1822604567365227,-0.2081957484679683,-0.0567813708157986,-0.1195789759829932,-0.1608595781643669,1,0.0005928187692534,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
208da297c61b5a6b,0,1,14,0,9,0.2282433716521233,-0.0002173149178734,-1,-1,-1,-1,-1,-0.0410541832514961,-0.0640142017886482,-0.018965319107908,-0.0772377910517925,-0.1185183932331662,1,-0.0002173149178734,0,1,0,1,0,1,0,1,mild_harm
249837af09305794,0,1,2,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
2648d4ed541751cc,0,1,13,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
2e3481cf5ec35baa,0,1,14,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
31d6d7b013a75d29,0,1,17,1,9,0.1573999275685835,0.00015953127658,-1,-1,-1,-1,-1,-0.0769790061288819,-0.1013276984146689,-0.0392127502042003,-0.0928056050870571,-0.1340862072684308,1,0.00015953127658,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
45389fbdea6657a0,0,1,10,0,6,0.051154231763046,-0.0003288350688643,6,6,-1,6,-1,0.0727258799555681,0.0521004244529772,-0.0497827108898509,0.0197386020079302,-0.0215420001734435,1,-0.0003288350688643,1,0,0,1,1,0,0,1,mild_harm
46bf28b955d051b1,0,1,29,1,5,0.0061431271667552,-0.0003345792815641,-1,-1,-1,5,-1,-0.0454923238331647,-0.0626600945513762,-0.0116962219764474,0.0035537766833761,-0.0377268254979975,1,-0.0003345792815641,0,1,0,1,1,0,0,1,mild_harm
4efebde6623256df,0,1,6,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
5991dfcee3185e01,0,1,15,0,2,0.2289757826230753,-3.552210174457291e-05,2,-1,2,2,-1,0.0183341794977344,-0.0026537322792311,0.0174997453685424,0.0331378705178061,-0.0081427316635676,1,-3.552210174457291e-05,0,1,1,0,1,0,0,1,mild_harm
6c82dcb2637f5ad4,0,1,3,0,9,0.254706379729819,-0.0003719746213523,-1,-1,9,9,-1,-0.0530406764054008,-0.0818893820870803,0.013792313420182,0.0107138720436017,-0.0305667301377719,1,-0.0003719746213523,0,1,1,0,1,0,0,1,mild_harm
1a9e0797610e5da4,1,2,17,1,9,0.067860900177485,-0.0003152008085511,-1,-1,-1,-1,-1,-0.1244812430618131,-0.1407378883625243,-0.0080431622774918,-0.1636194895635085,-0.0306413172836665,1,-0.0003152008085511,0,1,0,1,0,1,0,1,mild_harm
31e5a1e6febd5acb,1,2,12,1,4,0.1001262372180711,0.0022942917462438,4,-1,-1,-1,4,0.0120371316504304,-0.002639262498255,-0.06917732010842,-0.0008894368965056,0.1320887353833363,1,0.0022942917462438,0,1,0,1,0,1,1,0,near_zero_positive_le_0p01
3f0c33142293536e,1,2,11,1,19,0.1759833801899673,0.0,19,19,19,-1,19,0.0242708112672289,0.0044558374614961,0.0013830935333611,-0.0169318384502467,0.1160463338295952,1,0.0,1,0,1,0,0,1,1,0,mild_harm
48fc14e048fb5fe2,1,2,18,1,23,0.1377213293175721,0.0001272183358669,23,23,-1,23,23,0.022666458916853,0.0076478958883452,-0.0559580514648436,0.0120442770708858,0.1450224493507278,1,0.0001272183358669,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
65f00228b6bc54b5,1,2,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
d22547ad7061548d,1,2,11,1,26,0.5517393249386024,0.0043491496021159,26,26,26,-1,26,0.070504531805614,0.0438001980148536,0.0877224342205056,-0.101413048502727,0.0315651237771148,1,0.0043491496021159,1,0,1,0,0,1,1,0,near_zero_positive_le_0p01
ebc361211e395b18,1,2,19,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
f757646a2d865977,1,2,1,0,5,0.0157890678845987,-0.0002396740362047,-1,-1,5,-1,-1,-0.0580109484299778,-0.0721515799728693,0.0831793224561206,-0.1547429486701216,-0.0217647763902797,1,-0.0002396740362047,0,1,1,0,0,1,0,1,mild_harm
9ca3798eb199579e,1,2,10,0,23,0.1914482223399789,-7.272584703751916e-05,-1,-1,23,-1,23,-0.0883500384164225,-0.1044643210700724,0.077822189872501,-0.0727758710520001,0.0602023012278418,1,-7.272584703751916e-05,0,1,1,0,0,1,1,0,mild_harm
f7050dbcd3c954f3,1,2,6,1,2,0.0975107973028239,1.2324836412908278,2,2,-1,-1,2,0.0243881937161655,0.0102048162938413,-0.0284738716862972,-0.0333401076653433,0.0996380646144985,1,1.2324836412908278,1,0,0,1,0,1,1,0,material_positive_gt_0p2
180f81d1ca5c5ee3,1,2,17,1,23,0.1443417416229646,7.068096973794624e-05,23,-1,-1,-1,23,0.0145036919045063,-0.0007798594824931,-0.050039046730465,-0.0022865085435097,0.1306916637363321,1,7.068096973794624e-05,0,1,0,1,0,1,1,0,near_zero_positive_le_0p01
1bd8ca835d485cd8,1,2,14,1,23,0.0869700583000563,0.0001267136363314,23,23,-1,23,23,0.0156940412197596,0.0007035114899826,-0.0587886679236417,0.0188940477705904,0.1518722200504324,1,0.0001267136363314,1,0,0,1,1,0,1,0,near_zero_positive_le_0p01
291db523bb115ccf,1,2,16,1,24,0.1697532472292033,-8.852075822662897e-05,-1,-1,24,-1,24,-0.0134703655546953,-0.0268766028768242,0.0224837645377973,-0.0582078185994693,0.0747703536803726,1,-8.852075822662897e-05,0,1,1,0,0,1,1,0,mild_harm
2d4f708394ef542e,1,2,2,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
39346eef49ad52a6,1,2,16,0,2,0.0003899191943174,-1.8276321345854372,2,2,-1,2,2,0.0486786501004271,0.0359887960473081,-0.1376999297272324,0.0548233285803271,0.1878015008601691,1,-1.8276321345854372,1,0,0,1,1,0,1,0,catastrophe
621fb14952d45fbc,1,2,2,0,2,0.076859351701205,-1.793281329542026,2,2,-1,-1,2,0.0455076289281184,0.0311261757560435,-0.0897244428286732,-0.066302179475636,0.0666759928042058,1,-1.793281329542026,1,0,0,1,0,1,1,0,catastrophe
79a3cfc7d4535d5f,1,2,14,1,25,0.4144419323145974,0.0030683114655256,25,25,25,-1,25,0.0990190765329672,0.0730007704548423,0.129255572812255,-0.0351579158363312,0.0978202564435106,1,0.0030683114655256,1,0,1,0,0,1,1,0,near_zero_positive_le_0p01
7a90e31caaa35114,1,2,11,1,23,0.000844679722542,-0.0002471273148438,-1,-1,23,23,23,-0.0698715424331046,-0.0823958363030921,0.1306834390238351,0.0199795238904312,0.1529576961702732,1,-0.0002471273148438,0,1,1,0,1,0,1,0,mild_harm
9e4525cb8f5e5fcd,1,2,15,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
c5e0107671965987,1,2,13,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
ca00c31168b252d5,1,2,16,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
e2c31e25cb35514d,1,2,14,1,9,0.1786756793643761,-0.0005410650956444,-1,-1,9,-1,-1,-0.0877415899111412,-0.103584701866661,0.034255618376946,-0.1378365183662426,-0.0048583460864006,1,-0.0005410650956444,0,1,1,0,0,1,0,1,mild_harm
114a8e53ec3c5e0d,1,2,3,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
1907423ff64a51eb,1,2,9,1,22,0.1844532815796694,4.7492956556399735e-05,-1,-1,22,-1,22,-0.010165917117545,-0.0260663139586213,0.0138868908487471,-0.0775263011303361,0.0554518711495057,1,4.7492956556399735e-05,0,1,1,0,0,1,1,0,near_zero_positive_le_0p01
b8091003cbb95da3,1,2,2,1,21,0.0097189837439082,0.0057995361132896,-1,-1,-1,-1,21,-0.0178310265794374,-0.034607539365165,-0.028489703025216,-0.0619355852138295,0.0710425870660123,1,0.0057995361132896,0,1,0,1,0,1,1,0,near_zero_positive_le_0p01
c9281513f02f50f2,1,2,12,1,23,0.0998620397945753,0.0,-1,-1,-1,-1,23,-0.0145922052571018,-0.0297121709976122,-0.0187301534623544,-0.0300762360215664,0.1029019362582755,1,0.0,0,1,0,1,0,1,1,0,mild_harm
eeb054ac63575b33,1,2,2,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
6988613e2a3557be,1,2,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
b66ea7e3342b533b,1,2,2,0,2,0.1498102374783007,-5.520669647962606e-05,-1,-1,2,-1,-1,-0.0707045752956067,-0.0880695376688812,0.0342560245707553,-0.1782636696001501,-0.0452854973203082,1,-5.520669647962606e-05,0,1,1,0,0,1,0,1,mild_harm
ebdc46dacb5f53f2,1,2,20,1,21,0.059523338066818,7.133007049464624e-07,-1,-1,-1,-1,21,-0.0305939697702962,-0.0456804853278813,-0.0344632853713285,-0.0317868146485289,0.101191357631313,1,7.133007049464624e-07,0,1,0,1,0,1,1,0,near_zero_positive_le_0p01
06a937676ff65c69,1,2,17,1,9,0.1457244736804245,-0.0008672325992258,-1,-1,9,-1,-1,-0.0992704325664083,-0.1159056350040521,0.0179291359024193,-0.134987162126794,-0.002008989846952,1,-0.0008672325992258,0,1,1,0,0,1,0,1,mild_harm
26f611f146275818,1,2,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
441987f47a6f5784,1,2,9,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
5f4392860e5752ce,1,2,6,1,24,0.222149187005187,-0.000464562402782,-1,-1,24,-1,24,-0.0719521295132214,-0.0888817728292295,0.0381981926830539,-0.0862916863270038,0.0466864859528381,1,-0.000464562402782,0,1,1,0,0,1,1,0,mild_harm
5fde760ec9f05c3d,1,2,16,1,22,0.509443486967129,-0.0001297025804172,22,22,22,-1,22,0.14530882121845,0.1135323176780318,0.1255287795202921,-0.0134999725997541,0.1194781996800878,1,-0.0001297025804172,1,0,1,0,0,1,1,0,mild_harm
606e5b5125985e1f,1,2,12,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
73cd1e45d87156ee,1,2,18,1,23,0.383533882953274,0.0003884504090763,23,23,23,23,23,0.1634387964003869,0.1332935341218021,0.0826742053052802,0.0105851080391385,0.1435632803189804,1,0.0003884504090763,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
7a9a7b86210b5dc4,1,2,17,0,3,0.1223014329312727,-0.0001631911307573,3,3,3,3,3,0.1031340994768226,0.0823818079947275,0.0120088409598641,0.1104374465721364,0.2434156188519783,1,-0.0001631911307573,1,0,1,0,1,0,1,0,mild_harm
81195788481d5844,1,2,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
948d834b78515695,1,2,10,1,22,0.0786345226336342,2.8722488693892767e-05,-1,-1,22,22,22,-0.0075834349203666,-0.0243761230296457,0.0477030966209066,0.0338259957026013,0.1668041679824433,1,2.8722488693892767e-05,0,1,1,0,1,0,1,0,near_zero_positive_le_0p01
a08635adfbc45990,1,2,16,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
a5836bf6d71f58f2,1,2,17,1,9,0.0483777762411058,0.000861446211487,-1,-1,9,-1,-1,-0.1289915271488692,-0.1414279366239373,0.0045679957176403,-0.2196345720276649,-0.0866563997478229,1,0.000861446211487,0,1,1,0,0,1,0,1,near_zero_positive_le_0p01
a6e92119ed185a7d,1,2,19,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
aeb0da156a7b5426,1,2,3,1,21,0.4016152735521289,8.050889065489182e-05,21,21,21,21,21,0.2016334156799374,0.1619797530006913,0.1167499187280518,0.206437778387181,0.339415950667023,1,8.050889065489182e-05,1,0,1,0,1,0,1,0,near_zero_positive_le_0p01
b024a29a38815f5d,1,2,10,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
c0eff628bb5d57f2,1,2,5,0,9,0.1919309276150189,-0.0002712661859579,-1,-1,9,-1,9,-0.0599521339795755,-0.0812340221902077,0.0149146779456292,-0.052931708780735,0.0800464634991069,1,-0.0002712661859579,0,1,1,0,0,1,1,0,mild_harm
c2ef8af22b6b57fa,1,2,16,1,8,0.0314021350363716,0.0006266896873712,-1,-1,-1,-1,-1,-0.1457107838585638,-0.1590230433178957,-0.002124444097537,-0.1759759298495983,-0.0429977575697563,1,0.0006266896873712,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
e2becee9277c5811,1,2,18,1,22,0.4637404023987865,0.0001367530750111,22,22,22,-1,22,0.148956777937692,0.1187175663123983,0.0863545883335884,-0.0255299239738861,0.1074482483059558,1,0.0001367530750111,1,0,1,0,0,1,1,0,near_zero_positive_le_0p01
e7c6e7ca0bf75a88,1,2,17,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
f845609710815b95,1,2,16,1,22,0.5103017594189099,-0.0001336572684111,22,22,22,-1,22,0.14961012157519,0.1149031889124546,0.1447343588950506,-0.0130197656797526,0.1199584066000893,1,-0.0001336572684111,1,0,1,0,0,1,1,0,mild_harm
0e7c79855e005220,1,2,17,1,3,0.1567587199850295,0.989674308249508,-1,-1,3,-1,3,-0.0375843774484785,-0.0487467772992636,0.0482078736230108,-0.0239734105947549,0.109004761685087,1,0.989674308249508,0,1,1,0,0,1,1,0,material_positive_gt_0p2
14dd0d86a4d353af,1,2,1,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
2d691673d2a75468,1,2,5,1,9,0.2046044900958258,-0.0005493406044321,-1,-1,9,-1,-1,-0.0441937243984539,-0.0687994813443158,0.0334258832523996,-0.1471122678534638,-0.0141340955736219,1,-0.0005493406044321,0,1,1,0,0,1,0,1,mild_harm
4a475083531f544e,1,2,17,1,5,0.0152957417616315,0.0005351796336472,-1,-1,-1,-1,-1,-0.0796669303079985,-0.0895882919046128,-0.0915784200316685,-0.1373418996030577,-0.0043637273232157,1,0.0005351796336472,0,1,0,1,0,1,0,1,near_zero_positive_le_0p01
4aa6a5b42a9d5a1a,1,2,4,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
4f8180de60ff5016,1,2,16,1,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
65f6f0aad1645746,1,2,15,0,-1,,,-1,-1,-1,-1,-1,,,,,,0,,0,0,0,0,0,0,0,0,RSMR_abstain
86935537a5e256bd,1,2,3,1,23,0.1231613475703427,-4.216529144323439e-05,-1,-1,23,-1,23,-0.0276654322241782,-0.0404648277597337,0.0217385316441558,-0.0988203634306667,0.0341578088491752,1,-4.216529144323439e-05,0,1,1,0,0,1,1,0,mild_harm
