scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,dense_selected_action,dense_value,hurdle_selected_action,hurdle_value,sign_shift_selected_action,sign_shift_value,sdfr_raw_selected_action,sdfr_raw_value,sdfr_main_selected_action,sdfr_main_value,selected_positive_probability,selected_positive_magnitude,selected_negative_magnitude,rsmr_outcome_class,dense_deletes_rsmr_proposal,dense_accepts_frozen_rsmr_winner,hurdle_deletes_rsmr_proposal,hurdle_accepts_frozen_rsmr_winner,sign_shift_deletes_rsmr_proposal,sign_shift_accepts_frozen_rsmr_winner,sdfr_raw_deletes_rsmr_proposal,sdfr_raw_accepts_frozen_rsmr_winner,sdfr_main_deletes_rsmr_proposal,sdfr_main_accepts_frozen_rsmr_winner
f7cbec94d1ff5621,0,1,3,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
03dac455f9ec5792,0,1,18,1,23,0.2460258016774534,-0.0001943112442734,23,0.0090548839941286,23,0.0080055545321678,-1,-0.0081261048017512,-1,-0.0059030936731198,-1,-0.0220589515473916,0.4274790314314313,0.2333955495005934,0.184578038038067,mild_harm,0,1,0,1,1,0,1,0,1,0
0966d80519ed5508,0,1,11,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
222f2b699516591c,0,1,14,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
343925e5442554f5,0,1,4,1,9,0.5838481226295662,-0.0001190353877842,9,0.1926075187282643,-1,-0.0250373374375441,-1,-0.0727348203823988,-1,-0.0861590138110378,-1,-0.1023148716853095,0.3838131083954499,0.6937345976003653,0.5719424592103709,mild_harm,0,1,1,0,1,0,1,0,1,0
650894e30d725ba8,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
70a67a5dedae584b,0,1,23,1,22,0.1821758017089497,0.0002050307922065,22,0.0483894894805593,-1,-0.0020793935744043,-1,-0.0242281066499342,-1,-0.0265623573974358,-1,-0.0427182152717075,0.4113032579702408,0.3133848039519496,0.2640723774438339,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
80c337fb67145ff6,0,1,29,1,20,0.1677480115548473,0.0002089060913768,20,0.1923102162231171,20,0.0300290776866732,20,0.0259726513013621,20,0.0383332254928132,20,0.0221773676185415,0.5353494700172108,0.0882632077496873,0.0191938573670219,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
84ed4f2cc4f057ce,0,1,14,1,25,0.172805776623204,1.8950668792427905e-05,25,0.0446451628260534,25,0.0206586008301655,25,0.0076976137934169,25,0.015351542764056,-1,-0.0008043151102156,0.4289721648454649,0.2076243832840723,0.1290892209975511,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,1,0
8bdafd4a1d7c50eb,0,1,21,1,3,0.075166753519983,0.0008188129012006,3,0.0771272260532344,3,0.003476822466356,-1,-0.0015697634462513,-1,-0.0004489972647041,-1,-0.0166048551389759,0.5181762968465886,0.0622898626294919,0.0679213733134193,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
9cb860301c105ca7,0,1,9,1,20,0.5255746113163778,-3.7070147320572566e-05,20,0.154224216009822,20,0.0068179612257908,-1,-0.015060750289809,-1,-0.0136939878840316,-1,-0.0298498457583034,0.4602249891419122,0.2892630909351253,0.272002385837395,mild_harm,0,1,0,1,1,0,1,0,1,0
a1ceb182eb7250a1,0,1,16,1,9,0.2760796406411903,0.0007709787252359,-1,-0.0337293133597513,9,0.0236336873799973,9,0.003691458546517,9,0.0120482434120488,-1,-0.0041076144622229,0.3974251757472058,0.3292660413682038,0.1971711498130107,near_zero_positive_le_0p01,1,0,0,1,0,1,0,1,1,0
b704090abc8d5afe,0,1,30,1,18,0.1553406690888887,0.0007353571400976,18,0.2428806035466392,18,0.0660500968161359,18,0.0600551611870018,18,0.0874779527963474,18,0.0713220949220756,0.5431095588487447,0.161068704041554,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
fd35b4e54a465e54,0,1,1,0,7,0.1122411017486341,-2.0207331793509424,7,0.0480940415390945,7,0.0149291431732453,7,0.000944500647119,7,0.0061594000975221,-1,-0.0099964577767495,0.4222365659369533,0.2163558813154317,0.1474547526316319,catastrophe,0,1,0,1,0,1,0,1,1,0
fe98c3c19baf5ea3,0,1,2,1,4,0.6410420944109576,2.128624531634088,-1,-0.3125983503322216,-1,-0.5784491102374392,-1,-0.6638454742273778,-1,-0.8943283643221631,-1,-0.9104842221964348,0.1214105833812903,3.290285818908551,1.4725921580825527,material_positive_gt_0p2,1,0,1,0,1,0,1,0,1,0
05ba4ac2db9c50d2,0,1,11,1,25,0.1727854607064307,-0.98944860655242,25,0.0331336626397285,25,0.0203932183269321,25,0.0154163395731545,25,0.0235657634117117,25,0.0074099055374399,0.474308902026525,0.0913597986364179,0.0376019347580611,catastrophe,0,1,0,1,0,1,0,1,0,1
0d399eab6caf5d71,0,1,1,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
154c14f381535c43,0,1,1,1,24,0.2305967211942673,7.987478524418279e-05,24,0.040217333795695,24,0.0188229325007067,24,0.004849578060468,24,0.0116797054213591,-1,-0.0044761524529126,0.4295657335515012,0.2185528815347172,0.1441062157199802,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,1,0
20cd0f5250875606,0,1,5,0,9,0.1943934711475888,-0.0003515167922247,-1,-0.0398395694111732,9,0.0261981525254575,9,0.0040122968971119,9,0.0131968473957754,-1,-0.0029590104784963,0.3611010661455144,0.3991685328482663,0.2049515634616753,mild_harm,1,0,0,1,0,1,0,1,1,0
30a3163cf0805a69,0,1,4,0,1,0.2587818534600188,-1.2324926170708386,1,0.0194241889830392,1,0.032899136254574,1,0.0069402291885067,1,0.0186130790269668,1,0.002457221152695,0.3658252886081057,0.4648694944482503,0.23881106456022,catastrophe,0,1,0,1,0,1,0,1,0,1
3da38924ebd45f50,0,1,10,1,1,0.2897989109508466,1.728687759304978,-1,-0.0079665861157832,1,0.0366387994768228,1,0.018208421080831,1,0.0319853260761297,1,0.015829468201858,0.3930251741206393,0.3289078912194785,0.1602764249721845,material_positive_gt_0p2,1,0,0,1,0,1,0,1,0,1
48fd1a7abb7c59a6,0,1,19,1,23,0.2661473623851567,-0.0003539639446881,-1,-0.0033295249734401,23,0.0102055620253582,-1,-0.0085793781337081,-1,-0.0056421439876905,-1,-0.0217980018619623,0.4077676869759215,0.2855517886534285,0.2061369055250669,mild_harm,1,0,0,1,1,0,1,0,1,0
501128405d13533f,0,1,10,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
594c56337e94571b,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
5c92fa52c5165a1e,0,1,19,1,10,0.1913259511332679,-7.041046395883654e-05,10,0.0030554515099414,10,0.0065014749110471,-1,-0.0111692361152455,-1,-0.0096775731432169,-1,-0.0258334310174886,0.4107521279443001,0.2622504728179742,0.1992328160609826,mild_harm,0,1,0,1,1,0,1,0,1,0
83d128720881565a,0,1,17,0,3,0.0524354888181263,-0.0005778864786027,-1,-0.1249182448656026,-1,-0.0132047504522802,-1,-0.0379398856136653,-1,-0.0449666461722733,-1,-0.0611225040465451,0.3592750131825137,0.3853007090876539,0.2862313274528394,mild_harm,1,0,1,0,1,0,1,0,1,0
95a810911ba359ec,0,1,11,0,18,0.3655633981867628,-1.2317849212438547,18,0.1207343544690172,-1,-0.1403216673080239,-1,-0.2013004363841787,-1,-0.2620687364743588,-1,-0.2782245943486305,0.3208818346938706,0.9122161409427632,0.8169157500997684,catastrophe,0,1,1,0,1,0,1,0,1,0
9d1adc78bda259ce,0,1,10,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
a3b5d1855e7e5d96,0,1,12,1,5,0.8865874639511729,0.1193620606041702,5,0.3190493646369497,-1,-0.0685502176766956,-1,-0.1181684514531286,-1,-0.148576387932739,-1,-0.1647322458070108,0.2072392069085416,1.3069672179112752,0.529076666357977,small_positive_0p01_to_0p2,0,1,1,0,1,0,1,0,1,0
bbc08519add25675,0,1,3,1,9,0.34343464965122,2.284032596921548,9,0.0023107613452506,9,0.0417285031440141,9,0.0201977428438062,9,0.0357778521065444,9,0.0196219942322726,0.3699571688204991,0.4027440716396578,0.1797023929064387,material_positive_gt_0p2,0,1,0,1,0,1,0,1,0,1
bf75c93832c7569d,0,1,9,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
d5b4a2295da55f8c,0,1,5,0,7,2.0232822920408102,-1.2230283835736102,7,0.9813746018924504,7,0.3960714244977359,7,0.3389050061791046,7,0.4936580894465764,7,0.4775022315723047,0.2734450281843834,1.805328452026942,0.0,catastrophe,0,1,0,1,0,1,0,1,0,1
dec7d1a6632a516c,0,1,9,1,1,0.2095299925044658,0.0097562610348436,1,0.023127761480382,1,0.0050001393767164,-1,-0.009932498422943,-1,-0.0088667238601792,-1,-0.025022581734451,0.4320542661309953,0.2103633441872019,0.1756419640205467,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,1,0
e14c53a47ffc5fe0,0,1,21,1,24,0.2705662984108091,-0.0002950868985615,24,0.0058990155140638,24,0.0051613910393179,-1,-0.0113571308713434,-1,-0.0103322706371334,-1,-0.0264881285114052,0.4282606485325732,0.2341558140360648,0.1934657657024907,mild_harm,0,1,0,1,1,0,1,0,1,0
0624fd97bb1d5859,0,1,23,1,22,0.307087604126155,0.0001875565206632,22,0.1419688518989592,22,0.0034237648637978,22,0.0030920964476583,22,0.0045040303238508,-1,-0.0116518275504208,0.5123579003878718,0.0087907892518904,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,1,0
1289017760ab5cda,0,1,22,1,23,0.1695696067585175,-0.0001021183120086,-1,-0.018039207450306,-1,-0.0078682412641823,-1,-0.0265764051401588,-1,-0.0310603949772467,-1,-0.0472162528515185,0.4115252936538637,0.2556571648094092,0.2315643872720678,mild_harm,1,0,1,0,1,0,1,0,1,0
15210c5280b851a8,0,1,18,1,24,0.0783254314371099,1.220051444119215,24,0.0315768028261241,-1,-0.0092488712476831,-1,-0.0218989754269305,-1,-0.0265619728753595,-1,-0.0427178307496313,0.434106626844623,0.1577526297635974,0.167952903084814,material_positive_gt_0p2,0,1,1,0,1,0,1,0,1,0
327472f9f4b755a7,0,1,12,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
35c70713d92251fc,0,1,12,1,17,0.1413127678783992,0.0,17,0.0449619893080849,-1,-0.0017618478668001,-1,-0.0147026895711384,-1,-0.0162953319127229,-1,-0.0324511897869946,0.4406488970724208,0.1699931060345563,0.1630507316771547,mild_harm,0,1,1,0,1,0,1,0,1,0
3a4fd1d48a995545,0,1,12,1,19,0.3629425684112401,0.0142617651462133,19,0.0591832817396835,-1,-0.0385022900194241,-1,-0.0791754219906163,-1,-0.0978632894117607,-1,-0.1140191472860324,0.4599344239054595,0.4635302887239411,0.5759612156140946,small_positive_0p01_to_0p2,0,1,1,0,1,0,1,0,1,0
3c9d60b02bfb51c0,0,1,17,0,9,0.2019859033669045,-0.0004975407660006,-1,-0.06521624842846,9,0.0248888368847948,9,0.004631182516751,9,0.0134597131839673,-1,-0.0026961446903044,0.3861415144830908,0.344509787756042,0.1947840110310005,mild_harm,1,0,0,1,0,1,0,1,1,0
4750b9c4cfbd5d3f,0,1,2,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
506ddb4d458f5a70,0,1,1,0,9,0.2129942629495222,-0.9297249210089444,-1,-0.0528829134088118,9,0.0218126156394585,9,0.002327371043033,9,0.009949332301869,-1,-0.0062065255724026,0.3863082175734807,0.3281473514413804,0.1903507419848762,catastrophe,1,0,0,1,0,1,0,1,1,0
54dbabed00525444,0,1,17,0,6,0.1129828642843183,-0.0001196603953605,-1,-0.0071237407722798,-1,-0.0129510479340165,-1,-0.0301160528058578,-1,-0.0365985933471469,-1,-0.0527544512214187,0.4238116983016207,0.2191148659885625,0.2246870275624963,mild_harm,1,0,1,0,1,0,1,0,1,0
77f9220d917b52d0,0,1,12,1,1,0.1751107123164369,0.9964797705322505,1,0.0912410640457193,1,0.0272542845171905,1,0.0244972556786972,1,0.0356833573259137,1,0.0195274994516419,0.4907775643114349,0.0727078006835495,0.0,material_positive_gt_0p2,0,1,0,1,0,1,0,1,0,1
7ca96f8e844f56ca,0,1,15,1,20,0.3163398267823767,3.252210966228601,20,0.0539080959917234,20,0.0029256459008926,-1,-0.0115898305437478,-1,-0.011349244179727,-1,-0.0275051020539988,0.4451791322003882,0.1958483081050529,0.1776011497470169,material_positive_gt_0p2,0,1,0,1,1,0,1,0,1,0
7d363b1db0fc5975,0,1,11,1,5,0.0515535415839632,-0.9769596037015144,5,0.0023679799345624,5,0.0021528329241917,-1,-0.0140454627134544,-1,-0.0142418072677675,-1,-0.0303976651420393,0.4161751022537506,0.2318337670597808,0.1896548937997999,catastrophe,0,1,0,1,1,0,1,0,1,0
8813e8c6790a59d3,0,1,13,1,22,0.2954325623573707,0.0001085729885146,22,0.0811287626644632,22,0.0158527643147381,22,0.0143449263553108,22,0.0208952031061829,22,0.0047393452319112,0.5212038211142846,0.040090272288317,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
9626975e16725ec8,0,1,20,1,22,0.0387127754169094,0.0008604435924439,22,0.0489570869994059,22,0.0128123527942655,22,0.0085305834190926,22,0.0135967633952163,-1,-0.0025590944790554,0.4978238727165751,0.06920063384692,0.0415252000402835,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,1,0
9907ad0101c45e09,0,1,1,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
9e720f0176b35d63,0,1,24,1,19,0.2363259581218463,-9.262234168127192e-05,19,0.0233437677746473,19,0.0089370989306605,-1,-0.0128920757264125,-1,-0.0106819001896977,-1,-0.0268377580639694,0.4039184957963505,0.3305683064973174,0.2419208653365195,mild_harm,0,1,0,1,1,0,1,0,1,0
a67f3948c2445760,0,1,3,1,3,0.030472551691319,0.0006509598884731,3,0.108885410976374,-1,-0.0074727885962145,-1,-0.0168976068076097,-1,-0.0206222200045493,-1,-0.0367780778788211,0.45179984344347,0.1116882265100771,0.1296660396866395,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
a8e99095a8235549,0,1,4,0,16,0.5009691622233208,-1.2318749638779087,16,0.4386884357042828,16,0.3304551333756303,16,0.204140802582792,16,0.3307428651785047,16,0.3145870073042329,0.380449899728566,2.432200726972732,0.9597087584321576,catastrophe,0,1,0,1,0,1,0,1,0,1
aed1237adf57578c,0,1,1,1,0,0.3113336971456892,1.0332035451421078,0,0.1439955376041523,0,0.0790588720105673,-1,-0.0770080668470873,-1,-0.0557487319422849,-1,-0.0719045898165566,0.2787565739978014,3.4048474222122977,1.3932499044232085,material_positive_gt_0p2,0,1,0,1,1,0,1,0,1,0
ba5ddc3d1d5d56ad,0,1,1,0,25,0.2006617011717707,-3.65264862778325e-05,25,0.0515940402595782,25,0.0099325198273778,-1,-0.0039129757253987,-1,-0.0007336143864691,-1,-0.0168894722607408,0.4393939306747593,0.1996178339118031,0.1577658250618149,mild_harm,0,1,0,1,1,0,1,0,1,0
c81dc86e054f566d,0,1,15,1,3,0.0446817022815315,0.0005305072082206,3,0.0931528744394683,-1,-0.0013025984801349,-1,-0.0126910534796245,-1,-0.0139912009894799,-1,-0.0301470588637517,0.4507362919467704,0.1465632031539697,0.1457452122563748,near_zero_positive_le_0p01,0,1,1,0,1,0,1,0,1,0
cffbf96734fa5f35,0,1,2,0,1,0.0905889789082065,-0.0001211573171431,1,0.1044881091706108,1,0.0028142000475669,-1,-0.0084189980187601,-1,-0.0080051734764056,-1,-0.0241610313506773,0.4455535868651757,0.1522392626824964,0.1367777322203735,mild_harm,0,1,0,1,1,0,1,0,1,0
f4ba7c7ca86f5233,0,1,13,1,22,0.3020711472082559,6.64908149863308e-05,22,0.0814907908108935,22,0.0154777743627867,22,0.0140044797763566,22,0.0203992995206327,22,0.0042434416463609,0.5208383097005483,0.0391662808604864,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
045cd7a008c65925,0,1,17,1,9,0.2187556230918365,0.0004271200689487,9,0.008633577527114,9,0.0687672226827076,9,0.0609618703874723,9,0.0887986896501173,9,0.0726428317758456,0.4286371075809008,0.2071651942391794,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
0c77a4182a655cf9,0,1,3,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
1470dbcb0c415442,0,1,9,1,9,0.0258193396029285,0.0005928187692534,-1,-0.1822604567365227,-1,-0.0210860536021218,-1,-0.0534964708269496,-1,-0.0641763855977066,-1,-0.0803322434719784,0.3180518847566239,0.5680493594622236,0.3590383924179898,near_zero_positive_le_0p01,1,0,1,0,1,0,1,0,1,0
208da297c61b5a6b,0,1,14,0,9,0.2282433716521233,-0.0002173149178734,-1,-0.0410541832514961,9,0.0267720214039944,9,0.0067139932556831,9,0.0163378603926508,9,0.000182002518379,0.3917420537266938,0.339851664902911,0.1920177607122818,mild_harm,1,0,0,1,0,1,0,1,0,1
249837af09305794,0,1,2,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
2648d4ed541751cc,0,1,13,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
2e3481cf5ec35baa,0,1,14,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
31d6d7b013a75d29,0,1,17,1,9,0.1573999275685835,0.00015953127658,-1,-0.0769790061288819,9,0.0110890025507255,-1,-0.0097059892366084,-1,-0.0065557572256204,-1,-0.0227116150998921,0.3895837549850351,0.3297892199659852,0.2212199970042477,near_zero_positive_le_0p01,1,0,0,1,1,0,1,0,1,0
45389fbdea6657a0,0,1,10,0,6,0.051154231763046,-0.0003288350688643,6,0.0727258799555681,6,0.0151063318135189,6,0.0009251285046514,6,0.0062223674951323,-1,-0.0099334903791393,0.441460153679322,0.2107558296789232,0.1554373139815217,mild_harm,0,1,0,1,0,1,0,1,1,0
46bf28b955d051b1,0,1,29,1,5,0.0061431271667552,-0.0003345792815641,-1,-0.0454923238331647,-1,-0.0417616941411958,-1,-0.0594593950227409,-1,-0.0778178092010865,-1,-0.0939736670753582,0.4145738957388301,0.1900013167884296,0.2674759361733496,mild_harm,1,0,1,0,1,0,1,0,1,0
4efebde6623256df,0,1,6,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
5991dfcee3185e01,0,1,15,0,2,0.2289757826230753,-3.552210174457291e-05,2,0.0183341794977344,2,0.0113566508007428,-1,-0.0039603681087589,-1,-0.0003011553287915,-1,-0.0164570132030632,0.4276600629224231,0.2269902497274457,0.1701363359461125,mild_harm,0,1,0,1,1,0,1,0,1,0
6c82dcb2637f5ad4,0,1,3,0,9,0.254706379729819,-0.0003719746213523,-1,-0.0530406764054008,9,0.0542518826902363,9,0.0310383829271094,9,0.051668617168654,9,0.0355127592943822,0.3830606397284201,0.4351001901461809,0.1864059053779211,mild_harm,1,0,0,1,0,1,0,1,0,1
1a9e0797610e5da4,1,2,17,1,9,0.067860900177485,-0.0003152008085511,-1,-0.1244812430618131,-1,-0.0074159371502628,-1,-0.020818007437162,-1,-0.1322108212759007,9,0.0194763531593335,0.431796100171663,0.2364318967258585,0.4123540727353363,mild_harm,1,0,1,0,1,0,1,0,0,1
31e5a1e6febd5acb,1,2,12,1,4,0.1001262372180711,0.0022942917462438,4,0.0120371316504304,4,0.0128665166707969,4,0.0047475749387877,-1,-0.0516116413268156,4,0.1000755331084186,0.4587418692087351,0.1537979406294033,0.2257059786113679,near_zero_positive_le_0p01,0,1,0,1,0,1,1,0,0,1
3f0c33142293536e,1,2,11,1,19,0.1759833801899673,0.0,19,0.0242708112672289,19,0.034209270743626,19,0.0293753440854481,19,0.011649861792189,19,0.1633370362274233,0.4889856979926788,0.115909654472585,0.0881155406557154,mild_harm,0,1,0,1,0,1,0,1,0,1
48fc14e048fb5fe2,1,2,18,1,23,0.1377213293175721,0.0001272183358669,23,0.022666458916853,23,0.0055484265862884,-1,-0.0014051805192256,-1,-0.0532393616052996,23,0.0984478128299346,0.4765695910179086,0.1211781204155564,0.2120418817620846,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,0,1
65f00228b6bc54b5,1,2,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
d22547ad7061548d,1,2,11,1,26,0.5517393249386024,0.0043491496021159,26,0.070504531805614,26,0.1158760274800842,26,0.1090921827116626,26,0.1211274639592383,26,0.2728146383944726,0.5258194790232442,0.2303594081075946,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
ebc361211e395b18,1,2,19,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
f757646a2d865977,1,2,1,0,5,0.0157890678845987,-0.0002396740362047,-1,-0.0580109484299778,-1,-0.0297206612714117,-1,-0.0396494853108502,-1,-0.1373192546074275,5,0.0143679198278067,0.4611950080056236,0.1367050942661792,0.3718728753983386,mild_harm,1,0,1,0,1,0,1,0,0,1
9ca3798eb199579e,1,2,10,0,23,0.1914482223399789,-7.272584703751916e-05,-1,-0.0883500384164225,23,0.0050159390512036,-1,-0.0062029032921701,-1,-0.0920977713984099,23,0.0595894030368243,0.4434119215743375,0.2050133573232352,0.3287945703672734,mild_harm,1,0,0,1,1,0,1,0,0,1
f7050dbcd3c954f3,1,2,6,1,2,0.0975107973028239,1.2324836412908278,2,0.0243881937161655,-1,-0.0025929296763499,-1,-0.0092583274793902,-1,-0.0638112913341481,2,0.0878758831010861,0.4813396431039919,0.1062788307790059,0.2216624121782948,material_positive_gt_0p2,0,1,1,0,1,0,1,0,0,1
180f81d1ca5c5ee3,1,2,17,1,23,0.1443417416229646,7.068096973794624e-05,23,0.0145036919045063,23,0.0080771778879276,23,0.0008512450532443,-1,-0.0515554235000636,23,0.1001317509351706,0.4724777377831346,0.1295254195525973,0.2137413125312484,near_zero_positive_le_0p01,0,1,0,1,0,1,1,0,0,1
1bd8ca835d485cd8,1,2,14,1,23,0.0869700583000563,0.0001267136363314,23,0.0156940412197596,23,0.0032046255113002,-1,-0.0034298510467141,-1,-0.0541642219178498,23,0.0975229525173844,0.4735521981457352,0.1139963388117262,0.2054286072841216,near_zero_positive_le_0p01,0,1,0,1,1,0,1,0,0,1
291db523bb115ccf,1,2,16,1,24,0.1697532472292033,-8.852075822662897e-05,-1,-0.0134703655546953,24,0.0043817809698394,-1,-0.0056512649855211,-1,-0.0825781512734019,24,0.0691090231618322,0.4536419462970638,0.1792063758094252,0.2999382534471314,mild_harm,1,0,0,1,1,0,1,0,0,1
2d4f708394ef542e,1,2,2,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
39346eef49ad52a6,1,2,16,0,2,0.0003899191943174,-1.8276321345854372,2,0.0486786501004271,-1,-0.0133702282062411,-1,-0.0206331649814688,-1,-0.0864984195791464,2,0.0651887548560878,0.4838805155127693,0.1034737511943092,0.2646041386807353,catastrophe,0,1,1,0,1,0,1,0,0,1
621fb14952d45fbc,1,2,2,0,2,0.076859351701205,-1.793281329542026,2,0.0455076289281184,2,0.0006963041615552,-1,-0.0059682192503034,-1,-0.0584966940735838,2,0.0931904803616504,0.4751488319154039,0.1113386730910181,0.2122489980280212,catastrophe,0,1,0,1,1,0,1,0,0,1
79a3cfc7d4535d5f,1,2,14,1,25,0.4144419323145974,0.0030683114655256,25,0.0990190765329672,25,0.0510005420367878,25,0.0484131941053327,25,0.0537542404815995,25,0.2054414149168337,0.5890949789392842,0.0912488518886862,0.0,near_zero_positive_le_0p01,0,1,0,1,0,1,0,1,0,1
7a90e31caaa35114,1,2,11,1,23,0.000844679722542,-0.0002471273148438,-1,-0.0698715424331046,-1,-0.027036597781338,-1,-0.0365792808655035,-1,-0.1293551017699556,23,0.0223320726652786,0.4661754577436215,0.1313427528803311,0.3570159380640093,mild_harm,1,0,1,0,1,0,1,0,0,1
9e4525cb8f5e5fcd,1,2,15,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
c5e0107671965987,1,2,13,0,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
ca00c31168b252d5,1,2,16,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
e2c31e25cb35514d,1,2,14,1,9,0.1786756793643761,-0.0005410650956444,-1,-0.0877415899111412,9,0.0091837608133586,-1,-0.0031665452791083,-1,-0.0952428290152188,9,0.0564443454200154,0.4315341548751468,0.2357989351184564,0.3465434641174518,mild_harm,1,0,0,1,1,0,1,0,0,1
114a8e53ec3c5e0d,1,2,3,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
1907423ff64a51eb,1,2,9,1,22,0.1844532815796694,4.7492956556399735e-05,-1,-0.010165917117545,22,0.0076631230832663,-1,-0.0009756917739246,-1,-0.0648419907450974,22,0.0868451836901368,0.4691503315838489,0.1536603739860795,0.2579483689996758,near_zero_positive_le_0p01,1,0,0,1,1,0,1,0,0,1
b8091003cbb95da3,1,2,2,1,21,0.0097189837439082,0.0057995361132896,-1,-0.0178310265794374,21,0.001015221754812,-1,-0.0068463912446668,-1,-0.068665141613332,21,0.0830220328219021,0.449558185733206,0.138977027683248,0.2382511623174809,near_zero_positive_le_0p01,1,0,0,1,1,0,1,0,0,1
c9281513f02f50f2,1,2,12,1,23,0.0998620397945753,0.0,-1,-0.0145922052571018,23,0.0016865485580376,-1,-0.0061966362459744,-1,-0.06778222497586,23,0.0839049494593741,0.46609786975073,0.1351955862366751,0.2449823522138949,mild_harm,1,0,0,1,1,0,1,0,0,1
eeb054ac63575b33,1,2,2,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
6988613e2a3557be,1,2,17,1,-1,,,-1,,-1,,-1,,-1,,-1,,,,,RSMR_abstain,0,0,0,0,0,0,0,0,0,0
b66ea7e3342b533b,1,2,2,0,2,0.1498102374783007,-5.520669647962606e-05,-1,-0.0707045752956067,2,0.0297211180784889,2,0.0112218934388161,-1,-0.1156756644825983,2,0.0360115099526358,0.4148517650342806,0.3845126879915224,0.470293534748642,mild_harm,1,0,0,1,0,1,1,0,0,1
