scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,teacher_best_action,teacher_best_improvement,mean_selected_action,mean_selected_teacher_improvement,pair_selected_action,pair_selected_teacher_improvement,rsm_selected_action,rsm_selected_score,rsm_selected_teacher_improvement,factor_selected_action,factor_selected_score,factor_selected_teacher_improvement,context_selected_action,context_selected_score,context_selected_teacher_improvement,selected_policy_conformal_q,main_selected_action,main_selected_lower_bound,main_selected_teacher_improvement,factor_selected,context_selected,rsm_selected,fdsrc_to_fbcsr_transition,fbcsr_minus_fdsr_teacher_effect,fbcsr_effect_sign,fdsrc_catastrophe,fbcsr_catastrophe,rsmr_catastrophe,noop_scene
48fc14e048fb5fe2,1,2,18,1,22,0.00024175696671013824,23,0.00012721833586692988,-1,nan,23,0.13772132931757214,0.00012721833586692988,23,0.541585141894053,0.00012721833586692988,23,0.931807074369747,0.00012721833586692988,1.8516904407398527,-1,-0.9198833663701057,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
65f00228b6bc54b5,1,2,17,1,2,4.76576091745784e-06,-1,nan,-1,nan,-1,nan,nan,2,0.23674522313108004,4.76576091745784e-06,2,0.4321637873752049,4.76576091745784e-06,1.8516904407398527,-1,-1.4195266533646478,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
d22547ad7061548d,1,2,11,1,20,0.004789729507570062,22,0.004789317346434174,23,0.004789317346434174,26,0.5517393249386024,0.004349149602115965,26,0.9118732931961004,0.004349149602115965,26,1.0608239795049268,0.004349149602115965,1.8516904407398527,-1,-0.7908664612349259,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
ebc361211e395b18,1,2,19,0,-1,0.0,14,-0.001957534239996672,-1,nan,-1,nan,nan,20,0.15754873130588842,-0.001661769062653029,20,0.5972383368038654,-0.001661769062653029,1.8516904407398527,-1,-1.2544521039359873,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
f757646a2d865977,1,2,1,0,-1,0.0,-1,nan,-1,nan,5,0.015789067884598766,-0.00023967403620472894,5,0.4255967368460349,-0.00023967403620472894,-1,nan,nan,1.8516904407398527,-1,nan,nan,1,0,1,FDSR_to_abstain,0.00023967403620472894,FBCSR_better,0,0,0,1
9ca3798eb199579e,1,2,10,0,-1,0.0,-1,nan,-1,nan,23,0.19144822233997894,-7.272584703751916e-05,23,0.5501923045356688,-7.272584703751916e-05,23,0.7060100920591396,-7.272584703751916e-05,1.8516904407398527,-1,-1.1456803486807132,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
f7050dbcd3c954f3,1,2,6,1,1,1.2326409581780433,23,1.2228804792242125,-1,nan,2,0.09751079730282397,1.2324836412908278,2,0.5052019993656395,1.2324836412908278,2,0.4958746986099183,1.2324836412908278,1.8516904407398527,-1,-1.3558157421299344,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
180f81d1ca5c5ee3,1,2,17,1,21,0.00022019562242769908,23,7.068096973794624e-05,-1,nan,23,0.1443417416229646,7.068096973794624e-05,23,0.5432438514436433,7.068096973794624e-05,23,0.7411857682029146,7.068096973794624e-05,1.8516904407398527,-1,-1.110504672536938,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
1bd8ca835d485cd8,1,2,14,1,22,0.00019881401173771351,23,0.0001267136363314325,-1,nan,23,0.08697005830005632,0.0001267136363314325,23,0.49111052607532424,0.0001267136363314325,23,0.6785610908132805,0.0001267136363314325,1.8516904407398527,-1,-1.173129349926572,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
291db523bb115ccf,1,2,16,1,21,0.0001606943226883928,3,1.590520776817428e-05,-1,nan,24,0.16975324722920332,-8.852075822662897e-05,24,0.5786822768900651,-8.852075822662897e-05,24,0.8485751055109776,-8.852075822662897e-05,1.8516904407398527,-1,-1.003115335228875,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
2d4f708394ef542e,1,2,2,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,5,0.7126199289466313,-3.896098972048237,1.8516904407398527,-1,-1.1390705117932214,nan,0,1,0,abstain_to_FBCSR,-3.896098972048237,FBCSR_worse,0,1,0,1
39346eef49ad52a6,1,2,16,0,-1,0.0,2,-1.8276321345854374,-1,nan,2,0.00038991919431746735,-1.8276321345854374,2,0.4009806679887672,-1.8276321345854374,2,0.8319731143034541,-1.8276321345854374,1.8516904407398527,-1,-1.0197173264363986,nan,1,1,1,same_winner,0.0,equal,1,1,1,1
621fb14952d45fbc,1,2,2,0,-1,0.0,2,-1.793281329542026,-1,nan,2,0.07685935170120509,-1.793281329542026,2,0.5085892062786289,-1.793281329542026,2,0.5219952027178222,-1.793281329542026,1.8516904407398527,-1,-1.3296952380220306,nan,1,1,1,same_winner,0.0,equal,1,1,1,1
79a3cfc7d4535d5f,1,2,14,1,21,0.0032886529187541313,22,0.003259013999387328,-1,nan,25,0.41444193231459747,0.003068311465525664,25,0.7466529699637038,0.003068311465525664,25,0.9514610402941324,0.003068311465525664,1.8516904407398527,-1,-0.9002294004457203,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
7a90e31caaa35114,1,2,11,1,19,0.0002417119765647513,-1,nan,-1,nan,23,0.0008446797225420688,-0.00024712731484388684,23,0.39125268917962774,-0.00024712731484388684,23,0.6429150214737029,-0.00024712731484388684,1.8516904407398527,-1,-1.2087754192661497,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
9e4525cb8f5e5fcd,1,2,15,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,6,0.19311488360281742,-0.004473992635681157,6,0.7133346827785503,-0.004473992635681157,1.8516904407398527,-1,-1.1383557579613024,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
c5e0107671965987,1,2,13,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.3482823045387482,-1.622322853656044e-05,2,0.29138177537836973,-1.622322853656044e-05,1.8516904407398527,-1,-1.5603086653614828,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
ca00c31168b252d5,1,2,16,1,17,3.4674813509383284e-07,3,-8.024468859657574e-05,-1,nan,-1,nan,nan,3,0.3292123379791114,-8.024468859657574e-05,7,0.5733724980118213,-0.0002151088144861646,1.8516904407398527,-1,-1.2783179427280313,nan,1,1,0,winner_changed,-0.00013486412588958885,FBCSR_worse,0,0,0,0
e2c31e25cb35514d,1,2,14,1,2,4.104290409012723e-05,-1,nan,-1,nan,9,0.17867567936437612,-0.000541065095644444,9,0.553732149887511,-0.000541065095644444,9,0.4528456619826048,-0.000541065095644444,1.8516904407398527,-1,-1.398844778757248,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
114a8e53ec3c5e0d,1,2,3,1,2,1.9670177286388972e-05,-1,nan,-1,nan,-1,nan,nan,5,0.35230835992107773,1.891055840897056e-05,-1,nan,nan,1.8516904407398527,-1,nan,nan,1,0,0,FDSR_to_abstain,-1.891055840897056e-05,FBCSR_worse,0,0,0,0
1907423ff64a51eb,1,2,9,1,17,0.9794227824792267,20,-0.0002998982892371549,-1,nan,22,0.1844532815796694,4.7492956556399735e-05,22,0.5716535241522531,4.7492956556399735e-05,22,0.20106689752258905,4.7492956556399735e-05,1.8516904407398527,-1,-1.6506235432172636,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
b8091003cbb95da3,1,2,2,1,20,0.005847989658487495,20,0.005847989658487495,-1,nan,21,0.009718983743908255,0.005799536113289651,21,0.4195838948643826,0.005799536113289651,21,0.18039717489374707,0.005799536113289651,1.8516904407398527,-1,-1.6712932658461055,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
c9281513f02f50f2,1,2,12,1,21,0.0001164957925676724,21,0.0001164957925676724,-1,nan,23,0.09986203979457536,0.0,23,0.494616777841543,0.0,23,0.5911853315345978,0.0,1.8516904407398527,-1,-1.2605051092052548,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
eeb054ac63575b33,1,2,2,1,7,0.00027694589700555383,3,0.00022565341983016296,-1,nan,-1,nan,nan,3,0.3918839235417149,0.00022565341983016296,3,0.025803947533845184,0.00022565341983016296,1.8516904407398527,-1,-1.8258864932060075,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
6988613e2a3557be,1,2,17,1,2,4.3291702959691314e-05,-1,nan,-1,nan,-1,nan,nan,2,0.42808948893145893,4.3291702959691314e-05,2,0.8367144287262409,4.3291702959691314e-05,1.8516904407398527,-1,-1.0149760120136118,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
b66ea7e3342b533b,1,2,2,0,-1,0.0,-1,nan,-1,nan,2,0.1498102374783007,-5.520669647962606e-05,2,0.5937175558524235,-5.520669647962606e-05,2,0.029227780000623926,-5.520669647962606e-05,1.8516904407398527,-1,-1.8224626607392287,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
ebdc46dacb5f53f2,1,2,20,1,2,2.810941170938719e-06,-1,nan,-1,nan,21,0.059523338066818005,7.133007049464624e-07,21,0.4587827475005261,7.133007049464624e-07,21,0.9043394119854384,7.133007049464624e-07,1.8516904407398527,-1,-0.9473510287544142,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
06a937676ff65c69,1,2,17,1,8,0.9890767871343298,-1,nan,-1,nan,9,0.14572447368042457,-0.0008672325992258312,9,0.5298424592477549,-0.0008672325992258312,9,0.8468355247980738,-0.0008672325992258312,1.8516904407398527,-1,-1.0048549159417788,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
26f611f146275818,1,2,17,1,9,0.00012913482794552067,3,0.00011789943836637562,-1,nan,-1,nan,nan,9,0.3355873828805346,0.00012913482794552067,9,1.4241632870899457,0.00012913482794552067,1.8516904407398527,-1,-0.427527153649907,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
441987f47a6f5784,1,2,9,0,-1,0.0,2,-0.9286990923102945,-1,nan,-1,nan,nan,3,0.3827504038080868,-0.9287110000107903,-1,nan,nan,1.8516904407398527,-1,nan,nan,1,0,0,FDSR_to_abstain,0.9287110000107903,FBCSR_better,1,0,0,1
5f4392860e5752ce,1,2,6,1,2,4.650930203498049e-05,21,2.856343034651765e-05,-1,nan,24,0.222149187005187,-0.00046456240278203165,24,0.5790047353118234,-0.00046456240278203165,24,0.566090723035239,-0.00046456240278203165,1.8516904407398527,-1,-1.2855997177046137,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
5fde760ec9f05c3d,1,2,16,1,18,0.0001936817685672665,19,0.0001907036799879691,21,6.991243225051846e-05,22,0.509443486967129,-0.0001297025804172236,22,0.7920561320515259,-0.0001297025804172236,22,1.1249818859489413,-0.0001297025804172236,1.8516904407398527,-1,-0.7267085547909113,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
606e5b5125985e1f,1,2,12,1,7,0.00031248212726786573,-1,nan,-1,nan,-1,nan,nan,7,0.39110223108323905,0.00031248212726786573,7,0.5524841714003084,0.00031248212726786573,1.8516904407398527,-1,-1.2992062693395443,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
73cd1e45d87156ee,1,2,18,1,22,0.0004529736135152618,21,0.00041150524839750346,-1,nan,23,0.38353388295327406,0.000388450409076313,23,0.6298422798747194,0.000388450409076313,23,1.115869391879324,0.000388450409076313,1.8516904407398527,-1,-0.7358210488605286,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
7a9a7b86210b5dc4,1,2,17,0,-1,0.0,3,-0.0001631911307573286,-1,nan,3,0.12230143293127271,-0.0001631911307573286,3,0.5964103167172082,-0.0001631911307573286,3,0.7754453559832801,-0.0001631911307573286,1.8516904407398527,-1,-1.0762450847565725,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
81195788481d5844,1,2,17,1,5,0.9899756620358676,-1,nan,-1,nan,-1,nan,nan,5,0.3912575337678701,0.9899756620358676,5,0.9211717216715998,0.9899756620358676,1.8516904407398527,-1,-0.9305187190682529,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
948d834b78515695,1,2,10,1,21,0.00012688359217718223,6,-0.004016842871904373,-1,nan,22,0.07863452263363427,2.8722488693892767e-05,22,0.4869674613334286,2.8722488693892767e-05,22,0.6625504049745992,2.8722488693892767e-05,1.8516904407398527,-1,-1.1891400357652535,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
a08635adfbc45990,1,2,16,1,9,2.0240639311203266,3,1.03484295751201,-1,nan,-1,nan,nan,-1,nan,nan,5,1.2179303781804263,1.0345689647759775,1.8516904407398527,-1,-0.6337600625594264,nan,0,1,0,abstain_to_FBCSR,1.0345689647759775,FBCSR_better,0,0,0,0
a5836bf6d71f58f2,1,2,17,1,9,0.0008614462114870658,-1,nan,-1,nan,9,0.04837777624110584,0.0008614462114870658,9,0.47141143050579126,0.0008614462114870658,9,0.8510298336654577,0.0008614462114870658,1.8516904407398527,-1,-1.000660607074395,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
a6e92119ed185a7d,1,2,19,0,-1,0.0,11,-0.0001042747385802123,-1,nan,-1,nan,nan,11,0.19076863923572063,-0.0001042747385802123,11,1.682151457855765,-0.0001042747385802123,1.8516904407398527,-1,-0.16953898288408764,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
aeb0da156a7b5426,1,2,3,1,20,8.79869105294348e-05,21,8.050889065489182e-05,-1,nan,21,0.4016152735521289,8.050889065489182e-05,21,0.4831110629398565,8.050889065489182e-05,21,0.3275736909932727,8.050889065489182e-05,1.8516904407398527,-1,-1.52411674974658,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
b024a29a38815f5d,1,2,10,1,7,8.055787477642684e-05,-1,nan,-1,nan,-1,nan,nan,9,0.39352059764792163,-0.0004934725790284589,9,0.4005624892730312,-0.0004934725790284589,1.8516904407398527,-1,-1.4511279514668214,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
c0eff628bb5d57f2,1,2,5,0,-1,0.0,2,-0.0003161320409737489,-1,nan,9,0.19193092761501898,-0.0002712661859579357,9,0.6054458035720222,-0.0002712661859579357,9,0.667904162232547,-0.0002712661859579357,1.8516904407398527,-1,-1.1837862785073057,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
c2ef8af22b6b57fa,1,2,16,1,8,0.0006266896873712569,-1,nan,-1,nan,8,0.031402135036371626,0.0006266896873712569,8,0.46761998359223356,0.0006266896873712569,8,0.8808540853818227,0.0006266896873712569,1.8516904407398527,-1,-0.9708363553580299,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
e2becee9277c5811,1,2,18,1,20,0.00037816441580673654,20,0.00037816441580673654,-1,nan,22,0.46374040239878656,0.0001367530750111534,22,0.7376724873096505,0.0001367530750111534,22,1.2035641757829445,0.0001367530750111534,1.8516904407398527,-1,-0.6481262649569082,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
e7c6e7ca0bf75a88,1,2,17,1,7,7.512643890805748e-05,-1,nan,-1,nan,-1,nan,nan,9,0.4160284662635466,-0.00039868725040576036,9,0.8128612587192918,-0.00039868725040576036,1.8516904407398527,-1,-1.0388291820205608,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
f845609710815b95,1,2,16,1,18,0.00018843353008879404,19,0.00018563175499508588,21,6.555417294151766e-05,22,0.5103017594189099,-0.0001336572684111914,22,0.8083206471831055,-0.0001336572684111914,22,1.149793189802284,-0.0001336572684111914,1.8516904407398527,-1,-0.7018972509375687,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
0e7c79855e005220,1,2,17,1,3,0.9896743082495081,21,-0.9897585825078985,-1,nan,3,0.15675871998502952,0.9896743082495081,10,0.5934163056959427,0.9895054183882794,3,0.7806904099373503,0.9896743082495081,1.8516904407398527,-1,-1.0710000308025025,nan,1,1,1,winner_changed,0.00016888986122864935,FBCSR_better,0,0,0,0
14dd0d86a4d353af,1,2,1,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,-1,nan,nan,1.8516904407398527,-1,nan,nan,0,0,0,both_abstain,0.0,equal,0,0,0,1
2d691673d2a75468,1,2,5,1,2,1.347258633455084e-05,15,-2.0204578191693194,-1,nan,9,0.20460449009582585,-0.0005493406044321247,9,0.6750077805229893,-0.0005493406044321247,9,0.3693530304800612,-0.0005493406044321247,1.8516904407398527,-1,-1.4823374102597915,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
4a475083531f544e,1,2,17,1,5,0.0005351796336472425,3,-1.0448784753647189e-05,-1,nan,5,0.015295741761631593,0.0005351796336472425,5,0.42150298357263943,0.0005351796336472425,5,0.8290570324175048,0.0005351796336472425,1.8516904407398527,-1,-1.0226334083223478,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
4aa6a5b42a9d5a1a,1,2,4,0,-1,0.0,2,-0.9968931171692909,-1,nan,-1,nan,nan,2,0.4174394264287755,-0.9968931171692909,-1,nan,nan,1.8516904407398527,-1,nan,nan,1,0,0,FDSR_to_abstain,0.9968931171692909,FBCSR_better,1,0,0,1
4f8180de60ff5016,1,2,16,1,4,0.0018122307443990682,1,0.0008375573793424351,-1,nan,-1,nan,nan,4,0.3966968002985184,0.0018122307443990682,4,0.6150477038279731,0.0018122307443990682,1.8516904407398527,-1,-1.2366427369118795,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
65f6f0aad1645746,1,2,15,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.3255572596424325,-1.8252958985984225e-05,2,0.3400044355125713,-1.8252958985984225e-05,1.8516904407398527,-1,-1.5116860052272814,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
86935537a5e256bd,1,2,3,1,2,3.4407792150159024e-05,2,3.4407792150159024e-05,-1,nan,23,0.12316134757034279,-4.216529144323439e-05,2,0.5166997363749499,3.4407792150159024e-05,2,0.19880548402146359,3.4407792150159024e-05,1.8516904407398527,-1,-1.6528849567183892,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
91dfe4ebf3c25298,1,2,3,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,7,0.28050615187949557,-1.7913190205828053,1.8516904407398527,-1,-1.571184288860357,nan,0,1,0,abstain_to_FBCSR,-1.7913190205828053,FBCSR_worse,0,1,0,1
ae93b0cb5f2752c9,1,2,7,1,18,0.0002401704475985672,23,-1.621068492024813e-06,-1,nan,23,0.2090003092380338,-1.621068492024813e-06,23,0.6099987810046977,-1.621068492024813e-06,23,0.5604111743835917,-1.621068492024813e-06,1.8516904407398527,-1,-1.291279266356261,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
c4b429aa06c65c18,1,2,5,1,27,2.0200232751698115,-1,nan,-1,nan,27,0.18296486591512093,2.0200232751698115,27,0.4939181432469264,2.0200232751698115,27,0.4316546855132576,2.0200232751698115,1.8516904407398527,-1,-1.420035755226595,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d124fe4c82a0504a,1,2,14,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.3374369459123015,-3.3327944576735935e-05,2,0.24253647119204125,-3.3327944576735935e-05,1.8516904407398527,-1,-1.6091539695478114,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
d8a9f79a9b2f5af3,1,2,1,1,22,3.149701463542634,22,3.149701463542634,22,3.149701463542634,22,1.20704336188775,3.149701463542634,22,1.485349563495311,3.149701463542634,22,1.4132105553761267,3.149701463542634,1.8516904407398527,-1,-0.43847988536372595,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
d9b829983ef95e41,1,2,17,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.33868063128146053,-3.524854303105229e-05,2,0.40115161477464445,-3.524854303105229e-05,1.8516904407398527,-1,-1.4505388259652081,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
dba43762ec9a571c,1,2,3,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,-1,nan,nan,1.8516904407398527,-1,nan,nan,0,0,0,both_abstain,0.0,equal,0,0,0,1
fefa06851c7f58a7,1,2,7,1,9,0.9898329798047547,14,0.9898329082925921,-1,nan,20,0.24757519521001253,-1.2323258076974541,20,0.6359943726327967,-1.2323258076974541,20,0.26601828592282883,-1.2323258076974541,1.8516904407398527,-1,-1.5856721548170238,nan,1,1,1,same_winner,0.0,equal,1,1,1,0
185ce8f5060f5856,1,2,1,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,-1,nan,nan,-1,nan,nan,1.8516904407398527,-1,nan,nan,0,0,0,both_abstain,0.0,equal,0,0,0,1
6b5577a2a92d5e63,1,2,14,1,0,0.0002589048057795029,0,0.0002589048057795029,-1,nan,4,0.1546974795209342,-4.862848371267603e-05,4,0.5639003266625505,-4.862848371267603e-05,4,0.4824300141811578,-4.862848371267603e-05,1.8516904407398527,-1,-1.369260426558695,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
6d5d40bcf2f153a8,1,2,28,1,17,0.0015832513636836664,11,0.00146313439374062,-1,nan,11,0.30563153831039624,0.00146313439374062,11,0.49491143142893596,0.00146313439374062,11,1.7184915442481072,0.00146313439374062,1.8516904407398527,-1,-0.13319889649174543,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
8ce184b9fe795518,1,2,12,1,17,1.2323011897528544,12,0.0,-1,nan,12,0.26971139664847066,0.0,12,0.5785823204226388,0.0,10,0.2819691258327405,0.0,1.8516904407398527,-1,-1.5697213149071123,nan,1,1,1,winner_changed,0.0,equal,0,0,0,0
ae75c379fc4f5ac0,1,2,15,1,3,0.00044269215201486745,3,0.00044269215201486745,-1,nan,-1,nan,nan,3,0.40317295470307346,0.00044269215201486745,3,0.12305679189865437,0.00044269215201486745,1.8516904407398527,-1,-1.7286336488411984,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
bc30bddda7655472,1,2,17,1,15,0.0002943478688597345,10,0.0002641428634524434,-1,nan,-1,nan,nan,16,0.40786632758718233,0.0002641428634524434,10,0.5270711457070656,0.0002641428634524434,1.8516904407398527,-1,-1.324619295032787,nan,1,1,0,winner_changed,0.0,equal,0,0,0,0
ec003315c7f8544e,1,2,13,1,1,1.909398075802624,3,0.03068662334382477,7,1.625132601845264,7,0.3000589655082053,1.625132601845264,7,0.9281515459380258,1.625132601845264,7,1.707496993498542,1.625132601845264,1.8516904407398527,-1,-0.14419344724131067,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
f80967dcb45f5879,1,2,25,1,31,1.8992245194304758e-06,24,-6.025773286832958e-05,4,-0.0024380035112727683,25,0.2387807976232137,-8.79884749651616e-05,4,0.6512975005875782,-0.0024380035112727683,4,1.9268882511004684,-0.0024380035112727683,1.8516904407398527,4,0.07519781036061568,-0.0024380035112727683,1,1,1,same_winner,0.0,equal,0,0,0,0
f8295ad66d0b502a,1,2,18,1,14,1.219853396421759,-1,nan,-1,nan,23,0.03237623852359864,0.0001384854522026302,23,0.44646060676246724,0.0001384854522026302,23,0.8664981730566604,0.0001384854522026302,1.8516904407398527,-1,-0.9851922676831922,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
00d83b17d1755be3,1,2,7,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,9,0.29745670496262566,-0.31722641177799726,9,0.26725937630420515,-0.31722641177799726,1.8516904407398527,-1,-1.5844310644356474,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
07f7850e943e5787,1,2,17,1,4,0.0008112345188855952,-1,nan,-1,nan,9,0.001052628738836242,-0.0003208969734609102,9,0.4221765499971834,-0.0003208969734609102,9,0.6456666394218907,-0.0003208969734609102,1.8516904407398527,-1,-1.2060238013179618,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
0bd45dc9e3a759c2,1,2,17,1,21,0.00014496354013681387,6,-1.9806460030913353,6,-1.9806460030913353,17,0.11012860993399623,0.00010564825385808935,17,0.4879364047563547,0.00010564825385808935,23,0.20777410371869054,0.00011520290672779095,1.8516904407398527,-1,-1.643916337021162,nan,1,1,1,winner_changed,9.554652869701603e-06,FBCSR_better,0,0,0,0
183eebcd18325090,1,2,12,1,7,8.248892743431503e-05,20,7.535703303292391e-05,-1,nan,22,0.14989102958438305,-2.6754828193224865e-05,22,0.5491638769011649,-2.6754828193224865e-05,22,0.7234171661314626,-2.6754828193224865e-05,1.8516904407398527,-1,-1.12827327460839,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
19b32f02944d51ad,1,2,19,1,18,5.1401129104622356e-05,20,4.461837168800997e-05,-1,nan,20,0.14365727622481056,4.461837168800997e-05,1,0.5650339934341131,-1.28129610792449e-05,1,1.3326156520237185,-1.28129610792449e-05,1.8516904407398527,-1,-0.5190747887161342,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
1de30d88d7e15d70,1,2,11,1,5,1.2447779033999544,4,0.00040731540024285806,12,-1.21955611349307,4,0.14369187994286953,0.00040731540024285806,9,0.5590712072346942,-1.219551877161488,4,0.7974998891271827,0.00040731540024285806,1.8516904407398527,-1,-1.05419055161267,nan,1,1,1,winner_changed,1.2199591925617308,FBCSR_better,1,0,0,0
351a31864bda5923,1,2,12,1,2,1.553113559205066e-06,2,1.553113559205066e-06,-1,nan,9,0.1666088868814431,-0.0003158109522206354,9,0.5395071503341374,-0.0003158109522206354,9,0.35040172567268507,-0.0003158109522206354,1.8516904407398527,-1,-1.5012887150671677,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
42e1302d4d595015,1,2,24,0,-1,0.0,-1,nan,-1,nan,23,0.19730507922193175,-3.214230805159701e-05,23,0.5884139235819726,-3.214230805159701e-05,23,1.328965391600073,-3.214230805159701e-05,1.8516904407398527,-1,-0.5227250491397797,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
436d539f02525dbf,1,2,9,1,6,0.001447485886886716,-1,nan,-1,nan,-1,nan,nan,2,0.32405759523194666,0.0002751280408352613,2,0.2702039514694434,0.0002751280408352613,1.8516904407398527,-1,-1.5814864892704092,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
53791dfcfb555d8b,1,2,13,0,-1,0.0,-1,nan,-1,nan,-1,nan,nan,2,0.3641179438420471,-0.0006316881531849561,2,0.2471320696963093,-0.0006316881531849561,1.8516904407398527,-1,-1.6045583710435434,nan,1,1,0,same_winner,0.0,equal,0,0,0,1
5787abf0e35d54cf,1,2,12,1,2,4.151929654172548e-05,2,4.151929654172548e-05,-1,nan,9,0.12481990858383095,-0.00035294373019167935,9,0.48775432372474264,-0.00035294373019167935,9,0.32299808321312234,-0.00035294373019167935,1.8516904407398527,-1,-1.5286923575267304,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
6a860de43c125dbf,1,2,17,1,2,0.0004565505125557756,9,0.00013104936927543775,-1,nan,9,0.20493255844968775,0.00013104936927543775,9,0.5003023901992147,0.00013104936927543775,9,1.1155004934381925,0.00013104936927543775,1.8516904407398527,-1,-0.7361899473016602,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
7b1eb807d4d95132,1,2,17,0,-1,0.0,3,-3.3801279961942488e-06,-1,nan,6,0.06199501757426065,-0.001243818229436866,6,0.4731364057370915,-0.001243818229436866,6,0.9909852802529227,-0.001243818229436866,1.8516904407398527,-1,-0.86070516048693,nan,1,1,1,same_winner,0.0,equal,0,0,0,1
89ec4c93349d5b58,1,2,25,1,1,1.7807974189043563e-05,22,-5.431908551845055e-05,22,-5.431908551845055e-05,22,0.5054108353610807,-5.431908551845055e-05,22,0.7760288112720062,-5.431908551845055e-05,22,1.4710329554566148,-5.431908551845055e-05,1.8516904407398527,-1,-0.38065748528323784,nan,1,1,1,same_winner,0.0,equal,0,0,0,0
a3fff53e9f375592,1,2,6,1,7,0.0017682878087973224,-1,nan,-1,nan,-1,nan,nan,2,0.3056406357135794,0.00018769457770977192,2,0.26157148716739065,0.00018769457770977192,1.8516904407398527,-1,-1.590118953572462,nan,1,1,0,same_winner,0.0,equal,0,0,0,0
