split,scenario_token,structural,expandable,fbic_reason,added_atoms,b16_final_action,b24_final_action,final_action_changed,b16_regret,b24_regret,b16_minus_b24_regret_gain,capacity_switch_effect,anchor16,incumbent16,icer_selected16,path16,anchor24,incumbent24,icer_selected24,path24,legacy_admissible16,legacy_admissible24,opportunity16,opportunity24,support_pos_opp16,support_pos_opp24,scalar_pos_opp16,scalar_pos_opp24,both_pos_opp16,both_pos_opp24,selected_positive16,selected_positive24,selected_teacher_improvement16,selected_teacher_improvement24,selected_support16,selected_support24,selected_scalar16,selected_scalar24,selected_dom16,selected_dom24,eligible_alt_count16,eligible_alt_count24,positive_alt_count16,positive_alt_count24,selected_decisive_atom_recall_16,selected_decisive_atom_recall_24,effective_selected_decisive_atom_recall_16,effective_selected_decisive_atom_recall_24,selected_interaction_decisive_atom_recall_16,selected_interaction_decisive_atom_recall_24,effective_selected_interaction_decisive_atom_recall_16,effective_selected_interaction_decisive_atom_recall_24,selected_soft_interaction_decisive_atom_recall_16,selected_soft_interaction_decisive_atom_recall_24,evidence_certificate_fraction_16,evidence_certificate_fraction_24,budget_vs_full_match_16,budget_vs_full_match_24,decisive_frontier_value_residual_rms_16,decisive_frontier_value_residual_rms_24
A,61f540abd3b852a1,0,0,6,0.0,17,17,0,0.0,0.0,0.0,unchanged,24,4,17,direct_alt,24,4,17,direct_alt,1,1,1,1,1,1,1,1,1,1,1,1,0.000543939433246851,0.000543939433246851,4.346065998077393,4.346065998077393,1.9628119468688965,1.9628119468688965,2.344243288040161,2.344243288040161,7,7,10,10,0.75,0.75,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.2254401594400406,0.2254401594400406
A,61fb1ecd4f895a0a,0,1,0,8.0,1,1,0,-15466.813053637743,-15466.813053637743,0.0,unchanged,12,1,1,keep_incumbent,12,1,1,keep_incumbent,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,2.6013450622558594,2.6587038040161133,-2.1229286193847656,-1.4450627565383911,-7.5622382164001465,-7.776607036590576,0,0,0,0,0.3793103448275862,0.6206896551724138,0.6206896551724138,0.8620689655172413,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.5699644088745117,0.6972894668579102
A,61fba70440be596a,0,1,0,8.0,4,4,0,0.0,0.0,0.0,unchanged,4,1,4,inadmissible_anchor_relative,4,1,4,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.52,0.68,0.84,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.14535348117351532,0.1730714738368988
A,63298f5b6d3c5c15,0,1,0,8.0,7,7,0,41566.57531733997,41566.57531733997,0.0,unchanged,17,0,7,direct_alt,17,0,7,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,-2.0782647717973215,-2.0782647717973215,1.0355719327926636,0.6043504476547241,1.4483219385147095,5.949127197265625,1.300878882408142,2.8908464908599854,2,14,1,1,0.5416666666666666,0.6666666666666666,0.7083333333333334,0.8333333333333334,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.6945052146911621,0.8615684509277344
A,64314fa2e6ce5f21,0,1,0,8.0,6,6,0,123220.92151494883,123220.92151494883,0.0,unchanged,6,5,6,adm_inc_to_anchor,6,5,6,adm_inc_to_anchor,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,1,1,0.42857142857142855,0.6428571428571429,0.7857142857142857,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.05012686178088188,0.06234703212976456
A,64d1c2682d775742,0,1,0,8.0,0,5,1,0.8416585922241211,7.0671955943107605,-6.225537002086639,B24_harmful,27,5,0,direct_alt,27,5,5,keep_incumbent,1,1,1,1,1,1,0,0,0,0,1,0,0.0003112768501041252,nan,1.6857484579086304,2.266453742980957,-0.047214575111866,-0.21508638560771942,0.4564686417579651,-4.297868251800537,0,2,9,9,0.6666666666666666,0.7333333333333333,0.9333333333333333,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.2765079140663147,0.3420184850692749
A,650872a13f0258f4,1,1,1,0.0,18,18,0,15008.873439013958,15008.873439013958,0.0,unchanged,9,18,18,structural,9,18,18,structural,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.34782608695652173,0.34782608695652173,0.6956521739130435,0.6956521739130435,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.08267783373594284,0.08267783373594284
A,654f94e50de15f78,0,1,0,8.0,0,0,0,0.0,0.0,0.0,unchanged,0,0,0,keep_incumbent,0,0,0,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.40540540540540543,0.6216216216216216,0.6756756756756757,0.8918918918918919,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.6046187281608582,0.7381324172019958
A,65d9d0ee9fcc575b,0,1,0,8.0,18,18,0,19.52058255672455,19.52058255672455,0.0,unchanged,9,22,18,direct_alt,9,22,18,direct_alt,1,1,1,1,1,1,1,1,1,1,1,1,0.004571672391891379,0.004571672391891379,1.5897104740142822,2.2852118015289307,0.9742559790611267,1.0962849855422974,1.1706316471099854,1.6311707496643066,10,9,8,8,0.41935483870967744,0.6129032258064516,0.7741935483870968,0.967741935483871,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.087116539478302,0.10521410405635834
A,6639547b9a8651cf,0,1,0,8.0,9,9,0,3682.231517274631,3682.231517274631,0.0,unchanged,9,13,9,adm_inc_to_anchor,9,4,9,inadmissible_anchor_relative,1,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5714285714285714,0.9047619047619048,0.6666666666666666,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.0995551347732544,0.22131597995758057
A,664a8641cc2f5061,0,1,0,2.0,9,9,0,0.0,0.0,0.0,unchanged,9,9,9,keep_incumbent,9,9,9,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.06371968984603882,0.06790948659181595
A,6671f9957d535d68,0,1,0,8.0,17,17,0,30874.76963860274,30874.76963860274,0.0,unchanged,17,0,17,adm_inc_to_anchor,17,0,17,inadmissible_anchor_relative,1,0,1,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,4,0,0.55,0.85,0.7,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.04942353814840317,0.18276093900203705
A,69fc322c96525e06,0,1,0,8.0,8,8,0,0.038646697998046875,0.038646697998046875,0.0,unchanged,7,8,8,keep_incumbent,7,8,8,keep_incumbent,1,1,1,1,0,0,0,0,0,0,0,0,nan,nan,0.5478895902633667,0.5611093640327454,-0.7480878233909607,-1.0482953786849976,-4.5041279792785645,-4.573976516723633,0,0,2,2,0.6875,0.875,0.8125,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.09714760631322861,0.11870633810758591
A,6a65fb5a103f5faa,0,1,0,8.0,9,9,0,0.0,0.0,0.0,unchanged,9,11,9,adm_inc_to_anchor,9,11,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.6,0.8,0.8,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.01640014350414276,0.020348766818642616
A,6a9487554da5591c,1,1,1,0.0,13,13,0,0.0,0.0,0.0,unchanged,13,21,21,structural,13,21,21,structural,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.35,0.35,0.65,0.65,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.5244964957237244,0.5244964957237244
A,6b486e1ac88f5467,0,1,0,8.0,5,5,0,0.0,0.0,0.0,unchanged,5,12,5,inadmissible_anchor_relative,5,12,5,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5625,0.75,0.75,0.9375,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.7267850041389465,0.8915491700172424
A,6b4a072b7f185bed,0,1,0,8.0,9,9,0,5.292513924476225,5.292513924476225,0.0,unchanged,9,0,9,adm_inc_to_anchor,9,0,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.8333333333333334,0.8333333333333334,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.04638030007481575,0.056854669004678726
A,6cb7eaa658415b2d,0,1,0,8.0,10,10,0,9630.051031456795,9630.051031456795,0.0,unchanged,10,0,10,adm_inc_to_anchor,10,0,10,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.52,0.84,0.56,0.88,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.04243895411491394,0.05119796469807625
A,6cd2f013de7b5ade,0,1,0,8.0,17,10,1,0.0,1.0650451704859734,-1.0650451704859734,B24_harmful,25,19,17,direct_alt,25,10,10,keep_incumbent,1,1,1,1,1,1,1,1,1,1,1,0,3.820249820130073e-05,nan,1.834302306175232,2.1440582275390625,0.279228150844574,-0.6627210974693298,0.24179501831531525,-4.205831527709961,1,10,7,10,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.21352273225784302,0.2609550654888153
A,6d49b0529b5b53e2,0,1,0,8.0,16,2,1,19805.278500752524,19809.23453907296,-3.9560383204370737,B24_harmful,23,18,16,direct_alt,23,18,2,direct_alt,1,1,0,0,0,0,0,0,0,0,0,0,-0.9902639250376263,-0.9904617269536482,0.2835422456264496,0.22601047158241272,0.23644086718559265,0.22458405792713165,0.11655589938163757,0.15727995336055756,5,6,0,0,0.5,0.75,0.75,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.12096645683050156,0.14991247653961182
A,6d9201a264ec565d,0,1,0,8.0,20,19,1,3.210777208209038,5.950882915407419,-2.7401057071983814,B24_harmful,30,6,20,direct_alt,30,6,19,direct_alt,1,1,1,1,1,1,1,1,1,1,1,0,0.00011171290669587108,-2.5292378663888115e-05,3.4048852920532227,3.4891786575317383,0.9872795939445496,0.8605198860168457,1.0130555629730225,0.273659348487854,10,11,7,7,0.5882352941176471,0.8235294117647058,0.7647058823529411,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.242791086435318,0.29903194308280945
A,6d9c03088a0053f2,0,0,6,0.0,1,1,0,0.0,0.0,0.0,unchanged,1,1,1,keep_incumbent,1,1,1,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.625,0.625,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.3932928740978241,0.3932928740978241
A,6dfe1aa715515ab1,0,1,0,8.0,0,0,0,0.0,0.0,0.0,unchanged,0,11,0,adm_inc_to_anchor,0,11,0,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4411764705882353,0.6764705882352942,0.6764705882352942,0.9117647058823529,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.03539521247148514,0.04341372847557068
A,6e26767b987e5f83,0,1,0,8.0,1,4,1,3.991373360157013,136.81891290703788,-132.82753954688087,B24_harmful,20,1,1,keep_incumbent,20,1,4,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,nan,-0.006641376977344127,1.3946281671524048,0.21826747059822083,-2.491495370864868,-0.06549455970525742,-6.797521591186523,0.6370401978492737,0,0,2,2,0.42105263157894735,0.6052631578947368,0.7368421052631579,0.9210526315789473,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.05659833177924156,0.06690939515829086
A,6f71a7400ac65240,0,1,0,8.0,30,30,0,46.82399029537919,46.82399029537919,0.0,unchanged,30,21,30,inadmissible_anchor_relative,30,21,30,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.625,1.0,0.625,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.27403193712234497,0.3264860510826111
A,6f8a5ceb9be657d2,0,1,0,8.0,16,16,0,19793.855110123754,19793.855110123754,0.0,unchanged,1,19,16,direct_alt,1,19,16,direct_alt,1,1,0,0,0,0,0,0,0,0,0,0,-0.9896927555061876,-0.9896927555061876,0.011029019020497799,0.45635679364204407,0.6101293563842773,0.9618284106254578,0.8896796107292175,1.3517262935638428,1,6,0,0,0.6,0.88,0.72,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.05746691673994064,0.07293732464313507
A,6fa7920ce4fa54ad,0,1,0,8.0,4,4,0,-47875.20352998655,-47875.20352998655,0.0,unchanged,4,5,4,inadmissible_anchor_relative,4,15,4,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4444444444444444,0.6666666666666666,0.7777777777777778,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.16480958461761475,0.20385313034057617
A,6faab980f19a559e,0,1,0,8.0,0,16,1,0.0,137053.84521480283,-137053.84521480283,B24_harmful,16,0,0,keep_incumbent,16,0,16,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,0.4162175953388214,nan,-4.18355131149292,nan,-8.046648979187012,nan,0,0,0,0,0.36585365853658536,0.5609756097560976,0.6829268292682927,0.8780487804878049,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,1.0,0.45168328285217285,0.5526998043060303
A,6fecedd0a7215ae7,0,1,0,8.0,17,17,0,5.021205228171311,5.021205228171311,0.0,unchanged,9,17,17,keep_incumbent,9,17,17,keep_incumbent,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,1.475905179977417,1.8084840774536133,-0.6682789325714111,-1.1059707403182983,-5.097403526306152,-5.3233513832092285,0,0,0,0,0.6190476190476191,0.8095238095238095,0.8095238095238095,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1283889263868332,0.1558239459991455
A,7052be5d6afa590c,0,1,0,8.0,20,20,0,12.312461360357702,12.312461360357702,0.0,unchanged,26,20,20,keep_incumbent,26,20,20,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,2.7280287742614746,2.705204963684082,-0.00578280771151185,-1.3527356386184692,-5.402437210083008,-6.140539646148682,2,0,1,1,0.45454545454545453,0.7272727272727273,0.6818181818181818,0.9545454545454546,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.4013073146343231,0.4836214780807495
A,7062b451ec12586d,0,1,0,8.0,16,16,0,0.09963226318359375,0.09963226318359375,0.0,unchanged,16,12,16,adm_inc_to_anchor,16,12,16,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.0,0.5,0.5,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.021313313394784927,0.0266365148127079
A,70e1977f27f05314,0,1,0,8.0,10,10,0,0.0,0.0,0.0,unchanged,10,10,10,keep_incumbent,10,10,10,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5217391304347826,0.5217391304347826,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.059277914464473724,0.06905317306518555
A,7242746a7ee05ed3,0,1,0,8.0,9,9,0,0.0,0.0,0.0,unchanged,9,0,9,adm_inc_to_anchor,9,0,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.046147577464580536,0.056850336492061615
A,72ee2829b2095841,0,1,0,2.0,5,5,0,1.4678643038714654,1.4678643038714654,0.0,unchanged,5,0,5,inadmissible_anchor_relative,5,0,5,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.013361162506043911,0.014079771004617214
A,7373555adcf25b91,0,1,0,8.0,9,9,0,37035.54743569344,37035.54743569344,0.0,unchanged,9,1,9,inadmissible_anchor_relative,9,1,9,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.3,0.5,0.8,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.20892097055912018,0.2615683674812317
A,73981199ec7958ad,0,1,0,8.0,10,10,0,0.0,0.0,0.0,unchanged,22,10,10,keep_incumbent,22,10,10,keep_incumbent,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,0.16115736961364746,0.4525076746940613,-1.803694486618042,-1.4776109457015991,-5.752009391784668,-5.490553855895996,0,0,0,0,0.5789473684210527,0.7368421052631579,0.8421052631578947,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.05250677466392517,0.06629922986030579
A,740d44ba4ee559b1,0,0,6,0.0,5,5,0,2.066843755543232,2.066843755543232,0.0,unchanged,5,1,5,inadmissible_anchor_relative,5,1,5,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.6666666666666666,0.6666666666666666,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.6245719194412231,0.6245719194412231
A,756408b7e48f5f9d,0,1,0,8.0,7,7,0,0.0,0.0,0.0,unchanged,7,6,7,inadmissible_anchor_relative,7,6,7,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.625,0.625,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.042653895914554596,0.052312858402729034
A,75a1acca4add51e1,0,1,0,8.0,0,0,0,3.1374795243609697,3.1374795243609697,0.0,unchanged,0,6,0,inadmissible_anchor_relative,0,6,0,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5714285714285714,0.75,0.7142857142857143,0.8928571428571429,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.656088650226593,0.8148258328437805
A,75a7e23d846950ee,0,1,0,8.0,4,4,0,20.62031109444797,20.62031109444797,0.0,unchanged,17,4,4,keep_incumbent,17,4,4,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,4.681440353393555,4.732210636138916,-1.0116146802902222,-1.6418920755386353,-6.1632161140441895,-6.844102382659912,0,0,1,1,0.5,0.7142857142857143,0.7857142857142857,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.49862879514694214,0.6092211008071899
A,760f8a84ef81598f,0,1,0,4.0,7,7,0,99035.79729809822,99035.79729809822,0.0,unchanged,7,0,7,inadmissible_anchor_relative,7,4,7,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.4444444444444444,0.5555555555555556,0.8888888888888888,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.02136516384780407,0.024431684985756874
A,762089c28c5c5704,0,0,6,0.0,13,13,0,49281.86072854232,49281.86072854232,0.0,unchanged,0,17,13,direct_alt,0,17,13,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,-2.4614028322221246,-2.4614028322221246,1.6069282293319702,1.6069282293319702,0.11433211714029312,0.11433211714029312,0.7916479110717773,0.7916479110717773,1,1,1,1,0.6,0.6,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.20473499596118927,0.20473499596118927
A,767b99cfafdf558f,0,1,0,8.0,9,4,1,3.5960762144532055,67807.05218400061,-67803.45610778616,B24_harmful,19,7,9,direct_alt,19,7,4,direct_alt,1,1,1,1,1,1,1,1,1,1,1,0,0.004837618102424557,-3.3853351872868838,4.643441677093506,1.7596914768218994,1.6006357669830322,5.9910149574279785,1.2034000158309937,1.5061777830123901,8,17,8,8,0.4444444444444444,0.6666666666666666,0.7037037037037037,0.9259259259259259,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.8357217907905579,1.0372061729431152
A,76c7eeb79bc356f1,0,1,0,4.0,23,10,1,76898.50808786694,0.6997099213767797,76897.80837794556,B24_beneficial,23,7,23,inadmissible_anchor_relative,10,7,10,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5555555555555556,0.6666666666666666,0.8888888888888888,1.0,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,1.0,0.614626407623291,0.25960275530815125
A,77aeba8010ce52b0,0,1,0,8.0,3,17,1,0.17988181114196777,0.0,0.17988181114196777,B24_beneficial,9,18,3,direct_alt,9,18,17,direct_alt,1,1,1,1,1,1,1,1,1,1,1,1,0.00023749301508058096,0.00024648710563779375,2.0736348628997803,2.9696009159088135,1.7084680795669556,2.5984034538269043,1.3772469758987427,2.449690580368042,9,9,6,6,0.6111111111111112,0.9444444444444444,0.6666666666666666,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.06922634690999985,0.08611670136451721
A,77d5f8852d0c5bfe,0,1,0,8.0,7,3,1,31810.564687783626,57494.15190425562,-25683.58721647199,B24_harmful,7,3,7,inadmissible_anchor_relative,3,3,3,keep_incumbent,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.48148148148148145,0.7407407407407407,0.6666666666666666,0.9259259259259259,nan,nan,nan,nan,nan,nan,0.0,1.0,0.0,0.0,0.17161016166210175,0.2104802280664444
A,77e8f09667c15d6e,0,1,0,8.0,9,9,0,0.0,0.0,0.0,unchanged,9,0,9,adm_inc_to_anchor,9,0,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.7777777777777778,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.05110475420951843,0.06367234140634537
A,77e9e7a71cc157e6,0,1,0,8.0,21,20,1,19794.23868212104,19793.88605722785,0.35262489318847656,B24_beneficial,9,22,21,direct_alt,9,22,20,direct_alt,1,1,1,1,1,1,0,1,0,1,0,0,-0.00017864556759594752,-0.00016101432293658124,1.0280141830444336,1.1364893913269043,0.25579944252967834,0.3556169867515564,0.08161734789609909,0.14231503009796143,2,7,10,10,0.5714285714285714,0.8571428571428571,0.6428571428571429,0.9285714285714286,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1411227583885193,0.17174778878688812
A,780af07dd31352e7,0,1,0,8.0,4,4,0,26.673657201230526,26.673657201230526,0.0,unchanged,14,4,4,keep_incumbent,14,4,4,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,1.2970097064971924,1.705897331237793,-0.3769093453884125,-0.5580755472183228,-4.3613152503967285,-4.652797698974609,0,0,2,2,0.5,0.625,0.875,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.1676115095615387,0.2090827226638794
A,7ac9f3d2eaa55cd8,0,0,6,0.0,9,9,0,0.0,0.0,0.0,unchanged,9,29,9,adm_inc_to_anchor,9,29,9,adm_inc_to_anchor,1,1,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.8,0.8,1.0,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,1.0,1.0,0.04205954447388649,0.04205954447388649
A,7c022e6e8ad75793,0,1,0,8.0,18,18,0,174.16977212112397,174.16977212112397,0.0,unchanged,8,22,18,direct_alt,8,22,18,direct_alt,1,1,1,1,1,1,0,0,0,0,0,0,-0.0034334704957902362,-0.0034334704957902362,0.43947505950927734,0.6438755989074707,0.24446658790111542,0.4068048298358917,0.12565471231937408,0.3348328471183777,5,6,5,5,0.5789473684210527,0.9473684210526315,0.631578947368421,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.09815211594104767,0.12036806344985962
A,7d7a3f1c1c5f5fee,0,1,0,8.0,15,15,0,0.0,0.0,0.0,unchanged,15,0,15,inadmissible_anchor_relative,15,0,15,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.6086956521739131,0.8695652173913043,0.7391304347826086,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.14047178626060486,0.17223942279815674
A,7e8a632e56f85686,0,1,0,8.0,6,6,0,98575.14742616388,98575.14742616388,0.0,unchanged,12,4,6,direct_alt,12,4,6,direct_alt,1,1,0,0,0,0,0,0,0,0,0,0,-4.928757371308194,-4.928757371308194,0.6414017081260681,0.5891661643981934,1.0604009628295898,0.9038214087486267,0.8111042976379395,1.8482041358947754,6,1,0,0,0.375,0.5,0.875,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.2848622798919678,0.3494935631752014
A,7f1911db0c0858f9,0,1,0,8.0,19,19,0,29.458749894052744,29.458749894052744,0.0,unchanged,25,19,19,keep_incumbent,25,19,19,keep_incumbent,1,1,1,1,1,1,0,0,0,0,0,0,nan,nan,3.18746280670166,2.9447996616363525,-0.7296833395957947,-1.694556713104248,-6.358652591705322,-6.899662494659424,0,0,1,1,0.43478260869565216,0.6956521739130435,0.6521739130434783,0.9130434782608695,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.47670042514801025,0.5923011302947998
A,7fc7afe6749c5e14,0,1,0,8.0,20,20,0,12543.793979756534,12543.793979756534,0.0,unchanged,20,14,20,inadmissible_anchor_relative,20,14,20,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.38095238095238093,0.6666666666666666,0.7142857142857143,1.0,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.35193365812301636,0.4367613196372986
A,8055e099173c5806,0,1,0,8.0,4,4,0,31.93705901398789,31.93705901398789,0.0,unchanged,4,3,4,inadmissible_anchor_relative,4,3,4,inadmissible_anchor_relative,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0.5555555555555556,0.7777777777777778,0.7222222222222222,0.9444444444444444,nan,nan,nan,nan,nan,nan,1.0,1.0,0.0,0.0,0.7760924696922302,0.9522373080253601
