scenario_token,outer_test_fold,operator_execution_contrast_linf,physical_equal,closed_loop_effect_support,closed_loop_beneficial,closed_loop_hard_harm,closed_loop_score_delta,drivable_delta,collision_delta,ttc_delta
8813e8c6790a59d3,0,3.205690383911133,0,1,1,0,0.0055078240477768325,0.0,0.0,0.0
884e1c90e87b5fab,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
89ec4c93349d5b58,1,10.997566223144531,0,1,0,0,-0.00718023719974481,0.0,0.0,0.0
8a15e547b0d15f42,4,15.319035530090332,0,1,0,0,-0.017267312320797923,0.0,0.0,0.0
8ad88f000c1750a0,3,13.97174072265625,0,0,0,0,0.0,0.0,0.0,0.0
8aeb517756f55681,2,7.091609954833984,0,1,1,0,0.0034089054386641227,0.0,0.0,0.0
8bdafd4a1d7c50eb,0,22.477231979370117,0,1,0,0,-0.001959400947624257,0.0,0.0,0.0
8ce184b9fe795518,1,6.315786838531494,0,0,0,0,0.0,0.0,0.0,0.0
8e6c888a92425ff1,0,15.983610153198242,0,1,0,0,-0.002280852201748007,0.0,0.0,0.0
8f090017c0c45c30,2,7.397342681884766,0,1,0,0,-0.14864430453538446,0.0,0.0,0.0
8f2f7b6da7495074,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
90244d4079fe5582,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
9389f1437d2b5fad,4,3.143655776977539,0,0,0,0,0.0,0.0,0.0,0.0
948d834b78515695,1,8.947795867919922,0,1,1,0,0.49640940389331656,0.0,0.0,0.0
953f6386bfae55d0,4,0.6476860046386719,0,0,0,0,0.0,0.0,0.0,0.0
95a810911ba359ec,0,5.190439701080322,0,1,1,0,0.002738115554256071,0.0,0.0,0.0
9626975e16725ec8,0,9.814950942993164,0,1,0,1,-0.9432257584317518,-1.0,0.0,0.0
9857fe6079dc5b65,3,17.420673370361328,0,1,1,0,0.0018061286914644592,0.0,0.0,0.0
986b52e5fc685833,3,14.221870422363281,0,0,0,0,0.0,0.0,0.0,0.0
98dbc922be205d29,3,15.242512702941895,0,1,0,0,-0.0034087470245232065,0.0,0.0,0.0
99426aa893625f69,0,12.371540069580078,0,0,0,0,0.0,0.0,0.0,0.0
9a3e4f2df62b54fa,1,2.069843292236328,0,0,0,0,0.0,0.0,0.0,0.0
9a807a00fda657be,3,14.157245635986328,0,1,1,0,0.002251666999995683,0.0,0.0,0.0
9a82cf7a1636581e,0,51.65120315551758,0,1,0,0,0.0,0.0,1.0,0.0
9bcb80a60af853a2,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
9c2eb9c5b45f522b,2,173.548075735569,0,1,0,0,-0.0016309320897275326,0.0,0.0,0.0
9c5700ab41865a07,3,0.5351570844650269,0,0,0,0,0.0,0.0,0.0,0.0
9c925a1f1799553e,4,3.011240005493164,0,1,1,0,0.4448698661433872,0.0,1.0,0.0
9ca3798eb199579e,1,22.20897674560547,0,1,1,0,0.563133156840727,0.0,1.0,0.0
9cb860301c105ca7,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
9d6b57b25d0e5698,2,11.012110710144043,0,1,0,0,-0.7563981467842167,0.0,0.0,0.0
9d7dd692cec75a40,4,5.316841125488281,0,1,1,0,0.0019775686065736098,0.0,0.0,0.0
9d81a9a1677354a1,3,37.12069129943848,0,1,0,1,0.15734797651754712,0.0,0.0,-1.0
9ddade724a6a54e2,4,8.4326171875,0,1,0,1,-0.3116182946724255,0.0,0.0,-1.0
9e720f0176b35d63,0,25.794294357299805,0,0,0,0,0.0,0.0,0.0,0.0
9f32f8bd95195212,3,11.102941513061523,0,0,0,0,0.0,0.0,0.0,0.0
9fb5b34a36925a6c,0,0.47595977783203125,0,0,0,0,0.0,0.0,0.0,0.0
a054dd394e1b559c,0,15.801504135131836,0,1,0,0,-0.003582360001499918,0.0,0.0,0.0
a1c1a996e52f5c4e,0,21.957168579101562,0,0,0,0,0.0,0.0,0.0,0.0
a1c64a274ecc54b0,2,231.74712085723877,0,0,0,0,0.0,0.0,0.0,0.0
a1ceb182eb7250a1,0,14.722942352294922,0,1,1,0,0.13846897745826414,0.0,0.0,0.0
a2326fd4694d5191,3,42.43638610839844,0,0,0,0,0.0,0.0,0.0,0.0
a370a9747c5e599b,3,4.998707354068756,0,0,0,0,0.0,0.0,0.0,0.0
a3b5d1855e7e5d96,0,4.740521430969238,0,1,0,1,-0.43860226270246067,-1.0,0.0,0.0
a5836bf6d71f58f2,1,17.117713928222656,0,0,0,0,0.0,0.0,0.0,0.0
a5a77a41a5d4527c,2,48.384552001953125,0,1,0,1,-0.9765267961612268,-1.0,0.0,0.0
a5fc167ac3e45fec,4,6.802581787109375,0,1,0,0,-0.03188512018546896,0.0,0.0,0.0
a63aaf23916e5f10,2,6.8971405029296875,0,1,0,0,-9.206802053107754e-05,0.0,0.0,0.0
a657d16d34c3519a,0,4.081417083740234,0,1,0,0,-0.0006048811735079873,0.0,0.0,0.0
a67f3948c2445760,0,15.049530029296875,0,1,1,0,0.000592865466227277,0.0,0.0,0.0
a6bf958e054951f3,1,7.2817535400390625,0,1,1,0,0.05844209393398958,0.0,0.0,0.0
a75ce500226f5481,0,9.681657791137695,0,1,0,0,-0.00022082654587640693,0.0,0.0,0.0
a7c4607a69e55039,1,25.913516998291016,0,1,0,0,-0.01813926663747123,0.0,0.0,0.0
a8e99095a8235549,0,4.261325359344482,0,0,0,0,0.0,0.0,0.0,0.0
a99fbe3c63d15894,2,1.3293113708496094,0,0,0,0,0.0,0.0,0.0,0.0
a9e5024892425a19,2,3.322935104370117,0,1,0,0,-0.43800083281309443,0.0,0.0,1.0
aaf8a6e715785915,2,0.34952226281166077,0,0,0,0,0.0,0.0,0.0,0.0
ab77602df4a154f7,2,0.9343013763427734,0,0,0,0,0.0,0.0,0.0,0.0
ac29e7c780d75eee,2,20.677078247070312,0,1,1,0,0.0030890137347957536,0.0,0.0,0.0
ac768eabfa5c5725,3,15.579341888427734,0,1,0,0,-0.014447084004876598,0.0,0.0,0.0
ac7fee08538b5bb0,4,1.547119140625,0,0,0,0,0.0,0.0,0.0,0.0
acdcf9be0fc85495,2,6.558793067932129,0,0,0,0,0.0,0.0,0.0,0.0
ad4b812be67052a1,4,3.3106842041015625,0,1,1,0,0.022404706856081424,0.0,0.0,0.0
ad963f2915a657a4,3,24.994873046875,0,1,1,0,0.003116783946376933,0.0,0.0,0.0
ad9cdad9769f572f,1,7.7092132568359375,0,0,0,0,0.0,0.0,0.0,0.0
ae1909ec83115e90,3,14.431175231933594,0,1,0,0,-0.01115394362160893,0.0,0.0,0.0
ae93b0cb5f2752c9,1,2.948240280151367,0,0,0,0,0.0,0.0,0.0,0.0
aeb0da156a7b5426,1,9.888010025024414,0,0,0,0,0.0,0.0,0.0,0.0
aed1237adf57578c,0,14.558269500732422,0,0,0,0,0.0,0.0,0.0,0.0
b003a3bfbdb252e3,2,25.80246925354004,0,0,0,0,0.0,0.0,0.0,0.0
b0b57e6ca331564e,3,1.7725296020507812,0,1,0,0,-0.00411772508559527,0.0,0.0,0.0
b16054ccc4bd54f9,4,35.1624870300293,0,1,0,1,0.0,0.0,-1.0,-1.0
b183aa1eebac52fc,3,62.2907600402832,0,1,1,0,0.16066645232988264,0.0,0.0,0.0
b2f2a9a83437555c,0,0.5753863453865051,0,1,1,0,0.005395552016720817,0.0,0.0,0.0
b39ff897a8695a97,4,0.9477435350418091,0,1,1,0,0.00922483974662458,0.0,0.0,0.0
b3c270be7e145adc,4,8.93931770324707,0,1,0,0,-0.010645028821147928,0.0,0.0,0.0
b4a3828e9a685c84,2,28.860721588134766,0,1,1,0,0.0009934057987536216,0.0,0.0,0.0
b4c84a922cb957a8,3,2.4332618713378906,0,0,0,0,0.0,0.0,0.0,0.0
b66888a9942d59ff,0,10.773624420166016,0,1,0,1,-0.8640213759429988,-1.0,0.0,0.0
b66ea7e3342b533b,1,14.971565246582031,0,0,0,0,0.0,0.0,0.0,0.0
b66edb8535dd5ec1,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
b704090abc8d5afe,0,2.0807762145996094,0,1,0,0,-0.000263544979367647,0.0,0.0,0.0
b7c6fe6429785952,0,9.833185195922852,0,1,0,1,-0.41208710727983616,0.0,-1.0,-1.0
b7cc1a0b6eca5a11,4,10.296552658081055,0,1,1,0,0.0159678592807857,0.0,0.0,0.0
b8091003cbb95da3,1,18.64710235595703,0,0,0,0,0.0,0.0,0.0,0.0
b8c14f4001735d94,3,0.519321084022522,0,0,0,0,0.0,0.0,0.0,0.0
b95dc2615771588d,0,3.1946163177490234,0,0,0,0,0.0,0.0,0.0,0.0
ba5ddc3d1d5d56ad,0,2.761648178100586,0,1,0,0,-0.019772505842975963,0.0,0.0,0.0
ba95a132236555b4,3,15.754372596740723,0,1,1,0,0.02500273468699754,0.0,0.0,0.0
baef81dee84a5ff1,3,15.57547378540039,0,1,0,1,-0.787054020114011,0.0,-1.0,-1.0
bb1419c18f39553e,2,2.0268402099609375,0,1,0,0,-0.0003878340584633211,0.0,0.0,0.0
bb77e9686029538d,3,84.43236291408539,0,1,0,0,-0.008294648599400212,0.0,0.0,0.0
bbc08519add25675,0,16.23023796081543,0,1,0,0,-0.011083975370312804,0.0,0.0,0.0
bc346dea1bcd5cc3,3,6.585287094116211,0,1,1,0,0.01027176149819975,0.0,0.0,0.0
bc50e785e5cf5d5e,3,0.0,1,0,0,0,0.0,0.0,0.0,0.0
bcb7ec6d46f45180,4,0.3932456970214844,0,1,0,0,-0.004519946500339156,0.0,0.0,0.0
bce79a86a0b75d48,3,2.9602813720703125,0,1,0,0,-0.05849162736896163,0.0,0.0,0.0
be3f5af9cebd56a0,3,30.590232849121094,0,0,0,0,0.0,0.0,0.0,0.0
be58ded948ea5c00,2,8.426298141479492,0,0,0,0,0.0,0.0,0.0,0.0
be7fe135f5665966,3,41.94719314575195,0,1,0,0,-0.0007186454637857498,0.0,0.0,0.0
beeb2d538d7f53d8,4,7.865776062011719,0,0,0,0,0.0,0.0,0.0,0.0
bef88a7c044b5ebe,3,1.9058892726898193,0,1,1,0,0.00011831343529178362,0.0,0.0,0.0
c031140da54d502a,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
c075c65bf21d5842,3,13.30655288696289,0,1,0,0,-0.0034046803326744923,0.0,0.0,0.0
c0eff628bb5d57f2,1,13.477684020996094,0,0,0,0,0.0,0.0,0.0,0.0
c1dbec763983596c,4,0.4483722448348999,0,1,0,0,-0.006262798599306008,0.0,0.0,0.0
c1dd6c577b0f573a,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
c23e9cc0ed7e5b21,0,5.992122650146484,0,1,0,0,-0.014066762565422497,0.0,0.0,0.0
c25f5ca801be5075,4,27.15416717529297,0,1,1,0,0.0037403721968438663,0.0,0.0,0.0
c2c39f197ef95b97,1,54.70010185241699,0,1,1,0,0.3698032277968597,0.0,1.0,0.0
c2ef8af22b6b57fa,1,1.0074405670166016,0,0,0,0,0.0,0.0,0.0,0.0
c34206b68ee6576f,3,10.258769989013672,0,0,0,0,0.0,0.0,0.0,0.0
c3fd16e5694a5353,0,0.0,1,0,0,0,0.0,0.0,0.0,0.0
c4292750158e5a5f,4,5.767717361450195,0,1,0,0,-0.349920517651494,0.0,0.0,0.0
c49669e6594c55d7,4,2.176055908203125,0,0,0,0,0.0,0.0,0.0,0.0
c4a7fbc6d1e35668,2,7.652958869934082,0,0,0,0,0.0,0.0,0.0,0.0
c4b429aa06c65c18,1,4.041154861450195,0,0,0,0,0.0,0.0,0.0,0.0
c65275d1d5af5014,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
c6eebddd3a955416,2,0.0,1,0,0,0,0.0,0.0,0.0,0.0
c70954fab4a650c7,4,7.88339376449585,0,1,0,0,-0.010950011410656546,0.0,0.0,0.0
c70bcca6e16953d7,0,94.5088882446289,0,1,0,0,-0.2410086904191553,0.0,0.0,0.0
c7bff0705f645b30,3,15.573020935058594,0,1,0,1,-0.8617350959258898,0.0,-1.0,-1.0
c81dc86e054f566d,0,13.38772964477539,0,1,0,0,-0.0016557029431670811,0.0,0.0,0.0
c8c5d04b848e504c,0,57.68872833251953,0,0,0,0,0.0,0.0,0.0,0.0
c9281513f02f50f2,1,1.8500404357910156,0,0,0,0,0.0,0.0,0.0,0.0
c9a1d813d64c52d1,4,32.36147403717041,0,0,0,0,0.0,0.0,0.0,0.0
ccb8e05950fc5fca,3,43.72213363647461,0,0,0,0,0.0,0.0,0.0,0.0
cdabe76a1ba75152,0,1.7643356323242188,0,1,1,0,0.009587309127424781,0.0,0.0,0.0
cdccf3dfd4e153cc,0,14.99212646484375,0,1,0,0,-0.011812937805333878,0.0,0.0,0.0
cf7a886f70be5245,1,3.5216732025146484,0,1,1,0,0.0017804954345426172,0.0,0.0,0.0
cfdc02dc40405e6f,3,3.330235481262207,0,0,0,0,0.0,0.0,0.0,0.0
cffbf96734fa5f35,0,12.835399627685547,0,0,0,0,0.0,0.0,0.0,0.0
d04f957744a353ba,0,53.57402992248535,0,1,1,0,0.1554247365041992,0.0,0.0,1.0
d07acbfa3a6e55b0,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0
d0c144dfeca55025,0,4.463056564331055,0,1,1,0,0.008371267469204358,0.0,0.0,0.0
d0da55bb38fb5e83,4,6.63298225402832,0,0,0,0,0.0,0.0,0.0,0.0
d1d8fef2f07e554f,0,55.32267761230469,0,1,1,0,0.03882665909230554,0.0,0.0,0.0
d1f387a440e25adc,3,18.46723747253418,0,1,0,1,-0.8400860477993184,0.0,-1.0,-1.0
d22547ad7061548d,1,2.587662696838379,0,1,0,0,-0.00044230267020062275,0.0,0.0,0.0
d3578202f06d5c62,0,2.2372379302978516,0,1,1,0,0.005795680987370155,0.0,0.0,0.0
d3e0b427c9095c6f,0,13.460617065429688,0,1,0,0,-0.002702093260870453,0.0,0.0,0.0
d5b4a2295da55f8c,0,7.242673397064209,0,1,0,0,-0.0076893394952208816,0.0,0.0,0.0
d5ef40ff0f715517,4,2.0335330963134766,0,1,0,0,-0.0004625218532858799,0.0,0.0,0.0
d72a6e0e28a159a2,4,9.34052848815918,0,0,0,0,0.0,0.0,0.0,0.0
d74df20dba705137,2,13.388458251953125,0,1,1,0,0.0035832425621467046,0.0,0.0,0.0
d7ed9fbf26d0502e,1,15.545646667480469,0,1,0,1,-0.8567724286936083,0.0,-1.0,-1.0
d8a9f79a9b2f5af3,1,182.11365509033203,0,1,1,0,0.540541645553709,0.0,0.0,0.0
da13a4ab1eaf5a07,4,17.384689331054688,0,1,0,0,-0.00020285740445979972,0.0,0.0,0.0
da9bf29b3087547f,4,24.468341827392578,0,1,1,0,2.221019824066861e-05,0.0,0.0,0.0
db167c9f01af53f1,2,15.562850952148438,0,1,0,0,-0.0157500219827027,0.0,0.0,0.0
db219c4afef9558d,0,8.200401306152344,0,0,0,0,0.0,0.0,0.0,0.0
dc6d75a4555c5fd6,2,8.338470458984375,0,0,0,0,0.0,0.0,0.0,0.0
de2c82b474d85dd5,0,0.4988117218017578,0,0,0,0,0.0,0.0,0.0,0.0
de3c0c52e7815332,3,49.512277126312256,0,1,1,0,0.5427032955457248,0.0,0.0,0.0
de3f8268d1675268,4,198.2165722846985,0,1,1,0,0.0003569507103825531,0.0,0.0,0.0
dec7d1a6632a516c,0,5.424140930175781,0,1,0,0,-0.0008276766502736121,0.0,0.0,0.0
deeae175505b5728,4,2.859466552734375,0,1,0,0,-0.011738854061923543,0.0,0.0,0.0
e056339b5ad457ea,4,0.38043975830078125,0,1,0,0,-0.0035680584815596106,0.0,0.0,0.0
e14c53a47ffc5fe0,0,10.009977340698242,0,1,0,0,-0.009679320053750495,0.0,0.0,0.0
e1c764e511515749,2,2.6468162536621094,0,1,0,0,-0.000752094300613404,0.0,0.0,0.0
e2022a0506df54c7,3,2.1214022636413574,0,0,0,0,0.0,0.0,0.0,0.0
e2becee9277c5811,1,83.9322099685669,0,1,0,0,-0.008594572485732255,0.0,0.0,0.0
e2c31e25cb35514d,1,0.0,1,0,0,0,0.0,0.0,0.0,0.0
e4499494731e5026,4,22.890463829040527,0,1,1,0,0.001338394472551352,0.0,0.0,0.0
e4f303186cdb50b1,0,22.475460052490234,0,1,0,0,-0.00048707442043793847,0.0,0.0,0.0
e516f368a8fb5a16,3,15.030746459960938,0,1,1,0,0.0018598571454635504,0.0,0.0,0.0
e75b5a59035b5493,2,2.0691909790039062,0,0,0,0,0.0,0.0,0.0,0.0
e7e3b8bf23835b2a,4,3.310574531555176,0,0,0,0,0.0,0.0,0.0,0.0
e7ee1c000ef85255,0,11.154172420501709,0,0,0,0,0.0,0.0,0.0,0.0
e88d31e512eb52aa,1,8.134124755859375,0,0,0,0,0.0,0.0,0.0,0.0
ea01c4873e9b5cf8,4,15.75442123413086,0,1,1,0,0.002301539620275017,0.0,0.0,0.0
ea5915d23f345a29,0,24.336496353149414,0,0,0,0,0.0,0.0,0.0,0.0
eae558be27b1587b,4,21.8049373626709,0,0,0,0,0.0,0.0,0.0,0.0
eb02028413fb5a92,4,23.149932861328125,0,1,1,0,0.0017787926147377897,0.0,0.0,0.0
ebdc46dacb5f53f2,1,2.082080841064453,0,0,0,0,0.0,0.0,0.0,0.0
ec003315c7f8544e,1,7.447456359863281,0,0,0,0,0.0,0.0,0.0,0.0
ec0f4f7c37615b20,2,9.86027717590332,0,0,0,0,0.0,0.0,0.0,0.0
ec65e8cddb3d5fbd,4,12.740108489990234,0,1,0,0,-0.005598955794441807,0.0,0.0,0.0
ed710413165b5ca4,4,15.327320098876953,0,1,0,0,-0.004271083401478859,0.0,0.0,0.0
edf9d12992c9551c,2,5.188311576843262,0,0,0,0,0.0,0.0,0.0,0.0
ee17abab9d83514f,0,1.127298355102539,0,1,1,0,0.0003543513994783698,0.0,0.0,0.0
eef9e53ca3eb51a8,1,30.278457641601562,0,0,0,0,0.0,0.0,0.0,0.0
efc9ce296b1955e3,3,2.5181045532226562,0,1,0,0,0.0,1.0,0.0,0.0
f0a54058d2af5c6c,2,9.697935104370117,0,1,1,0,0.15667981706569406,0.0,0.0,1.0
f110d20f7a7957b7,4,4.542747497558594,0,1,1,0,0.008896627591043371,0.0,0.0,0.0
f125490e18b15e5c,2,2.073986053466797,0,0,0,0,0.0,0.0,0.0,0.0
f1d77af4b7285825,2,0.13709449768066406,0,0,0,0,0.0,0.0,0.0,0.0
f26eb5a6f93c50b4,3,19.24488353729248,0,1,0,0,-0.0002547844282195788,0.0,0.0,0.0
f28c5026aff854cb,3,2.0445594787597656,0,0,0,0,0.0,0.0,0.0,0.0
f2c4bbcda8c650a3,4,35.86436462402344,0,1,0,0,-0.0009891718332821764,0.0,0.0,0.0
f390221c855a53d1,0,8.42148208618164,0,1,0,0,-0.0009914511845683371,0.0,0.0,0.0
f462fca7c1f8594c,3,4.5179595947265625,0,1,0,0,-0.01074019919747704,0.0,0.0,0.0
f473bc020969511e,0,5.428712844848633,0,1,0,0,-0.011112492057806067,0.0,0.0,0.0
f4ba7c7ca86f5233,0,3.2096147537231445,0,1,0,0,-0.0008021979208930885,0.0,0.0,0.0
f533a754e0245b89,2,1.751546859741211,0,0,0,0,0.0,0.0,0.0,0.0
f53a6e7af3825751,4,0.6866095066070557,0,1,0,0,-0.00043119323874962756,0.0,0.0,0.0
f6cbfc9328fd5914,0,3.3358688354492188,0,0,0,0,0.0,0.0,0.0,0.0
f7050dbcd3c954f3,1,17.580625534057617,0,1,1,0,0.002673518471885683,0.0,0.0,0.0
f757646a2d865977,1,0.8406227231025696,0,1,1,0,0.9315728904507745,0.0,1.0,1.0
f80967dcb45f5879,1,1.6340638399124146,0,1,1,0,0.003840758156354984,0.0,0.0,0.0
f8295ad66d0b502a,1,11.238323211669922,0,0,0,0,0.0,0.0,0.0,0.0
f845609710815b95,1,18.127750396728516,0,1,1,0,0.0011134548821546408,0.0,0.0,0.0
f88a28f7b54555ea,3,2.081266403198242,0,1,0,0,-0.0005896557379256873,0.0,0.0,0.0
f94f2bcde8345a9a,2,31.439888954162598,0,0,0,0,0.0,0.0,0.0,0.0
f9922d29f7ca5693,4,3.523965835571289,0,1,1,0,0.0009521076638605575,0.0,0.0,0.0
f997536112085ece,3,12.646505355834961,0,1,0,0,-0.0017684731545379861,0.0,0.0,0.0
f9c3f5c430be54aa,2,1.0097904205322266,0,0,0,0,0.0,0.0,0.0,0.0
faf6056c372e54f2,3,10.377878189086914,0,1,0,0,-0.016290817550811743,0.0,0.0,0.0
faf93d61f8bd5238,3,17.19655418395996,0,1,1,0,0.0003716329739691382,0.0,0.0,0.0
fb0869a379e05f37,3,3.912294387817383,0,1,1,0,0.009971300776741465,0.0,0.0,0.0
fbd37ced14a15418,4,5.650638580322266,0,1,1,0,0.013627697904440184,0.0,0.0,0.0
fbe3cf848a4c5391,4,0.16017818450927734,0,0,0,0,0.0,0.0,0.0,0.0
fc25adef73d35a71,1,15.291236877441406,0,1,1,0,7.845279833207375e-05,0.0,0.0,0.0
fd35b4e54a465e54,0,3.848194122314453,0,0,0,0,0.0,0.0,0.0,0.0
fe98c3c19baf5ea3,0,29.187885284423828,0,1,0,1,0.0,-1.0,0.0,1.0
fee89379e3375727,3,93.58803087472916,0,1,0,0,-0.010440811248165538,0.0,0.0,0.0
fefa06851c7f58a7,1,2.4752044677734375,0,0,0,0,0.0,0.0,0.0,0.0
ff54f555627f5338,4,14.126327514648438,0,0,0,0,0.0,0.0,0.0,0.0
