scenario_token,outer_test_fold,calibration_fold,candidate_count,positive_opportunity,mean_selected_action,mean_selected_score,mean_selected_teacher_improvement,pair_selected_action,pair_selected_score,pair_selected_teacher_improvement,selected_policy_conformal_q,main_selected_action,main_selected_lower_bound,main_selected_teacher_improvement,pair_changes_mean_winner,mean_selected,pair_selected,mean_outcome_class,pair_outcome_class,transition_class,pair_minus_mean_teacher_improvement
1470dbcb0c415442,0,1,9,1,2,0.012842627737487067,-2.7527673915450634e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
208da297c61b5a6b,0,1,14,0,2,0.022454271676479398,-0.0001454900316892882,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
249837af09305794,0,1,2,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
2648d4ed541751cc,0,1,13,1,3,0.04164995597021626,0.00015299002230165226,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
2e3481cf5ec35baa,0,1,14,0,3,0.05814857202275381,-0.00036169656319540167,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
31d6d7b013a75d29,0,1,17,1,2,0.01627945752008031,-0.00025768281682392313,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
45389fbdea6657a0,0,1,10,0,3,0.08253387268338747,-9.76101109875227e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
46bf28b955d051b1,0,1,29,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
4efebde6623256df,0,1,6,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
5991dfcee3185e01,0,1,15,0,22,0.020902021619259192,0.0,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
6c82dcb2637f5ad4,0,1,3,0,6,0.028218776551234115,-0.002434998204396105,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
1a9e0797610e5da4,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
31e5a1e6febd5acb,1,2,12,1,4,0.012037131650430466,0.0022942917462438484,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
3f0c33142293536e,1,2,11,1,6,0.07548505682320306,-0.004419000643878901,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
48fc14e048fb5fe2,1,2,18,1,23,0.022666458916853094,0.00012721833586692988,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
65f00228b6bc54b5,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
d22547ad7061548d,1,2,11,1,22,0.16269721311762864,0.004789317346434174,23,0.03293260636049454,0.004789317346434174,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_equal_teacher,0.0
ebc361211e395b18,1,2,19,0,14,0.04196041847044896,-0.001957534239996672,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
f757646a2d865977,1,2,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
9ca3798eb199579e,1,2,10,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
f7050dbcd3c954f3,1,2,6,1,23,0.026208181428440558,1.2228804792242125,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
180f81d1ca5c5ee3,1,2,17,1,23,0.014503691904506344,7.068096973794624e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
1bd8ca835d485cd8,1,2,14,1,23,0.015694041219759647,0.0001267136363314325,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
291db523bb115ccf,1,2,16,1,3,0.006647299928216721,1.590520776817428e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
2d4f708394ef542e,1,2,2,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
39346eef49ad52a6,1,2,16,0,2,0.0486786501004271,-1.8276321345854374,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
621fb14952d45fbc,1,2,2,0,2,0.04550762892811849,-1.793281329542026,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
79a3cfc7d4535d5f,1,2,14,1,22,0.11492688707467397,0.003259013999387328,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
7a90e31caaa35114,1,2,11,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
9e4525cb8f5e5fcd,1,2,15,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
c5e0107671965987,1,2,13,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
ca00c31168b252d5,1,2,16,1,3,0.07238744051555152,-8.024468859657574e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
e2c31e25cb35514d,1,2,14,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
114a8e53ec3c5e0d,1,2,3,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
1907423ff64a51eb,1,2,9,1,20,0.03795227706006665,-0.0002998982892371549,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
b8091003cbb95da3,1,2,2,1,20,0.0062074620432244765,0.005847989658487495,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c9281513f02f50f2,1,2,12,1,21,0.008533624983189159,0.0001164957925676724,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
eeb054ac63575b33,1,2,2,1,3,0.023025060256498364,0.00022565341983016296,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
6988613e2a3557be,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
b66ea7e3342b533b,1,2,2,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
ebdc46dacb5f53f2,1,2,20,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
06a937676ff65c69,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
26f611f146275818,1,2,17,1,3,0.145321721349156,0.00011789943836637562,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
441987f47a6f5784,1,2,9,0,2,0.0694775489559813,-0.9286990923102945,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
5f4392860e5752ce,1,2,6,1,21,0.009503119456638176,2.856343034651765e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
5fde760ec9f05c3d,1,2,16,1,19,0.19589590367674825,0.0001907036799879691,21,0.013354902602404815,6.991243225051846e-05,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_pair_worse,-0.00012079124773745065
606e5b5125985e1f,1,2,12,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
73cd1e45d87156ee,1,2,18,1,21,0.1815204875197967,0.00041150524839750346,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
7a9a7b86210b5dc4,1,2,17,0,3,0.10313409947682267,-0.0001631911307573286,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
81195788481d5844,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
948d834b78515695,1,2,10,1,6,0.02985318560487632,-0.004016842871904373,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
a08635adfbc45990,1,2,16,1,3,0.007035607670593469,1.03484295751201,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
a5836bf6d71f58f2,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
a6e92119ed185a7d,1,2,19,0,11,0.11487149841073568,-0.0001042747385802123,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
aeb0da156a7b5426,1,2,3,1,21,0.20163341567993748,8.050889065489182e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
b024a29a38815f5d,1,2,10,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
c0eff628bb5d57f2,1,2,5,0,2,0.028602795694899597,-0.0003161320409737489,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
c2ef8af22b6b57fa,1,2,16,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
e2becee9277c5811,1,2,18,1,20,0.17219288475077227,0.00037816441580673654,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
e7c6e7ca0bf75a88,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
f845609710815b95,1,2,16,1,19,0.2019388879634469,0.00018563175499508588,21,0.03132390971864759,6.555417294151766e-05,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_pair_worse,-0.00012007758205356822
0e7c79855e005220,1,2,17,1,21,0.014713646344437947,-0.9897585825078985,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
14dd0d86a4d353af,1,2,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
2d691673d2a75468,1,2,5,1,15,0.07052969570466316,-2.0204578191693194,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
4a475083531f544e,1,2,17,1,3,0.08301156579510677,-1.0448784753647189e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
4aa6a5b42a9d5a1a,1,2,4,0,2,0.03252972710587693,-0.9968931171692909,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
4f8180de60ff5016,1,2,16,1,1,0.0737403954104412,0.0008375573793424351,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
65f6f0aad1645746,1,2,15,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
86935537a5e256bd,1,2,3,1,2,0.008604310968078621,3.4407792150159024e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
91dfe4ebf3c25298,1,2,3,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
ae93b0cb5f2752c9,1,2,7,1,23,0.014575409119336413,-1.621068492024813e-06,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
c4b429aa06c65c18,1,2,5,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
d124fe4c82a0504a,1,2,14,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
d8a9f79a9b2f5af3,1,2,1,1,22,1.4787453663196992,3.149701463542634,22,1.6093275465120953,3.149701463542634,inf,-1,nan,nan,0,1,1,positive,positive,same_winner,0.0
d9b829983ef95e41,1,2,17,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
dba43762ec9a571c,1,2,3,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
fefa06851c7f58a7,1,2,7,1,14,0.01452313472853034,0.9898329082925921,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
185ce8f5060f5856,1,2,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
6b5577a2a92d5e63,1,2,14,1,0,0.09765526908031391,0.0002589048057795029,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
6d5d40bcf2f153a8,1,2,28,1,11,0.18527711915876327,0.00146313439374062,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
8ce184b9fe795518,1,2,12,1,12,0.016679498531163628,0.0,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
ae75c379fc4f5ac0,1,2,15,1,3,0.03985586871222563,0.00044269215201486745,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
bc30bddda7655472,1,2,17,1,10,0.019869651817150502,0.0002641428634524434,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
ec003315c7f8544e,1,2,13,1,3,0.0044329504135668385,0.03068662334382477,7,0.21933750769066282,1.625132601845264,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_pair_better,1.5944459785014393
f80967dcb45f5879,1,2,25,1,24,0.2725180386187898,-6.025773286832958e-05,4,0.2469838046301785,-0.0024380035112727683,inf,-1,nan,nan,1,1,1,nonpositive,nonpositive,different_winner_pair_worse,-0.0023777457784044387
f8295ad66d0b502a,1,2,18,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
00d83b17d1755be3,1,2,7,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
07f7850e943e5787,1,2,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
0bd45dc9e3a759c2,1,2,17,1,6,0.10612119648775753,-1.9806460030913353,6,0.02154825739282709,-1.9806460030913353,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
183eebcd18325090,1,2,12,1,20,0.029855072860234866,7.535703303292391e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
19b32f02944d51ad,1,2,19,1,20,0.026193329916692654,4.461837168800997e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
1de30d88d7e15d70,1,2,11,1,4,0.0043051327292222275,0.00040731540024285806,12,0.03676084921143393,-1.21955611349307,inf,-1,nan,nan,1,1,1,positive,catastrophic,good_to_bad_winner_change,-1.2199634288933128
351a31864bda5923,1,2,12,1,2,0.0025412966794362557,1.553113559205066e-06,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
42e1302d4d595015,1,2,24,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
436d539f02525dbf,1,2,9,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
53791dfcfb555d8b,1,2,13,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
5787abf0e35d54cf,1,2,12,1,2,0.013416092988108419,4.151929654172548e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
6a860de43c125dbf,1,2,17,1,9,0.1775292734848788,0.00013104936927543775,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
7b1eb807d4d95132,1,2,17,0,3,0.10525475080310043,-3.3801279961942488e-06,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
89ec4c93349d5b58,1,2,25,1,22,0.2100485693476486,-5.431908551845055e-05,22,0.026084278896337236,-5.431908551845055e-05,inf,-1,nan,nan,0,1,1,nonpositive,nonpositive,same_winner,0.0
a3fff53e9f375592,1,2,6,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
a6bf958e054951f3,1,2,16,0,3,0.08361259223731327,-9.312073504563756e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
ad9cdad9769f572f,1,2,15,1,23,0.015728621129968257,2.9634527862087978e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c2c39f197ef95b97,1,2,25,1,20,0.028890530556227867,5.7840400188968744e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
cf7a886f70be5245,1,2,14,1,5,0.0030049815592372298,0.0004412469528616292,19,0.06921309075467605,0.0005705458469686953,inf,-1,nan,nan,1,1,1,positive,positive,different_winner_pair_better,0.00012929889410706608
d7ed9fbf26d0502e,1,2,14,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
e9922a266cc35210,1,2,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
eef9e53ca3eb51a8,1,2,8,0,2,0.036269713854968966,-1.8450037153049488,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
f19973f839e35f20,1,2,4,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
02fca515559f520d,1,2,11,1,25,0.025651510577982373,0.00010637173426264468,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
115efd50328f5ecc,1,2,18,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
117049ed19db55a2,1,2,20,1,22,0.0001665151912876861,0.0,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
2154d495b9b657a5,1,2,3,0,13,0.8568454395042517,-1.2203506151586772,13,1.325690883157955,-1.2203506151586772,inf,-1,nan,nan,0,1,1,catastrophic,catastrophic,same_winner,0.0
2c572f2c1c485fc0,1,2,16,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
3152efff212c51ff,1,2,3,1,7,0.07425028874615358,0.0018142741702611431,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
327d5cdfdd695e7e,1,2,17,1,3,0.20960660367589445,0.00011524857694755752,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
64fe109ec6a858ec,1,2,24,1,14,0.02567962180548722,-0.0001836422961903738,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
6c95d9b03b7a5944,1,2,6,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
73963278f6eb5002,1,2,10,1,17,0.056292963919879646,5.0503118336200784e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
799dcf813dba5d8a,1,2,6,0,4,0.01794363637130697,-0.003188489996641869,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
7b6dfa3d4bc553a9,1,2,15,1,14,0.05130940046868149,3.826256439763264e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
842b7f0b68fc5245,1,2,16,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
86839ab67df151f2,1,2,9,1,30,0.0281267605936954,0.00022879556154364877,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
9a3e4f2df62b54fa,1,2,14,0,21,0.0034716106194404017,-0.00016801613924322112,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
a7c4607a69e55039,1,2,17,1,22,0.046388543933357396,0.0004345029205083846,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
c608632e83a659ca,1,2,27,1,19,0.06205370225750301,0.00043901287128722544,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
d022d382b3aa5fa1,1,2,10,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
d07acbfa3a6e55b0,1,2,17,1,3,0.057058320214456615,-0.00012636717958378063,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
e88d31e512eb52aa,1,2,23,1,20,0.15051566500576058,0.00010631383955628237,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
fc25adef73d35a71,1,2,6,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
06f2c0171372558e,1,2,14,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
1139bbb1cfe35d48,1,2,2,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
190db336fe0e515f,1,2,4,0,3,0.10296057691098931,-0.00015093207880889636,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
1bf5b342d1b052c3,1,2,3,0,11,0.004986355785517205,-0.00019516362426785783,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
1da0d8dce4485189,1,2,12,0,4,0.012488583234096962,-0.00913377341185706,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
21f2c3689d765b09,1,2,1,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
234440ab79d55e59,1,2,18,0,3,0.1601791123451179,-0.00045463804826173515,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
2ababb1ca1ba5637,1,2,17,1,3,0.17322526548081713,0.00012872512789918744,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
3c6c3ba8c08e581a,1,2,16,1,1,0.026409617655228923,0.005536593863740613,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
59b8dea90c1b5499,1,2,17,1,3,0.15691336062661593,0.0010224562064280462,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
68e20734e9415e24,1,2,4,1,16,0.04914631958577692,-1.5958865044726758,-1,nan,nan,inf,-1,nan,nan,1,1,0,catastrophic,abstain,mean_to_abstain,
742976289d405b0d,1,2,17,0,3,0.10077295094340194,-0.0005360335323967291,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
091cae980d54535d,2,3,17,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
0aea8543e71b5712,2,3,15,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
122436b1207258bf,2,3,19,1,19,0.00940571944841756,1.2323696249266156,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
1bd7b3ce5adf5826,2,3,17,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
581836f4f4365cc8,2,3,18,1,22,0.20879185198740013,9.720725091887051e-05,1,0.1117426289164773,-0.00035384111877938274,inf,-1,nan,nan,1,1,1,positive,nonpositive,good_to_bad_winner_change,-0.00045104836969825325
70b54ac4d8ae56de,2,3,1,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
72eb13d3a4255179,2,3,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
7fc2b30cb72a5d56,2,3,9,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
83aa0b7439d45dd8,2,3,5,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
8675d815740a5a0b,2,3,22,1,15,0.019325860696310038,0.00035312048068747437,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
9070daa02ad0542c,2,3,3,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
9771a60ee60a5d27,2,3,5,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
9c2eb9c5b45f522b,2,3,29,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
bb1419c18f39553e,2,3,21,1,22,0.0006013362323248339,0.0,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
c56712e13eb759f5,2,3,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
b003a3bfbdb252e3,2,3,10,1,23,0.07781947440710985,-9.41812655888552e-05,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
0f9ba65f3e2e5c1d,2,3,2,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
2709051d421d536a,2,3,26,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
2bf633d593a957ad,2,3,11,1,21,0.0016891103015317932,-0.000471189234405589,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
2cfe30b626795e99,2,3,7,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
4a42412827f55dc1,2,3,16,1,21,0.016727847453846312,0.00012423746250567191,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
60183447caa4548b,2,3,17,1,17,0.05147781496787779,0.0005301294214092194,-1,nan,nan,inf,-1,nan,nan,1,1,0,positive,abstain,mean_to_abstain,
618892326e0c530e,2,3,24,0,4,0.010475466191942173,-0.0007907008510084079,-1,nan,nan,inf,-1,nan,nan,1,1,0,nonpositive,abstain,mean_to_abstain,
63d0c4a8acfa5fc2,2,3,1,0,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
8aeb517756f55681,2,3,14,1,8,0.047462135727431576,-0.00011959207337408628,8,0.08745870290946567,-0.00011959207337408628,inf,-1,nan,nan,0,1,1,nonpositive,nonpositive,same_winner,0.0
ab77602df4a154f7,2,3,11,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
acdcf9be0fc85495,2,3,23,1,-1,nan,nan,-1,nan,nan,inf,-1,nan,nan,0,0,0,abstain,abstain,both_abstain,
